CP;Placa;Fecha ;Mes ;Dia;hora ;Distancia 
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312883125,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312882625,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312882625,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312881625,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312881125,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312880375,00
" ""000570248"""; SQY081; 2017-12-07T02;12;07;02;312879875,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T14;12;07;14;312884,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312901,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312900625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312898750,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312898125,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312897625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312897500,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312897125,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312897,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312895250,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312894750,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312894,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312893125,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312892,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312890750,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312890500,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312890125,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312889875,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312888250,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312887625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312886875,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312886500,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312885875,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312885625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312885625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312885250,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884875,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884750,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884625,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884375,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884125,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884,00
" ""000570248"""; SQY081; 2017-12-07T15;12;07;15;312884,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935500,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312935,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312934250,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312932250,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312931375,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312930375,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312926500,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312925500,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312917500,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312916375,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312915375,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312914750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312914125,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312912750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312911750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312911750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312911750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312911250,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312910250,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312909750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312906500,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312904250,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312902750,00
" ""000570248"""; SQY081; 2017-12-07T16;12;07;16;312902500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312940,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312939250,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312938875,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312938625,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312938250,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312937500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312937,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936875,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936750,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936750,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936625,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936500,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936375,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936250,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936250,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936250,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936125,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936125,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312936,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312935750,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312935750,00
" ""000570248"""; SQY081; 2017-12-07T17;12;07;17;312935750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312962375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312962250,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312961750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312961500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312961,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312960500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312960,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312959500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312958875,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312958625,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312958375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312958125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312956750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312956375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312955750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312955375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312954875,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312954375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312954,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312953500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312953,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312952500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312951750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312951500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312951125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312950,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312949750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312949250,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312948875,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312948375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312948250,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312948125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312947750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312947125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312946625,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312946500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312946250,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312945875,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312945500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312945375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312945125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312944750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312944500,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312944125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312944,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312943750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312943125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312942875,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312942750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312942375,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312942125,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312941750,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312940625,00
" ""000570248"""; SQY081; 2017-12-07T18;12;07;18;312940250,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312990,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312989375,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312988500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312987750,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312987625,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312987375,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312986875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312986750,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312986500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312986,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312984250,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312982625,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312981500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312981250,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312981,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312980625,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312980,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312979375,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312978500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312977875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312977500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312977125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312976875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312976500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312976125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312975750,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312973250,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312973,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312972625,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312972125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312971500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312971125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312971,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312971,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312970875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312970875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312970875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312970500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312970125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312969625,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312966,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312965500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312965375,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312965125,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312964500,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312963875,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312963375,00
" ""000570248"""; SQY081; 2017-12-07T19;12;07;19;312963,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313029750,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313029125,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313028625,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313028125,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313027500,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313027250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313026750,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313026250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313026,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313025750,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313018500,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313017625,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313016500,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313016,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313015375,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313014250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313013125,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313006500,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313006250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313005875,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313005625,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313005250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313002625,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313002250,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;313001625,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;312999500,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;312998750,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;312997875,00
" ""000570248"""; SQY081; 2017-12-07T20;12;07;20;312997,00
" ""000570248"""; SQY081; 2017-12-08T00;12;08;00;313035875,00
" ""000570248"""; SQY081; 2017-12-08T00;12;08;00;313035875,00
" ""000570248"""; SQY081; 2017-12-08T00;12;08;00;313035875,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313069875,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313063625,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313063375,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313063,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313061250,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313060625,00
" ""000570248"""; SQY081; 2017-12-08T05;12;08;05;313038,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313088125,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313087625,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313087250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313087125,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313086625,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313086500,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313086250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313086,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313085375,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313084500,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313083500,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313082750,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313082125,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313081250,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313080875,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313080375,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313079500,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313078750,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313077750,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313077,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313075125,00
" ""000570248"""; SQY081; 2017-12-08T06;12;08;06;313071750,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313104,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313103375,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313102125,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313102,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313101375,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313100625,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313100,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313099625,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313098250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313097875,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313097625,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313097125,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313096875,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313096125,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313095375,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313095,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313094250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313093625,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313092875,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313092625,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313092375,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313092,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091750,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091375,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313091125,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088875,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088500,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088250,00
" ""000570248"""; SQY081; 2017-12-08T07;12;08;07;313088250,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313131250,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313130625,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313130250,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313129875,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313127750,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313127375,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313127250,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313126750,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313126,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313125500,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313124875,00
" ""000570248"""; SQY081; 2017-12-08T08;12;08;08;313124625,00
