"product_name","promotion_name","product_family","recyclable_package","media_type","has_promotion","promotion_duration_days","promotion_unit_cost"
"Big Time Frozen Chicken Thighs","Dollar Cutters","Food","1","Sunday Paper Radio","1","2","13674"
"Big Time Frozen Chicken Thighs","Double Down Sale","Food","1","TV","1","3","9574"
"Big Time Frozen Chicken Thighs","Free For All","Food","1","In-Store Coupon","1","2","10906"
"Big Time Frozen Chicken Thighs","High Roller Savings","Food","1","Daily Paper Radio TV","1","2","6815"
"Big Time Frozen Chicken Thighs","One Day Sale","Food","1","Bulk Mail","1","3","5094"
"Big Time Frozen Chicken Thighs","Pick Your Savings","Food","1","Radio","1","2","5649"
"Big Time Frozen Chicken Thighs","Price Destroyers","Food","1","Bulk Mail","1","4","9618"
"Big Time Frozen Chicken Thighs","Price Destroyers","Food","1","Daily Paper Radio","1","2","6226"
"Big Time Frozen Chicken Thighs","Price Smashers","Food","1","Street Handout","1","4","9545"
"Big Time Frozen Chicken Thighs","Price Winners","Food","1","Sunday Paper","1","3","11219"
"Big Time Frozen Chicken Thighs","Sales Galore","Food","1","Daily Paper Radio","1","2","6240"
"Big Time Frozen Chicken Thighs","Save-It Sale","Food","1","Daily Paper","1","4","8179"
"Big Time Frozen Chicken Thighs","Shelf Clearing Days","Food","1","Bulk Mail","1","3","6954"
"Big Time Frozen Chicken Thighs","Super Savers","Food","1","Street Handout","1","4","14454"
"Big Time Frozen Chicken Thighs","Three for One","Food","1","Sunday Paper Radio","1","3","13162"
"Big Time Frozen Chicken Thighs","Tip Top Savings","Food","1","Bulk Mail","1","3","10666"
"Big Time Frozen Chicken Thighs","Tip Top Savings","Food","1","Street Handout","1","3","14258"
"Big Time Frozen Chicken Thighs","Two Day Sale","Food","1","Daily Paper Radio TV","1","1","13290"
"Big Time Frozen Chicken Thighs","Unbeatable Price Savers","Food","1","Daily Paper","1","3","10673"
"Big Time Frozen Chicken Thighs","Weekend Markdown","Food","1","Daily Paper Radio","1","3","6963"
"Big Time Frozen Chicken Thighs","Weekend Markdown","Food","1","Sunday Paper","1","4","13360"
"Big Time Frozen Chicken Wings","No Promotion","Food","0","No Media","0","0","0"
"Big Time Frozen Chicken Wings","Bag Stuffers","Food","0","Cash Register Handout","1","2","13097"
"Big Time Frozen Chicken Wings","Big Promo","Food","0","Radio","1","3","9852"
"Big Time Frozen Chicken Wings","Big Promo","Food","0","Sunday Paper Radio","1","3","11056"
"Big Time Frozen Chicken Wings","Big Time Discounts","Food","0","In-Store Coupon","1","2","14560"
"Big Time Frozen Chicken Wings","Dimes Off","Food","0","Radio","1","4","11525"
"Big Time Frozen Chicken Wings","Double Down Sale","Food","0","Cash Register Handout","1","4","14271"
"Big Time Frozen Chicken Wings","Free For All","Food","0","Daily Paper","1","3","5206"
"Big Time Frozen Chicken Wings","Free For All","Food","0","Radio","1","3","14090"
"Big Time Frozen Chicken Wings","Green Light Days","Food","0","Cash Register Handout","1","3","13919"
"Big Time Frozen Chicken Wings","Green Light Days","Food","0","Daily Paper","1","3","7576"
"Big Time Frozen Chicken Wings","Green Light Days","Food","0","Sunday Paper","1","3","9257"
"Big Time Frozen Chicken Wings","I Cant Believe It Sale","Food","0","Product Attachment","1","4","6947"
"Big Time Frozen Chicken Wings","Pick Your Savings","Food","0","Radio","1","2","14717"
"Big Time Frozen Chicken Wings","Price Destroyers","Food","0","Daily Paper Radio","1","2","6226"
"Big Time Frozen Chicken Wings","Price Savers","Food","0","Sunday Paper Radio","1","4","5436"
"Big Time Frozen Chicken Wings","Price Winners","Food","0","In-Store Coupon","1","4","9463"
"Big Time Frozen Chicken Wings","Sales Days","Food","0","Bulk Mail","1","3","11674"
"Big Time Frozen Chicken Wings","Saving Days","Food","0","Street Handout","1","3","6731"
"Big Time Frozen Chicken Wings","Shelf Clearing Days","Food","0","Bulk Mail","1","3","6954"
"Big Time Frozen Chicken Wings","Shelf Clearing Days","Food","0","Sunday Paper","1","3","9881"
"Big Time Frozen Chicken Wings","Super Savers","Food","0","TV","1","2","13755"
"Big Time Frozen Chicken Wings","Tip Top Savings","Food","0","Daily Paper Radio","1","3","7959"
"Big Time Frozen Chicken Wings","Two Day Sale","Food","0","Daily Paper Radio","1","4","14053"
"Big Time Frozen Chicken Wings","Two for One","Food","0","Product Attachment","1","4","5983"
"Big Time Frozen Chicken Wings","Unbeatable Price Savers","Food","0","Bulk Mail","1","3","6678"
"Big Time Frozen Chicken Wings","Weekend Markdown","Food","0","TV","1","2","8990"
"Big Time Frozen Corn","No Promotion","Food","1","No Media","0","0","0"
"Big Time Frozen Corn","Bag Stuffers","Food","1","Daily Paper Radio","1","4","12662"
"Big Time Frozen Corn","Big Promo","Food","1","Sunday Paper Radio","1","3","11056"
"Big Time Frozen Corn","Coupon Spectacular","Food","1","Sunday Paper Radio TV","1","4","8411"
"Big Time Frozen Corn","Dimes Off","Food","1","Radio","1","4","11525"
"Big Time Frozen Corn","Dollar Cutters","Food","1","Sunday Paper Radio TV","1","2","13550"
"Big Time Frozen Corn","Go For It","Food","1","Bulk Mail","1","2","8707"
"Big Time Frozen Corn","Go For It","Food","1","Street Handout","1","4","9745"
"Big Time Frozen Corn","Green Light Days","Food","1","Sunday Paper","1","3","9257"
"Big Time Frozen Corn","Money Savers","Food","1","Daily Paper Radio TV","1","4","5545"
"Big Time Frozen Corn","Money Savers","Food","1","TV","1","3","6570"
"Big Time Frozen Corn","Mystery Sale","Food","1","Daily Paper Radio","1","3","6884"
"Big Time Frozen Corn","One Day Sale","Food","1","Bulk Mail","1","3","5094"
"Big Time Frozen Corn","Pick Your Savings","Food","1","Radio","1","2","5649"
"Big Time Frozen Corn","Pick Your Savings","Food","1","Sunday Paper Radio TV","1","4","14138"
"Big Time Frozen Corn","Price Destroyers","Food","1","Daily Paper Radio","1","2","6226"
"Big Time Frozen Corn","Price Savers","Food","1","Daily Paper","1","4","8306"
"Big Time Frozen Corn","Price Smashers","Food","1","Street Handout","1","4","9545"
"Big Time Frozen Corn","Price Winners","Food","1","Daily Paper","1","1","6897"
"Big Time Frozen Corn","Price Winners","Food","1","Sunday Paper Radio","1","1","12251"
"Big Time Frozen Corn","Sale Winners","Food","1","In-Store Coupon","1","2","14735"
"Big Time Frozen Corn","Shelf Clearing Days","Food","1","Daily Paper Radio","1","2","7641"
"Big Time Frozen Corn","Shelf Emptiers","Food","1","Daily Paper Radio","1","3","14782"
"Big Time Frozen Corn","Super Duper Savers","Food","1","Cash Register Handout","1","1","13753"
"Big Time Frozen Corn","Super Duper Savers","Food","1","Street Handout","1","3","5100"
"Big Time Frozen Corn","Tip Top Savings","Food","1","Street Handout","1","3","14258"
"Big Time Frozen Corn","Two Day Sale","Food","1","Radio","1","3","9128"
"Big Time Frozen Corn","Two for One","Food","1","Daily Paper Radio TV","1","3","5752"
"Big Time Frozen Corn","Two for One","Food","1","Product Attachment","1","4","5983"
"Big Time Frozen Corn","Weekend Markdown","Food","1","Daily Paper","1","3","14057"
"Big Time Frozen Corn","Weekend Markdown","Food","1","Street Handout","1","1","11740"
"Big Time Frozen Mushroom Pizza","No Promotion","Food","1","No Media","0","0","0"
"Big Time Frozen Mushroom Pizza","Big Promo","Food","1","Radio","1","3","9852"
"Big Time Frozen Mushroom Pizza","Big Time Savings","Food","1","Radio","1","3","5345"
"Big Time Frozen Mushroom Pizza","Bye Bye Baby","Food","1","Radio","1","4","9058"
"Big Time Frozen Mushroom Pizza","Dollar Cutters","Food","1","Street Handout","1","3","13146"
"Big Time Frozen Mushroom Pizza","Double Down Sale","Food","1","Radio","1","3","5321"
"Big Time Frozen Mushroom Pizza","Free For All","Food","1","Radio","1","3","14090"
"Big Time Frozen Mushroom Pizza","Green Light Days","Food","1","Cash Register Handout","1","3","13919"
"Big Time Frozen Mushroom Pizza","Green Light Days","Food","1","Daily Paper","1","3","7576"
"Big Time Frozen Mushroom Pizza","Green Light Days","Food","1","Sunday Paper","1","3","9257"
"Big Time Frozen Mushroom Pizza","Green Light Special","Food","1","Sunday Paper Radio","1","3","14834"
"Big Time Frozen Mushroom Pizza","I Cant Believe It Sale","Food","1","Bulk Mail","1","2","9938"
"Big Time Frozen Mushroom Pizza","Money Savers","Food","1","Daily Paper Radio TV","1","4","5545"
"Big Time Frozen Mushroom Pizza","Mystery Sale","Food","1","Sunday Paper Radio","1","1","13747"
"Big Time Frozen Mushroom Pizza","One Day Sale","Food","1","Daily Paper Radio TV","1","3","8588"
"Big Time Frozen Mushroom Pizza","One Day Sale","Food","1","TV","1","3","6891"
"Big Time Frozen Mushroom Pizza","Pick Your Savings","Food","1","In-Store Coupon","1","1","8351"
"Big Time Frozen Mushroom Pizza","Price Destroyers","Food","1","Cash Register Handout","1","3","14862"
"Big Time Frozen Mushroom Pizza","Price Destroyers","Food","1","Daily Paper Radio","1","2","6226"
"Big Time Frozen Mushroom Pizza","Price Savers","Food","1","Sunday Paper Radio","1","4","5436"
"Big Time Frozen Mushroom Pizza","Price Savers","Food","1","TV","1","2","7772"
"Big Time Frozen Mushroom Pizza","Price Slashers","Food","1","Sunday Paper Radio TV","1","2","7701"
"Big Time Frozen Mushroom Pizza","Price Slashers","Food","1","Sunday Paper Radio TV","1","3","5411"
"Big Time Frozen Mushroom Pizza","Price Smashers","Food","1","Daily Paper Radio","1","1","10802"
"Big Time Frozen Mushroom Pizza","Sales Days","Food","1","Bulk Mail","1","3","11674"
"Big Time Frozen Mushroom Pizza","Sales Days","Food","1","Daily Paper Radio TV","1","3","11640"
"Big Time Frozen Mushroom Pizza","Save-It Sale","Food","1","Daily Paper","1","4","8179"
"Big Time Frozen Mushroom Pizza","Savings Galore","Food","1","Product Attachment","1","3","10519"
"Big Time Frozen Mushroom Pizza","Shelf Emptiers","Food","1","In-Store Coupon","1","1","8773"
"Big Time Frozen Mushroom Pizza","Super Savers","Food","1","Street Handout","1","4","14454"
"Big Time Frozen Mushroom Pizza","Three for One","Food","1","Sunday Paper Radio","1","3","13162"
"Big Time Frozen Mushroom Pizza","Tip Top Savings","Food","1","Street Handout","1","3","14258"
"Big Time Frozen Mushroom Pizza","Two Day Sale","Food","1","Radio","1","3","9128"
"Big Time Frozen Mushroom Pizza","Two for One","Food","1","Product Attachment","1","2","10620"
"Big Time Frozen Mushroom Pizza","Weekend Markdown","Food","1","Daily Paper Radio","1","3","6963"
"Big Time Frozen Pancakes","No Promotion","Food","1","No Media","0","0","0"
"Big Time Frozen Pancakes","Big Promo","Food","1","Sunday Paper Radio","1","3","11056"
"Big Time Frozen Pancakes","Big Time Discounts","Food","1","In-Store Coupon","1","2","14560"
"Big Time Frozen Pancakes","Big Time Savings","Food","1","In-Store Coupon","1","3","13580"
"Big Time Frozen Pancakes","Bye Bye Baby","Food","1","Daily Paper Radio TV","1","3","5816"
"Big Time Frozen Pancakes","Double Down Sale","Food","1","TV","1","3","9574"
"Big Time Frozen Pancakes","Free For All","Food","1","In-Store Coupon","1","2","10906"
"Big Time Frozen Pancakes","Go For It","Food","1","Bulk Mail","1","2","8707"
"Big Time Frozen Pancakes","Go For It","Food","1","Radio","1","4","13717"
"Big Time Frozen Pancakes","Green Light Special","Food","1","Sunday Paper Radio","1","3","14834"
"Big Time Frozen Pancakes","High Roller Savings","Food","1","Daily Paper Radio","1","1","8416"
"Big Time Frozen Pancakes","I Cant Believe It Sale","Food","1","Daily Paper Radio TV","1","1","10247"
"Big Time Frozen Pancakes","Money Savers","Food","1","Sunday Paper Radio TV","1","2","8261"
"Big Time Frozen Pancakes","One Day Sale","Food","1","Daily Paper Radio TV","1","3","8588"
"Big Time Frozen Pancakes","Price Destroyers","Food","1","Bulk Mail","1","4","9618"
"Big Time Frozen Pancakes","Price Destroyers","Food","1","Sunday Paper Radio","1","3","13925"
"Big Time Frozen Pancakes","Price Slashers","Food","1","Sunday Paper Radio TV","1","2","7724"
"Big Time Frozen Pancakes","Sale Winners","Food","1","In-Store Coupon","1","3","13829"
"Big Time Frozen Pancakes","Save-It Sale","Food","1","Daily Paper","1","1","7374"
"Big Time Frozen Pancakes","Three for One","Food","1","In-Store Coupon","1","4","12548"
"Big Time Frozen Pancakes","Two Day Sale","Food","1","Daily Paper Radio","1","4","14053"
"Big Time Frozen Pancakes","Two Day Sale","Food","1","Radio","1","1","9479"
"Big Time Frozen Pancakes","Two Day Sale","Food","1","Radio","1","3","9128"
"Big Time Frozen Pancakes","Two for One","Food","1","Cash Register Handout","1","4","12363"
"Big Time Frozen Pancakes","Two for One","Food","1","Daily Paper","1","3","6897"
"Big Time Frozen Pancakes","Two for One","Food","1","Daily Paper Radio TV","1","3","5752"
"Big Time Frozen Pancakes","Unbeatable Price Savers","Food","1","Bulk Mail","1","3","6678"
"Big Time Frozen Pancakes","Weekend Markdown","Food","1","Daily Paper","1","3","14057"
"Big Time Frozen Pancakes","Weekend Markdown","Food","1","Daily Paper Radio","1","3","6963"
"Big Time Frozen Peas","No Promotion","Food","0","No Media","0","0","0"
"Big Time Frozen Peas","Bag Stuffers","Food","0","Daily Paper","1","3","7032"
"Big Time Frozen Peas","Big Promo","Food","0","Sunday Paper Radio TV","1","3","11704"
"Big Time Frozen Peas","Big Time Discounts","Food","0","In-Store Coupon","1","2","14560"
"Big Time Frozen Peas","Big Time Savings","Food","0","Radio","1","3","5345"
"Big Time Frozen Peas","Bye Bye Baby","Food","0","Daily Paper Radio TV","1","3","5816"
"Big Time Frozen Peas","Bye Bye Baby","Food","0","Sunday Paper","1","1","13818"
"Big Time Frozen Peas","Coupon Spectacular","Food","0","In-Store Coupon","1","3","12583"
"Big Time Frozen Peas","Coupon Spectacular","Food","0","TV","1","2","5147"
"Big Time Frozen Peas","Dollar Cutters","Food","0","Radio","1","3","10441"
"Big Time Frozen Peas","Double Down Sale","Food","0","Sunday Paper","1","1","11518"
"Big Time Frozen Peas","Go For It","Food","0","Bulk Mail","1","2","8707"
"Big Time Frozen Peas","Go For It","Food","0","Product Attachment","1","4","6637"
"Big Time Frozen Peas","Go For It","Food","0","Sunday Paper Radio","1","2","7765"
"Big Time Frozen Peas","Green Light Days","Food","0","Daily Paper","1","3","7576"
"Big Time Frozen Peas","High Roller Savings","Food","0","Daily Paper Radio","1","1","8416"
"Big Time Frozen Peas","I Cant Believe It Sale","Food","0","Product Attachment","1","4","6947"
"Big Time Frozen Peas","Money Savers","Food","0","Daily Paper Radio TV","1","4","5545"
"Big Time Frozen Peas","Money Savers","Food","0","Sunday Paper","1","1","10720"
"Big Time Frozen Peas","One Day Sale","Food","0","Street Handout","1","2","14672"
"Big Time Frozen Peas","Pick Your Savings","Food","0","Sunday Paper Radio TV","1","4","14138"
"Big Time Frozen Peas","Price Savers","Food","0","Daily Paper","1","4","8306"
"Big Time Frozen Peas","Price Slashers","Food","0","Sunday Paper Radio TV","1","3","5411"
"Big Time Frozen Peas","Price Smashers","Food","0","Street Handout","1","4","9545"
"Big Time Frozen Peas","Price Smashers","Food","0","Street Handout","1","3","9160"
"Big Time Frozen Peas","Price Winners","Food","0","Sunday Paper Radio","1","1","12251"
"Big Time Frozen Peas","Price Winners","Food","0","Sunday Paper Radio TV","1","4","14718"
"Big Time Frozen Peas","Sale Winners","Food","0","In-Store Coupon","1","1","9938"
"Big Time Frozen Peas","Sale Winners","Food","0","In-Store Coupon","1","2","14735"
"Big Time Frozen Peas","Saving Days","Food","0","Street Handout","1","3","6731"
"Big Time Frozen Peas","Shelf Clearing Days","Food","0","Sunday Paper","1","3","10610"
"Big Time Frozen Peas","Super Duper Savers","Food","0","Daily Paper Radio","1","3","11049.5"
"Big Time Frozen Peas","Super Savers","Food","0","Daily Paper Radio","1","2","10161"
"Big Time Frozen Peas","Two Day Sale","Food","0","Radio","1","3","9128"
"Big Time Frozen Peas","Two for One","Food","0","Product Attachment","1","2","10620"
"Big Time Frozen Peas","Weekend Markdown","Food","0","In-Store Coupon","1","1","7305"
"Big Time Frozen Pepperoni Pizza","No Promotion","Food","1","No Media","0","0","0"
"Big Time Frozen Pepperoni Pizza","Best Savings","Food","1","Product Attachment","1","1","12512"
"Big Time Frozen Pepperoni Pizza","Big Time Savings","Food","1","In-Store Coupon","1","3","13580"
"Big Time Frozen Pepperoni Pizza","Bye Bye Baby","Food","1","Daily Paper Radio TV","1","3","5816"
"Big Time Frozen Pepperoni Pizza","Bye Bye Baby","Food","1","Sunday Paper","1","1","13818"
"Big Time Frozen Pepperoni Pizza","Coupon Spectacular","Food","1","In-Store Coupon","1","3","12583"
"Big Time Frozen Pepperoni Pizza","Dollar Cutters","Food","1","Radio","1","3","10441"
"Big Time Frozen Pepperoni Pizza","Fantastic Discounts","Food","1","Radio","1","2","13746"
"Big Time Frozen Pepperoni Pizza","Green Light Days","Food","1","Sunday Paper","1","3","9257"
"Big Time Frozen Pepperoni Pizza","High Roller Savings","Food","1","Product Attachment","1","1","12193"
"Big Time Frozen Pepperoni Pizza","I Cant Believe It Sale","Food","1","Product Attachment","1","4","6947"
"Big Time Frozen Pepperoni Pizza","Money Savers","Food","1","Sunday Paper","1","1","10720"
"Big Time Frozen Pepperoni Pizza","Money Savers","Food","1","TV","1","3","6570"
"Big Time Frozen Pepperoni Pizza","Price Destroyers","Food","1","Cash Register Handout","1","3","14862"
"Big Time Frozen Pepperoni Pizza","Price Savers","Food","1","Sunday Paper Radio","1","4","5436"
"Big Time Frozen Pepperoni Pizza","Price Savers","Food","1","TV","1","2","7772"
"Big Time Frozen Pepperoni Pizza","Price Winners","Food","1","Daily Paper","1","1","6897"
"Big Time Frozen Pepperoni Pizza","Price Winners","Food","1","In-Store Coupon","1","4","9463"
"Big Time Frozen Pepperoni Pizza","Sales Days","Food","1","Street Handout","1","2","14814"
"Big Time Frozen Pepperoni Pizza","Shelf Clearing Days","Food","1","Sunday Paper","1","3","9881"
"Big Time Frozen Pepperoni Pizza","Super Duper Savers","Food","1","Daily Paper Radio","1","3","13323"
"Big Time Frozen Pepperoni Pizza","Super Duper Savers","Food","1","Sunday Paper","1","3","6965"
"Big Time Frozen Pepperoni Pizza","Super Savers","Food","1","Street Handout","1","4","14454"
"Big Time Frozen Pepperoni Pizza","Three for One","Food","1","In-Store Coupon","1","4","12548"
"Big Time Frozen Pepperoni Pizza","Three for One","Food","1","Sunday Paper Radio","1","3","13162"
"Big Time Frozen Pepperoni Pizza","Tip Top Savings","Food","1","Street Handout","1","3","14258"
"Big Time Frozen Pepperoni Pizza","Two Day Sale","Food","1","Radio","1","1","9479"
"Big Time Frozen Pepperoni Pizza","Wallet Savers","Food","1","Daily Paper Radio TV","1","3","5313"
"Big Time Frozen Pepperoni Pizza","Weekend Markdown","Food","1","Daily Paper","1","3","14057"
"Big Time Frozen Pepperoni Pizza","Weekend Markdown","Food","1","Sunday Paper","1","4","13360"
"Big Time Frozen Sausage Pizza","No Promotion","Food","1","No Media","0","0","0"
"Big Time Frozen Sausage Pizza","Bag Stuffers","Food","1","Daily Paper","1","3","7032"
"Big Time Frozen Sausage Pizza","Big Time Discounts","Food","1","Daily Paper","1","4","9598"
"Big Time Frozen Sausage Pizza","Dollar Cutters","Food","1","Radio","1","3","10441"
"Big Time Frozen Sausage Pizza","Dollar Cutters","Food","1","Sunday Paper Radio TV","1","2","13550"
"Big Time Frozen Sausage Pizza","Double Down Sale","Food","1","Radio","1","3","5321"
"Big Time Frozen Sausage Pizza","Double Down Sale","Food","1","Sunday Paper","1","1","11518"
"Big Time Frozen Sausage Pizza","Free For All","Food","1","Daily Paper","1","3","5206"
"Big Time Frozen Sausage Pizza","Free For All","Food","1","Radio","1","3","14090"
"Big Time Frozen Sausage Pizza","Green Light Days","Food","1","Cash Register Handout","1","3","13919"
"Big Time Frozen Sausage Pizza","High Roller Savings","Food","1","Sunday Paper Radio TV","1","2","9555"
"Big Time Frozen Sausage Pizza","Mystery Sale","Food","1","Sunday Paper Radio","1","1","13747"
"Big Time Frozen Sausage Pizza","One Day Sale","Food","1","Daily Paper Radio TV","1","3","8588"
"Big Time Frozen Sausage Pizza","Pick Your Savings","Food","1","In-Store Coupon","1","1","8351"
"Big Time Frozen Sausage Pizza","Price Destroyers","Food","1","Bulk Mail","1","4","9618"
"Big Time Frozen Sausage Pizza","Price Destroyers","Food","1","Street Handout","1","3","6568"
"Big Time Frozen Sausage Pizza","Price Savers","Food","1","Daily Paper","1","4","8306"
"Big Time Frozen Sausage Pizza","Price Slashers","Food","1","Sunday Paper Radio TV","1","3","5411"
"Big Time Frozen Sausage Pizza","Price Smashers","Food","1","Daily Paper Radio","1","1","10802"
"Big Time Frozen Sausage Pizza","Price Smashers","Food","1","Street Handout","1","4","9545"
"Big Time Frozen Sausage Pizza","Price Winners","Food","1","Radio","1","3","9158"
"Big Time Frozen Sausage Pizza","Sale Winners","Food","1","In-Store Coupon","1","1","9938"
"Big Time Frozen Sausage Pizza","Sales Days","Food","1","Street Handout","1","2","14814"
"Big Time Frozen Sausage Pizza","Sales Galore","Food","1","Daily Paper Radio","1","2","6240"
"Big Time Frozen Sausage Pizza","Saving Days","Food","1","Sunday Paper Radio TV","1","1","6711"
"Big Time Frozen Sausage Pizza","Savings Galore","Food","1","Sunday Paper","1","1","13554"
"Big Time Frozen Sausage Pizza","Shelf Clearing Days","Food","1","Sunday Paper","1","3","9881"
"Big Time Frozen Sausage Pizza","Shelf Emptiers","Food","1","In-Store Coupon","1","1","8773"
"Big Time Frozen Sausage Pizza","Super Savers","Food","1","Street Handout","1","4","14454"
"Big Time Frozen Sausage Pizza","Tip Top Savings","Food","1","Daily Paper Radio TV","1","3","8686"
"Big Time Frozen Sausage Pizza","Two Day Sale","Food","1","Daily Paper Radio","1","3","14975"
"Big Time Frozen Sausage Pizza","Two Day Sale","Food","1","Daily Paper Radio TV","1","4","9734"
"Big Time Frozen Sausage Pizza","Two Day Sale","Food","1","Product Attachment","1","4","7688"
"Big Time Frozen Sausage Pizza","Two Day Sale","Food","1","Radio","1","3","9128"
"Big Time Frozen Sausage Pizza","Wallet Savers","Food","1","Daily Paper Radio TV","1","3","5313"
"Big Time Frozen Sausage Pizza","Weekend Markdown","Food","1","Daily Paper","1","3","14057"
"Big Time Frozen Sausage Pizza","Weekend Markdown","Food","1","Daily Paper Radio","1","3","6963"
"Big Time Frozen Sausage Pizza","Weekend Markdown","Food","1","In-Store Coupon","1","1","7305"
"Big Time Frozen Sausage Pizza","You Save Days","Food","1","In-Store Coupon","1","4","9525"
"Big Time Grape Popsicles","No Promotion","Food","1","No Media","0","0","0"
"Big Time Grape Popsicles","Big Promo","Food","1","Sunday Paper Radio TV","1","3","11704"
"Big Time Grape Popsicles","Big Time Discounts","Food","1","In-Store Coupon","1","2","14560"
"Big Time Grape Popsicles","Coupon Spectacular","Food","1","In-Store Coupon","1","3","12583"
"Big Time Grape Popsicles","Dollar Cutters","Food","1","Street Handout","1","3","13146"
"Big Time Grape Popsicles","Dollar Cutters","Food","1","TV","1","3","6618"
"Big Time Grape Popsicles","Double Down Sale","Food","1","TV","1","3","9574"
"Big Time Grape Popsicles","Fantastic Discounts","Food","1","Radio","1","2","13746"
"Big Time Grape Popsicles","Free For All","Food","1","Daily Paper","1","3","5206"
"Big Time Grape Popsicles","Free For All","Food","1","Product Attachment","1","3","14383"
"Big Time Grape Popsicles","Go For It","Food","1","Product Attachment","1","4","6637"
"Big Time Grape Popsicles","High Roller Savings","Food","1","Daily Paper Radio","1","1","8416"
"Big Time Grape Popsicles","Price Cutters","Food","1","Cash Register Handout","1","3","6209"
"Big Time Grape Popsicles","Price Cutters","Food","1","Cash Register Handout","1","4","12277"
"Big Time Grape Popsicles","Price Destroyers","Food","1","Street Handout","1","3","6568"
"Big Time Grape Popsicles","Price Savers","Food","1","Sunday Paper Radio","1","2","8029"
"Big Time Grape Popsicles","Price Slashers","Food","1","Sunday Paper Radio TV","1","2","7701"
"Big Time Grape Popsicles","Price Winners","Food","1","Sunday Paper Radio TV","1","4","14718"
"Big Time Grape Popsicles","Sales Days","Food","1","Bulk Mail","1","3","11674"
"Big Time Grape Popsicles","Save-It Sale","Food","1","Daily Paper","1","4","8179"
"Big Time Grape Popsicles","Saving Days","Food","1","Daily Paper Radio TV","1","4","9065"
"Big Time Grape Popsicles","Saving Days","Food","1","Sunday Paper Radio TV","1","1","6711"
"Big Time Grape Popsicles","Savings Galore","Food","1","In-Store Coupon","1","3","13006"
"Big Time Grape Popsicles","Super Duper Savers","Food","1","Daily Paper Radio","1","3","8776"
"Big Time Grape Popsicles","Three for One","Food","1","Daily Paper","1","2","10909"
"Big Time Grape Popsicles","Tip Top Savings","Food","1","Daily Paper Radio","1","3","7959"
"Big Time Grape Popsicles","Two Day Sale","Food","1","Sunday Paper Radio TV","1","3","9311"
"Big Time Grape Popsicles","Wallet Savers","Food","1","TV","1","4","6212"
"Big Time Grape Popsicles","Weekend Markdown","Food","1","Daily Paper","1","3","14057"
"Big Time Grape Popsicles","Weekend Markdown","Food","1","Daily Paper Radio","1","3","6963"
"Big Time Home Style French Fries","No Promotion","Food","1","No Media","0","0","0"
"Big Time Home Style French Fries","Bye Bye Baby","Food","1","Sunday Paper","1","3","14139"
"Big Time Home Style French Fries","Dimes Off","Food","1","In-Store Coupon","1","2","9077"
"Big Time Home Style French Fries","Dimes Off","Food","1","Radio","1","4","11525"
"Big Time Home Style French Fries","Double Down Sale","Food","1","TV","1","3","9574"
"Big Time Home Style French Fries","Free For All","Food","1","Daily Paper","1","3","5206"
"Big Time Home Style French Fries","Go For It","Food","1","Bulk Mail","1","2","8707"
"Big Time Home Style French Fries","Go For It","Food","1","Radio","1","4","13717"
"Big Time Home Style French Fries","Go For It","Food","1","Street Handout","1","4","9745"
"Big Time Home Style French Fries","Go For It","Food","1","Sunday Paper Radio","1","2","7765"
"Big Time Home Style French Fries","High Roller Savings","Food","1","Daily Paper Radio","1","1","8416"
"Big Time Home Style French Fries","Money Savers","Food","1","Sunday Paper","1","1","10720"
"Big Time Home Style French Fries","Money Savers","Food","1","TV","1","3","6570"
"Big Time Home Style French Fries","One Day Sale","Food","1","Daily Paper Radio TV","1","3","8588"
"Big Time Home Style French Fries","Price Winners","Food","1","Daily Paper","1","1","6897"
"Big Time Home Style French Fries","Price Winners","Food","1","Daily Paper","1","3","10827"
"Big Time Home Style French Fries","Sale Winners","Food","1","Product Attachment","1","2","13770"
"Big Time Home Style French Fries","Save-It Sale","Food","1","Radio","1","4","7544"
"Big Time Home Style French Fries","Saving Days","Food","1","Daily Paper Radio TV","1","4","9065"
"Big Time Home Style French Fries","Shelf Emptiers","Food","1","Daily Paper Radio","1","3","14782"
"Big Time Home Style French Fries","Super Savers","Food","1","Street Handout","1","4","14431"
"Big Time Home Style French Fries","Weekend Markdown","Food","1","Sunday Paper","1","2","11047"
"Big Time Ice Cream","No Promotion","Food","1","No Media","0","0","0"
"Big Time Ice Cream","Bag Stuffers","Food","1","Daily Paper Radio","1","4","12662"
"Big Time Ice Cream","Big Time Discounts","Food","1","Daily Paper","1","4","9598"
"Big Time Ice Cream","Big Time Discounts","Food","1","In-Store Coupon","1","3","12114"
"Big Time Ice Cream","Big Time Savings","Food","1","Radio","1","3","5345"
"Big Time Ice Cream","Bye Bye Baby","Food","1","Radio","1","4","9058"
"Big Time Ice Cream","Coupon Spectacular","Food","1","In-Store Coupon","1","3","12583"
"Big Time Ice Cream","Go For It","Food","1","Bulk Mail","1","2","8707"
"Big Time Ice Cream","Go For It","Food","1","Product Attachment","1","4","6637"
"Big Time Ice Cream","I Cant Believe It Sale","Food","1","Product Attachment","1","4","6947"
"Big Time Ice Cream","Money Savers","Food","1","TV","1","3","6570"
"Big Time Ice Cream","Pick Your Savings","Food","1","In-Store Coupon","1","1","8351"
"Big Time Ice Cream","Price Cutters","Food","1","Cash Register Handout","1","3","6209"
