Placa;Fecha;Distancia Recorrida (Km);Tiempo de Actividad;Velocidad Promedio;Maxima Velocidad;Fuera del rango de velocidad;Frenada Fuerte;Aceleracion Fuerte;Tiempo Ralenti
SST835;1/06/2018;0;0;0;0;0;0;0;0
SST842;1/06/2018;213.54;7.516666667;31.3;68.5;0;0;0;0
SST850;1/06/2018;0;0;0;0;0;0;0;0
SST853;1/06/2018;39.05;9.016666667;16.2;33.3;0;0;0;0
SXU687;1/06/2018;0.37;1.166666667;7.4;7.4;0;0;0;0
SXU799;1/06/2018;217.85;6.75;36.7;59.2;0;0;0;0
SXU801;1/06/2018;36.79;1.716666667;44.2;64.8;0;0;0;0
SXV541;1/06/2018;0;0.05;0;0;0;0;0;0
TFU029;1/06/2018;138.8;9.983333333;43.7;84.6;0;0;0;5.65
TGM572;1/06/2018;0;0;0;0;0;0;0;0
TRL720;1/06/2018;105;4.116666667;38;61.1;0;0;0;0.433333333
TRL815;1/06/2018;157.3;5.3;36.8;62.7;0;0;0;0.15
VJK172;1/06/2018;0;0.083333333;0;0;0;0;0;0.05
VJK173;1/06/2018;0.02;0.1;0;0;0;0;0;0
WDP400;1/06/2018;278.08;7.716666667;40.9;70.3;0;0;0;0
KJB482;2/06/2018;0.28;0.15;7.4;7.4;0;0;0;0
KJB485;2/06/2018;330.27;6.5;53.6;112.9;20;0;0;0
SMK784;2/06/2018;14.7;3.716666667;24;53.2;0;0;0;0
SSP988;2/06/2018;16;1.466666667;32;63.9;0;0;0;0
SSQ034;2/06/2018;186.1;6.4;38.6;61.8;0;0;0;0.016666667
SSQ086;2/06/2018;334.1;8.933333333;56.8;76.4;0;0;0;0.15
SSQ089;2/06/2018;489.15;16.1;39.2;75.9;0;0;0;0
SSQ216;2/06/2018;1;1.633333333;11.4;34.5;0;0;0;0.816666667
SSQ233;2/06/2018;53.8;1.5;46.4;65.1;0;0;0;0
SSQ269;2/06/2018;186.9;10.48333333;34.5;82.5;1;0;0;0
SSQ504;2/06/2018;14.5;2.516666667;16.2;39.8;0;0;0;0.1
SSQ505;2/06/2018;0;0;0;0;0;0;0;0
SSQ517;2/06/2018;58.4;6.883333333;25.8;56.4;0;0;0;0
SSQ518;2/06/2018;47.2;9.033333333;24;57.4;0;0;0;0.033333333
SSQ520;2/06/2018;107.5;3.366666667;39.5;64.8;0;0;0;0.033333333
SST787;2/06/2018;0;0;0;0;0;0;0;0
SST794;2/06/2018;0;0;0;0;0;0;0;0
SST799;2/06/2018;0;0;0;0;0;0;0;0
SST806;2/06/2018;0;0;0;0;0;0;0;0
SST812;2/06/2018;184;7.016666667;38.8;73.6;0;0;0;0
SST847;2/06/2018;103.85;3.15;39.9;74;0;0;0;0
SST848;2/06/2018;0;0;0;0;0;0;0;0
SST852;2/06/2018;151.4;6.466666667;37.5;81.3;1;1;0;0
SST856;2/06/2018;10.8;1.866666667;21.1;46.4;0;0;0;0.65
SXU686;2/06/2018;233.2;9.366666667;40;66.2;0;0;0;0.45
SXU997;2/06/2018;58.9;6.183333333;31.9;65.3;0;0;0;0.166666667
SZV599;2/06/2018;5;0.366666667;27.8;50;0;0;0;0
SZV601;2/06/2018;6.2;0.516666667;25.1;52.7;0;0;0;0
TUL304;2/06/2018;335.4;8.233333333;43.3;58.3;0;0;0;0
TUL498;2/06/2018;0;0;0;0;0;0;0;0
TUL659;2/06/2018;0;0;0;0;0;0;0;0
WCT672;2/06/2018;458.1;8.883333333;60.4;84.6;1;0;0;0
WEO953;2/06/2018;74.8;5.15;27.7;73.3;0;0;0;0.016666667
XIE470;2/06/2018;147.1;6.45;25.7;69.1;0;0;0;0
XIE691;2/06/2018;356.2;12.05;33.7;64.8;0;0;0;0
XIE692;2/06/2018;102;2.866666667;57.1;67.5;0;0;0;0.433333333
XIE694;2/06/2018;354.4;11.76666667;36.1;68.3;0;0;0;0
XJA060;2/06/2018;0.1;0.166666667;0;0;0;0;0;0
XIE683;2/06/2018;27.03;3.566666667;16.1;33.3;0;0;0;0
TUL658;2/06/2018;276.64;8.616666667;36.1;72.2;0;0;0;0
T2376;2/06/2018;0;1.45;0;0;0;0;0;0
T2124;2/06/2018;0;0;25.6;40.1;0;0;0;0
MI036046;2/06/2018;0;8.95;0;0;0;0;0;8.466666667
A63003243;2/06/2018;0;0.866666667;0;0;0;0;0;0.816666667
A52506011;2/06/2018;0;0;0;0;0;0;0;0
MI036047;2/06/2018;0;0;0;0;0;0;0;0
6YG00735;2/06/2018;0;0;0;0;0;0;0;0
K8614;2/06/2018;1.9;1.55;10.3;22.2;0;0;0;0.483333333
KUM812;2/06/2018;0;0;0;0;0;0;0;0
KJB448;2/06/2018;43.77;2.816666667;25.3;79.5;0;0;0;0
SMK745;2/06/2018;99.94;3.433333333;40.5;59.2;0;0;0;0
SMK871;2/06/2018;0.31;0.333333333;0;0;0;0;0;0
SON561;2/06/2018;230.3;8.916666667;40.9;66;0;0;0;0.933333333
SSP973;2/06/2018;146.05;6.183333333;38.6;75.9;0;0;0;0
SSP974;2/06/2018;0;0;0;0;0;0;0;0
SSP990;2/06/2018;273.83;8.6;42.1;72.2;0;0;0;0
SSP992;2/06/2018;320;11.61666667;38.3;72.2;0;0;0;0
SSP993;2/06/2018;51.82;1.4;44.8;72.2;0;0;0;0
SSP995;2/06/2018;0.6;0.383333333;11.4;14.8;0;0;0;0
SSQ000;2/06/2018;176.93;8.883333333;36.6;68.5;0;0;0;0
SSQ005;2/06/2018;98.57;2.5;47.4;70.3;0;0;0;0
SSQ008;2/06/2018;122.5;4.1;38.7;66.6;0;0;0;0
SSQ010;2/06/2018;297.96;6.783333333;49;68.5;0;0;0;0
SSQ014;2/06/2018;100.9;5.183333333;37.4;62.9;0;0;0;0
SSQ015;2/06/2018;192.74;5.633333333;40.1;64.8;0;0;0;0
SSQ017;2/06/2018;258.74;13.28333333;21.3;61.1;0;0;0;0
SSQ018;2/06/2018;60.37;2.3;37.2;59.2;0;0;0;0
SSQ031;2/06/2018;323.76;14.23333333;32;70.3;0;0;0;0
SSQ032;2/06/2018;0;0;0;0;0;0;0;0
SSQ091;2/06/2018;117.05;3.7;41.7;62.9;0;0;0;0
SSQ093;2/06/2018;0;0;0;0;0;0;0;0
SSQ126;2/06/2018;55.33;4.433333333;25.8;72.2;0;0;0;0
SSQ129;2/06/2018;0;0;0;0;0;0;0;0
SSQ130;2/06/2018;320.79;9.733333333;38.3;74;0;0;0;0
SSQ131;2/06/2018;37.58;2.7;39.2;74;0;0;0;0
SSQ132;2/06/2018;29.5;1.883333333;36.4;64.8;0;0;0;0
SSQ133;2/06/2018;160.82;3.633333333;52.7;68.5;0;0;0;0
SSQ135;2/06/2018;180.15;5.366666667;44.9;66.6;0;0;0;0
SSQ137;2/06/2018;0;0;0;0;0;0;0;0
SSQ138;2/06/2018;0;0;0;0;0;0;0;0
SSQ139;2/06/2018;265.27;15.81666667;20.6;64.8;0;0;0;0
SSQ154;2/06/2018;93.47;3.966666667;34.9;70.3;0;0;0;0
SSQ155;2/06/2018;138.82;3.916666667;43.3;62.9;0;0;0;0
SSQ157;2/06/2018;22.14;2.05;17;35.1;0;0;0;0
SSQ158;2/06/2018;181.23;8.966666667;28.8;64.8;0;0;0;0
SSQ164;2/06/2018;190.74;6.55;41.9;66.6;0;0;0;0
SSQ165;2/06/2018;0.04;0.5;0;0;0;0;0;0
SSQ182;2/06/2018;190.62;6.083333333;40.6;64.8;0;0;0;0
SSQ183;2/06/2018;38.5;3.066666667;40.6;65;0;0;0;0.65
SSQ184;2/06/2018;0;0;0;0;0;0;0;0
SSQ185;2/06/2018;0;0;0;0;0;0;0;0
SSQ187;2/06/2018;133.5;4.366666667;43.9;69.1;0;0;0;0
SSQ215;2/06/2018;0;2.316666667;0;0;0;0;0;0
SSQ217;2/06/2018;0;0;0;0;0;0;0;0
SSQ218;2/06/2018;95.43;2.533333333;48;72.2;0;0;0;0
SSQ219;2/06/2018;0;0;0;0;0;0;0;0
SSQ220;2/06/2018;170.4;5.083333333;40.9;66.5;0;0;0;0
SSQ221;2/06/2018;137.26;5.7;35.6;68.5;0;0;0;0
SSQ223;2/06/2018;203.93;7.4;35.7;62.9;0;0;0;0
SSQ225;2/06/2018;0.08;1.183333333;0;0;0;0;0;0
SSQ227;2/06/2018;138.9;3.95;43.3;62.9;0;0;0;0
SSQ228;2/06/2018;118.56;9.433333333;15.2;33.3;0;0;0;0
SSQ234;2/06/2018;115.69;3.383333333;46.9;72.2;0;0;0;0
SSQ270;2/06/2018;142.22;5.666666667;48.3;64.8;0;0;0;0
SSQ271;2/06/2018;86.49;3.4;39.4;70.3;0;0;0;0
SSQ274;2/06/2018;0.49;0.25;0;0;0;0;0;0
SSQ275;2/06/2018;139.7;4.65;40.1;60.9;0;0;0;0
SSQ278;2/06/2018;158.7;7.666666667;24.6;64.3;0;0;0;0
SSQ295;2/06/2018;132.11;4.733333333;39.1;64.8;0;0;0;0
SSQ298;2/06/2018;0.69;0.316666667;6.5;7.4;0;0;0;0
SSQ335;2/06/2018;24.74;1.7;26.5;46.2;0;0;0;0
SSQ516;2/06/2018;96.74;6.633333333;26.8;57.4;0;0;0;0
SSQ519;2/06/2018;365.8;13.45;35.6;65.7;0;0;0;2.55
SST784;2/06/2018;0;0;0;0;0;0;0;0
SST788;2/06/2018;0.2;0.65;5.8;5.8;0;0;0;0.15
SST789;2/06/2018;4.81;0.75;20.8;31.5;0;0;0;0
SST793;2/06/2018;0;0;0;0;0;0;0;0
SST798;2/06/2018;0;0;0;0;0;0;0;0
SST804;2/06/2018;0;0;0;0;0;0;0;0
SST808;2/06/2018;0;0;0;0;0;0;0;0
SST810;2/06/2018;0;0;0;0;0;0;0;0
SST835;2/06/2018;0;0;0;0;0;0;0;0
SST842;2/06/2018;135.03;2.866666667;56.5;70.3;0;0;0;0
SST850;2/06/2018;37.15;0.85;48.7;66.6;0;0;0;0
SST853;2/06/2018;372.22;11.16666667;39.4;68.5;0;0;0;0
SXU687;2/06/2018;0;0;0;0;0;0;0;0
SXU799;2/06/2018;168.64;4.5;47.4;75.9;0;0;0;0
SXU801;2/06/2018;280.58;12.3;26.2;64.8;0;0;0;0
SXV541;2/06/2018;0;0;0;0;0;0;0;0
TFU029;2/06/2018;193.5;7.133333333;42.6;73.7;0;0;0;1.683333333
TGM572;2/06/2018;0;0;0;0;0;0;0;0
TRL720;2/06/2018;337.5;6.8;52.2;68.9;0;0;0;0
TRL815;2/06/2018;0;0;0;0;0;0;0;0
VJK172;2/06/2018;6.1;1.133333333;22.3;42.9;0;0;0;0.033333333
VJK173;2/06/2018;0;0;0;0;0;0;0;0
WDP400;2/06/2018;440.55;10.83333333;50.7;75.9;0;0;0;0
KJB482;3/06/2018;0;0;0;0;0;0;0;0
KJB485;3/06/2018;0;0;0;0;0;0;0;0
SMK784;3/06/2018;420.6;13;36.6;74.2;0;0;0;0.05
SSP988;3/06/2018;0;0;0;0;0;0;0;0
SSQ034;3/06/2018;0;0;0;0;0;0;0;0
SSQ086;3/06/2018;234.6;7.283333333;51.2;72.4;0;0;0;0.083333333
SSQ089;3/06/2018;59.21;4.7;33.4;72.2;0;0;0;0
SSQ216;3/06/2018;296.9;12.63333333;47.6;71.4;0;0;0;5.916666667
SSQ233;3/06/2018;102.8;3.383333333;37.8;57.9;0;0;0;0
SSQ269;3/06/2018;65.1;14.63333333;20.8;62.3;0;0;0;0
SSQ504;3/06/2018;421.1;8.433333333;41.7;74.3;0;0;0;0.05
SSQ505;3/06/2018;0;0;0;0;0;0;0;0
SSQ517;3/06/2018;419.7;12.71666667;41;72.2;0;0;0;0
SSQ518;3/06/2018;305.4;13.45;45.6;64.5;0;0;0;13.98333333
SSQ520;3/06/2018;0;0;0;0;0;0;0;0
SST787;3/06/2018;0;0;0;0;0;0;0;0
SST794;3/06/2018;0;0;0;0;0;0;0;0
SST799;3/06/2018;0;0;0;0;0;0;0;0
SST806;3/06/2018;0;0;0;0;0;0;0;0
SST812;3/06/2018;0.5;0.716666667;6.1;7.3;0;0;0;0.15
SST847;3/06/2018;0;0;0;0;0;0;0;0
SST848;3/06/2018;0;0;0;0;0;0;0;0
SST852;3/06/2018;28.7;9.366666667;22.4;52.5;0;0;0;0
SST856;3/06/2018;102.2;4.333333333;27.8;62.4;0;0;0;0
SXU686;3/06/2018;276.2;12.41666667;33.5;63.8;0;0;0;0.766666667
SXU997;3/06/2018;0.3;0.2;14;14;0;0;0;0
SZV599;3/06/2018;0;0;0;0;0;0;0;0
SZV601;3/06/2018;0;0;0;0;0;0;0;0
TUL304;3/06/2018;42.5;3.766666667;28.4;54.6;0;0;0;0.033333333
TUL498;3/06/2018;0;0;0;0;0;0;0;0
TUL659;3/06/2018;0;0;0;0;0;0;0;0
WCT672;3/06/2018;298.1;8.233333333;43.1;71.5;0;0;0;0.05
WEO953;3/06/2018;118.9;5.866666667;31.7;69.9;0;0;0;0
XIE470;3/06/2018;0;0;0;0;0;0;0;0
XIE691;3/06/2018;151.9;4.7;37.2;62.8;0;0;0;0
XIE692;3/06/2018;0;0;0;0;0;0;0;0
XIE694;3/06/2018;151.5;4.6;39.8;65.5;0;0;0;0
XJA060;3/06/2018;0;0;0;0;0;0;0;0
XIE683;3/06/2018;0;0;0;0;0;0;0;0
TUL658;3/06/2018;454.41;9.883333333;53.6;77.7;0;0;0;0
T2376;3/06/2018;0;0;0;0;0;0;0;0
T2124;3/06/2018;0;0;27.1;44.9;0;0;0;0
MI036046;3/06/2018;0;7.916666667;0;0;0;0;0;7.4
A63003243;3/06/2018;0;0.866666667;0;0;0;0;0;0.8
A52506011;3/06/2018;0;0;0;0;0;0;0;0
MI036047;3/06/2018;0;0;0;0;0;0;0;0
6YG00735;3/06/2018;0;0;0;0;0;0;0;0
K8614;3/06/2018;14;0.116666667;7.6;13.5;0;0;0;0.066666667
KUM812;3/06/2018;0;0;0;0;0;0;0;0
KJB448;3/06/2018;55.26;8.516666667;33.2;99.9;0;0;0;0
SMK745;3/06/2018;91.12;2.116666667;50.7;66.6;0;0;0;0
SMK871;3/06/2018;223.87;4.433333333;56.3;75.9;0;0;0;0
SON561;3/06/2018;12.8;1.866666667;21.3;46.6;0;0;0;0
SSP973;3/06/2018;93.22;3.016666667;43.7;72.2;0;0;0;0
SSP974;3/06/2018;0;0;0;0;0;0;0;0
SSP990;3/06/2018;276.62;8.75;39.7;74;0;0;0;0
SSP992;3/06/2018;0;0.116666667;0;0;0;0;0;0
SSP993;3/06/2018;0;0;0;0;0;0;0;0
SSP995;3/06/2018;206.26;6.783333333;42.9;74;0;0;0;0
SSQ000;3/06/2018;188.28;7.116666667;37.3;68.5;0;0;0;0
SSQ005;3/06/2018;5.29;1.983333333;14.9;35.1;0;0;0;0
SSQ008;3/06/2018;139.11;4.716666667;35.2;57.4;0;0;0;0
SSQ010;3/06/2018;226.06;10.66666667;24;53.7;0;0;0;0
SSQ014;3/06/2018;74.3;5.216666667;31.1;66.6;0;0;0;0
SSQ015;3/06/2018;20.16;1.683333333;40.4;62.9;0;0;0;0
SSQ017;3/06/2018;127.4;7.55;20.6;42.6;0;0;0;0
SSQ018;3/06/2018;0;0;0;0;0;0;0;0
SSQ031;3/06/2018;242.82;13.06666667;41.7;75.9;0;0;0;0
SSQ032;3/06/2018;0;0;0;0;0;0;0;0
SSQ091;3/06/2018;53.22;2.05;37.7;62.9;0;0;0;0
SSQ093;3/06/2018;0;0;0;0;0;0;0;0
SSQ126;3/06/2018;30.06;1.733333333;36.8;70.3;0;0;0;0
SSQ129;3/06/2018;0;0;0;0;0;0;0;0
SSQ130;3/06/2018;0;0.35;0;0;0;0;0;0
SSQ131;3/06/2018;0;0.516666667;0;0;0;0;0;0
SSQ132;3/06/2018;75.31;1.766666667;46.8;66.6;0;0;0;0
SSQ133;3/06/2018;168.24;9.366666667;21.4;57.4;0;0;0;0
SSQ135;3/06/2018;139.8;8.483333333;22.9;66.6;0;0;0;0
SSQ137;3/06/2018;0;0;0;0;0;0;0;0
SSQ138;3/06/2018;0;0;0;0;0;0;0;0
SSQ139;3/06/2018;201.02;7.266666667;41.3;66.6;0;0;0;0
SSQ154;3/06/2018;0;0;0;0;0;0;0;0
SSQ155;3/06/2018;110.21;4.333333333;48.4;75.9;0;0;0;0
SSQ157;3/06/2018;155.85;6.266666667;35.2;62.9;0;0;0;0
SSQ158;3/06/2018;27.97;3.666666667;17.8;31.5;0;0;0;0
SSQ164;3/06/2018;15.9;1.6;40.2;66.6;0;0;0;0
SSQ165;3/06/2018;0;0;0;0;0;0;0;0
SSQ182;3/06/2018;2.92;5.25;17.2;48.1;0;0;0;0
SSQ183;3/06/2018;188.7;5.033333333;47.1;75.1;0;0;0;0.1
SSQ184;3/06/2018;0;0;0;0;0;0;0;0
SSQ185;3/06/2018;0;0;0;0;0;0;0;0
SSQ187;3/06/2018;46.4;1.95;42.9;62.6;0;0;0;0
SSQ215;3/06/2018;0;3.966666667;0;0;0;0;0;0
SSQ217;3/06/2018;0;0;0;0;0;0;0;0
SSQ218;3/06/2018;123.01;3.8;39.1;62.9;0;0;0;0
SSQ219;3/06/2018;243.18;7.783333333;43.3;87;1;0;0;0
SSQ220;3/06/2018;0;0.133333333;0;0;0;0;0;0.266666667
SSQ221;3/06/2018;490.8;14.71666667;36.3;64.8;0;0;0;0
SSQ223;3/06/2018;47.71;2.716666667;39.8;64.8;0;0;0;0
SSQ225;3/06/2018;0;0;0;0;0;0;0;0
SSQ227;3/06/2018;99.62;2.816666667;48;70.3;0;0;0;0
SSQ228;3/06/2018;48.01;3.35;22.1;38.9;0;0;0;0
SSQ234;3/06/2018;41.26;1.45;36.5;57.4;0;0;0;0
SSQ270;3/06/2018;201.83;9.316666667;24;53.7;0;0;0;0
SSQ271;3/06/2018;214.7;7.416666667;40.4;62.9;0;0;0;0
SSQ274;3/06/2018;0;0;0;0;0;0;0;0
SSQ275;3/06/2018;106;3.65;42.7;72.2;0;0;0;0.016666667
SSQ278;3/06/2018;0.2;0.516666667;6.6;8.5;0;0;0;0
SSQ295;3/06/2018;0;0.016666667;0;0;0;0;0;0
SSQ298;3/06/2018;2.11;0.8;14.3;31.5;0;0;0;0
SSQ335;3/06/2018;125.27;5.283333333;38.4;62.9;0;0;0;0
SSQ516;3/06/2018;210.61;7.183333333;42;62.9;0;0;0;0
SSQ519;3/06/2018;130.9;4.733333333;35.4;59.9;0;0;0;0.65
SST784;3/06/2018;0;0;0;0;0;0;0;0
SST788;3/06/2018;0;0;0;0;0;0;0;0
SST789;3/06/2018;160.64;7.816666667;38.7;62.9;0;0;0;0
SST793;3/06/2018;0;0;0;0;0;0;0;0
SST798;3/06/2018;0;0;0;0;0;0;0;0
SST804;3/06/2018;0;0;0;0;0;0;0;0
SST808;3/06/2018;0;0;0;0;0;0;0;0
SST810;3/06/2018;0.5;0.216666667;8.9;16.7;0;0;0;0
SST835;3/06/2018;0;0;0;0;0;0;0;0
SST842;3/06/2018;0;0;0;0;0;0;0;0
SST850;3/06/2018;135.95;6.666666667;26.8;64.8;0;0;0;0
SST853;3/06/2018;0;0;0;0;0;0;0;0
SXU687;3/06/2018;0;0;0;0;0;0;0;0
SXU799;3/06/2018;25.92;1.333333333;28.4;59.2;0;0;0;0
SXU801;3/06/2018;39.59;1.583333333;42.2;62.9;0;0;0;0
SXV541;3/06/2018;0;0;0;0;0;0;0;0
TFU029;3/06/2018;0;1.4;0;0;0;0;0;0.983333333
TGM572;3/06/2018;0;0;0;0;0;0;0;0
TRL720;3/06/2018;398;11.68333333;37.9;65.2;0;0;1;0.383333333
TRL815;3/06/2018;183.7;4.083333333;37.2;67.7;0;0;0;0.15
VJK172;3/06/2018;0;0.133333333;0;0;0;0;0;0.083333333
VJK173;3/06/2018;0;0;0;0;0;0;0;0
WDP400;3/06/2018;108.72;1.983333333;46.9;70.3;0;0;0;0
KJB482;4/06/2018;0;0;0;0;0;0;0;0
KJB485;4/06/2018;0;0;0;0;0;0;0;0
KUM812;4/06/2018;0;0;0;0;0;0;0;0
SMK784;4/06/2018;76.3;3.45;33.9;65.8;0;0;0;0
SSP988;4/06/2018;0;0;0;0;0;0;0;0
SSQ034;4/06/2018;0;0;0;0;0;0;0;0
SSQ086;4/06/2018;62.5;5.383333333;21.9;55.3;0;0;0;0.433333333
SSQ180;4/06/2018;0;0;0;0;0;0;0;0
SSQ216;4/06/2018;0;0;0;0;0;0;0;0
SSQ226;4/06/2018;0;0;0;0;0;0;0;0
SSQ269;4/06/2018;74.5;13.68333333;24.8;71.7;0;0;0;0
SSQ504;4/06/2018;75.7;2.716666667;36.6;52.4;0;0;0;0
SSQ505;4/06/2018;0;0;0;0;0;0;0;0
SSQ517;4/06/2018;76.4;3.083333333;35.4;61.2;0;0;0;0
SSQ518;4/06/2018;136.1;0;17.8;57;0;0;0;15.05
SSQ520;4/06/2018;0;0;0;0;0;0;0;0
SST787;4/06/2018;0;0;0;0;0;0;0;0
SST794;4/06/2018;0;0;0;0;0;0;0;0
SST799;4/06/2018;0;0;0;0;0;0;0;0
SST806;4/06/2018;0;0;0;0;0;0;0;0
SST812;4/06/2018;0;0;0;0;0;0;0;0
SST847;4/06/2018;0.03;0.05;0;0;0;0;0;0
SST848;4/06/2018;0;0;0;0;0;0;0;0
SST852;4/06/2018;99.3;11.93333333;23;69.3;0;0;0;0
SXU686;4/06/2018;0;0;0;0;0;0;0;0
SXU997;4/06/2018;105.9;4.016666667;38;61.1;0;0;0;0.083333333
SZV599;4/06/2018;0;0;0;0;0;0;0;0
SZV601;4/06/2018;172;3.683333333;51.5;65.8;0;0;0;0
TUL304;4/06/2018;88.9;3.216666667;41.4;57.9;0;0;0;0.066666667
TUL498;4/06/2018;0;0;0;0;0;0;0;0
TUL659;4/06/2018;0;0;0;0;0;0;0;0
WCT672;4/06/2018;0;0.016666667;0;0;0;0;0;0
WEO953;4/06/2018;13.3;0.966666667;45.8;69.4;0;0;0;0
XIE470;4/06/2018;0;0;0;0;0;0;0;0
XIE691;4/06/2018;0;0;0;0;0;0;0;0
XIE692;4/06/2018;0;0;0;0;0;0;0;0
XIE694;4/06/2018;0;0;0;0;0;0;0;0
XJA060;4/06/2018;0;0;0;0;0;0;0;0
XJA409;4/06/2018;0;0;0;0;0;0;0;0
SSQ135;4/06/2018;231.7;12.6;22.7;64.8;0;0;0;0
XIE683;4/06/2018;3.2;0.466666667;12.1;25.9;0;0;0;0
SSQ015;4/06/2018;341.44;13.88333333;27.2;64.8;0;0;0;0
SSQ271;4/06/2018;327.12;9.75;38;62.9;0;0;0;0
SSQ130;4/06/2018;181.99;8.566666667;24.5;70.3;0;0;0;0
TUL658;4/06/2018;133.32;4.2;43.8;74;0;0;0;0
T2376;4/06/2018;0;0;0;0;0;0;0;0
SSQ093;4/06/2018;0;0;0;0;0;0;0;0
SSQ225;4/06/2018;0;0;0;0;0;0;0;0
SST808;4/06/2018;0;0;0;0;0;0;0;0
SSQ227;4/06/2018;0;0;0;0;0;0;0;0
TGM572;4/06/2018;0.38;8.85;6.2;7.4;0;0;0;0
SSQ010;4/06/2018;124.12;11.3;17.3;44.4;0;0;0;0
SSQ129;4/06/2018;0;0;0;0;0;0;0;0
SSQ139;4/06/2018;42.78;3.85;15.9;37;0;0;0;0
SMK745;4/06/2018;96.76;3.6;35.2;64.8;0;0;0;0
SST788;4/06/2018;0;0;0;0;0;0;0;0
SSQ220;4/06/2018;184.7;6.066666667;38.3;78;0;0;0;0.15
SSP993;4/06/2018;100.56;2.866666667;41;70.3;0;0;0;0
SST835;4/06/2018;0;0;0;0;0;0;0;0
SSQ017;4/06/2018;136.79;9.35;16.4;33.3;0;0;0;0
SST853;4/06/2018;0;0;0;0;0;0;0;0
SSQ032;4/06/2018;0;0;0;0;0;0;0;0
SSQ005;4/06/2018;58.19;4.35;39.9;62.9;0;0;0;0
SSQ223;4/06/2018;0;0;0;0;0;0;0;0
SSQ234;4/06/2018;140.71;4.45;39.7;64.8;0;0;0;0
SSQ014;4/06/2018;190.57;8.65;35.8;62.9;0;0;0;0
SSQ091;4/06/2018;138.89;3.85;41.3;64.8;0;0;0;0
SSQ183;4/06/2018;148.5;4.583333333;40.2;71.8;0;0;0;0
SSQ228;4/06/2018;106.11;6.716666667;18.7;50;0;0;0;0
SSQ155;4/06/2018;47.22;1.566666667;38;66.6;0;0;0;0
SST856;4/06/2018;217.8;7.983333333;30.1;69.6;0;0;0;0
SSQ133;4/06/2018;269.75;9.65;28.2;66.6;0;0;0;0
SSQ157;4/06/2018;43.37;2.5;37.2;61.1;0;0;0;0
SSQ158;4/06/2018;152.48;7.633333333;26;57.4;0;0;0;0
SON561;4/06/2018;77.4;5.733333333;39;59;0;0;0;3.066666667
SSQ275;4/06/2018;6;0.633333333;35.1;56.3;0;0;0;0
SSQ218;4/06/2018;53.49;1.783333333;43.1;68.5;0;0;0;0
SSQ298;4/06/2018;88.64;6;40.8;72.2;0;0;0;0
SSQ008;4/06/2018;99.73;3.55;37.8;61.1;0;0;0;0
SSQ018;4/06/2018;0;0;0;0;0;0;0;0
SSQ187;4/06/2018;117.1;3.866666667;48.3;66.1;0;0;0;0.083333333
SSQ221;4/06/2018;137.22;6.433333333;24;53.7;0;0;0;0
SSQ274;4/06/2018;0;0;0;0;0;0;0;0
SST798;4/06/2018;0.25;0.766666667;9.2;9.2;0;0;0;0
SST789;4/06/2018;138.87;5.316666667;36.5;59.2;0;0;0;0
SSQ215;4/06/2018;0;1.516666667;0;0;0;0;0;0
SST810;4/06/2018;0;0;0;0;0;0;0;0
SSQ132;4/06/2018;66.78;2.633333333;38.8;70.3;0;0;0;0
SXU801;4/06/2018;46.43;2.1;37.5;64.8;0;0;0;0
SSQ164;4/06/2018;270.84;12.66666667;26.9;68.5;0;0;0;0
TFU029;4/06/2018;0;0;0;0;0;0;0;0
SSQ165;4/06/2018;6.1;1.033333333;26.5;50;0;0;0;0
T2124;4/06/2018;0;0;27.8;53;0;0;0;0
MI036046;4/06/2018;0;7.883333333;0;0;0;0;0;7.583333333
A63003243;4/06/2018;0;0;0;0;0;0;0;0
A52506011;4/06/2018;0;0;0;0;0;0;0;0
MI036047;4/06/2018;0;0;0;0;0;0;0;0
SSP973;4/06/2018;122.73;4.15;36.3;66.6;0;0;0;0
SSQ335;4/06/2018;20.25;1.133333333;29.5;42.6;0;0;0;0
SSQ182;4/06/2018;2.99;1.283333333;9.4;27.8;0;0;0;0
SSQ089;4/06/2018;0;0;0;0;0;0;0;0
SST850;4/06/2018;177.67;8.033333333;24.8;64.8;0;0;0;0
SST804;4/06/2018;0;0;0;0;0;0;0;0
SST842;4/06/2018;0;0;0;0;0;0;0;0
6YG00735;4/06/2018;0;0;0;0;0;0;0;0
K8614;4/06/2018;0.6;1.133333333;7.9;19.1;0;0;0;0.233333333
SSQ233;4/06/2018;92.1;3.283333333;42.6;62.9;0;0;0;20.41666667
SSQ154;4/06/2018;0;0;0;0;0;0;0;0
SSQ278;4/06/2018;105.6;3.8;38.3;67.7;0;0;0;0
SSQ270;4/06/2018;223.71;10.73333333;23.5;53.7;0;0;0;0
SSP992;4/06/2018;0;0.133333333;0;0;0;0;0;0
SXU799;4/06/2018;79.4;3.516666667;27;61.1;0;0;0;0
SSQ219;4/06/2018;106.7;3.683333333;45.2;70.3;0;0;0;0
KJB448;4/06/2018;28.73;9.2;67.1;103.6;0;0;0;0
SMK871;4/06/2018;173.34;3.966666667;49.2;68.5;0;0;0;0
SSP974;4/06/2018;0;0;0;0;0;0;0;0
SSP990;4/06/2018;72.61;2.216666667;54.4;79.5;0;0;0;0
SSP995;4/06/2018;32.79;1.583333333;26.5;70.3;0;0;0;0
SSQ000;4/06/2018;0.57;0.316666667;5.9;7.4;0;0;0;0
SSQ031;4/06/2018;0;0;0;0;0;0;0;0
