Placa,Fecha Inicial,Hora Inicial,Fecha Final,Hora Final,Duracion,Latitud,Longitud,Geocerca,Distancia Respecto a Parada Anterior,Tiempo Respecto a Parada Anterior,Motor Apagado,Nombre de Informe
AAM772,2018-05-29,15:48:06,2018-05-29,15:57:13,0.151944444,15.827212,-87.918379,PREDIO PUCAB DPT,0.4,0.05,Si,del 28 al 3 de junio
AAM772,2018-05-29,15:57:13,2018-05-29,16:14:20,0.285277778,15.827212,-87.918379,PREDIO PUCAB DPT,0.2,0.00,No,del 28 al 3 de junio
AAM772,2018-06-01,09:48:00,2018-06-01,09:53:00,0.083333333,15.826631,-87.920735,PREDIO PUCAB DPT,101.9,65.56,Si,del 28 al 3 de junio
AAM772,2018-06-01,09:53:00,2018-06-01,10:01:03,0.134166667,15.826231,-87.920396,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM772,2018-06-01,10:09:03,2018-06-01,10:21:06,0.200833333,15.827079,-87.918748,PREDIO PUCAB DPT,0.6,0.13,Si,del 28 al 3 de junio
AAM772,2018-06-01,10:23:06,2018-06-01,10:32:19,0.153611111,15.82574,-87.919273,PREDIO PUCAB DPT,0.2,0.03,Si,del 28 al 3 de junio
AAM772,2018-06-01,10:32:19,2018-06-01,10:41:56,0.160277778,15.82574,-87.919273,PREDIO PUCAB DPT,0.2,0.00,No,del 28 al 3 de junio
AAM772,2018-06-01,10:46:56,2018-06-01,11:11:02,0.401666667,15.825682,-87.918569,PREDIO PUCAB DPT,0.4,0.08,Si,del 28 al 3 de junio
AAM772,2018-06-01,11:11:02,2018-06-01,11:37:11,0.435833333,15.825604,-87.919005,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM772,2018-06-01,11:38:16,2018-06-01,11:59:17,0.350277778,15.826014,-87.91967,PREDIO PUCAB DPT,0.2,0.02,Si,del 28 al 3 de junio
AAM772,2018-06-01,12:00:17,2018-06-01,12:05:23,0.085,15.827205,-87.918421,PREDIO PUCAB DPT,0.3,0.02,Si,del 28 al 3 de junio
AAM772,2018-06-01,12:05:55,2018-06-01,12:17:58,0.200833333,15.827007,-87.91833,PREDIO PUCAB DPT,0,0.01,Si,del 28 al 3 de junio
AAM772,2018-06-01,14:40:14,2018-06-01,14:47:44,0.125,15.826083,-87.9199,PREDIO PUCAB DPT,3.2,2.37,Si,del 28 al 3 de junio
AAM772,2018-06-01,15:02:51,2018-06-02,08:00:20,16.95805556,15.825783,-87.919428,PREDIO PUCAB DPT,0.4,0.25,Si,del 28 al 3 de junio
AAM772,2018-06-02,08:05:04,2018-06-02,08:11:46,0.111666667,15.825625,-87.918035,PREDIO PUCAB DPT,0.2,0.08,Si,del 28 al 3 de junio
AAM772,2018-06-02,08:11:46,2018-06-02,08:23:55,0.2025,15.826012,-87.9198,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM772,2018-06-02,08:28:05,2018-06-02,09:38:45,1.177777778,15.827454,-87.918867,PREDIO PUCAB DPT,0.4,0.07,Si,del 28 al 3 de junio
AAM772,2018-06-02,09:38:58,2018-06-02,09:46:02,0.117777778,15.827454,-87.918867,PREDIO PUCAB DPT,0.6,0.00,No,del 28 al 3 de junio
AAM772,2018-06-02,18:15:15,2018-06-02,18:23:15,0.133333333,15.826628,-87.920737,PREDIO PUCAB DPT,272.9,8.49,Si,del 28 al 3 de junio
AAM739,2018-05-28,09:49:46,2018-05-28,10:44:29,0.911944444,15.550811,-87.997085,REINTER SAP,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-28,14:07:49,2018-05-28,14:58:01,0.836666667,15.826232,-87.920204,PREDIO PUCAB DPT,69,3.39,Si,del 28 al 3 de junio
AAM739,2018-05-28,15:09:01,2018-05-28,15:15:04,0.100833333,15.826793,-87.918686,PREDIO PUCAB DPT,0.6,0.18,Si,del 28 al 3 de junio
AAM739,2018-05-28,15:18:07,2018-05-28,15:26:10,0.134166667,15.8265,-87.918511,PREDIO PUCAB DPT,0.2,0.05,Si,del 28 al 3 de junio
AAM739,2018-05-28,15:27:07,2018-05-28,16:07:28,0.6725,15.825574,-87.919091,PREDIO PUCAB DPT,0.1,0.02,Si,del 28 al 3 de junio
AAM739,2018-05-28,16:07:28,2018-05-28,16:17:07,0.160833333,15.825672,-87.919259,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-05-28,16:17:07,2018-05-28,16:23:58,0.114166667,15.825597,-87.918985,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-28,16:25:05,2018-05-28,16:45:05,0.333333333,15.825737,-87.918514,PREDIO PUCAB DPT,0.1,0.02,Si,del 28 al 3 de junio
AAM739,2018-05-28,16:46:05,2018-05-28,16:55:05,0.15,15.826581,-87.917944,PUCAB,0.1,0.02,Si,del 28 al 3 de junio
AAM739,2018-05-28,16:57:08,2018-05-28,17:17:02,0.331666667,15.826663,-87.920047,PREDIO PUCAB DPT,0.3,0.03,Si,del 28 al 3 de junio
AAM739,2018-05-28,17:22:11,2018-05-28,17:46:28,0.404722222,15.826343,-87.919805,PREDIO PUCAB DPT,0.1,0.09,Si,del 28 al 3 de junio
AAM739,2018-05-28,17:48:31,2018-05-28,18:24:59,0.607777778,15.826832,-87.919974,PREDIO PUCAB DPT,0.1,0.03,Si,del 28 al 3 de junio
AAM739,2018-05-28,18:27:07,2018-05-28,18:46:33,0.323888889,15.826634,-87.920138,PREDIO PUCAB DPT,0,0.04,Si,del 28 al 3 de junio
AAM739,2018-05-28,18:46:33,2018-05-28,19:10:49,0.404444444,15.826634,-87.920138,PREDIO PUCAB DPT,0.1,0.00,No,del 28 al 3 de junio
AAM739,2018-05-28,19:12:49,2018-05-28,21:44:29,2.527777778,15.825688,-87.91923,PREDIO PUCAB DPT,0.3,0.03,Si,del 28 al 3 de junio
AAM739,2018-05-28,21:49:26,2018-05-29,06:28:09,8.645277778,15.826084,-87.91992,PREDIO PUCAB DPT,0.1,0.08,Si,del 28 al 3 de junio
AAM739,2018-05-29,06:28:09,2018-05-29,06:36:47,0.143888889,15.826084,-87.91992,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-05-29,06:36:47,2018-05-29,08:47:42,2.181944444,15.826222,-87.920085,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-29,08:47:42,2018-05-29,08:54:25,0.111944444,15.826222,-87.920085,PREDIO PUCAB DPT,0.3,0.00,No,del 28 al 3 de junio
AAM739,2018-05-29,08:57:28,2018-05-29,09:06:16,0.146666667,15.82713,-87.918294,PREDIO PUCAB DPT,0.1,0.05,Si,del 28 al 3 de junio
AAM739,2018-05-29,11:55:20,2018-05-29,12:01:23,0.100833333,15.826393,-87.920387,PREDIO PUCAB DPT,19.6,2.82,Si,del 28 al 3 de junio
AAM739,2018-05-29,12:01:23,2018-05-29,12:12:23,0.183333333,15.826153,-87.920096,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-29,12:12:23,2018-05-29,12:17:27,0.084444444,15.825928,-87.919708,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-29,12:21:27,2018-05-29,12:31:30,0.1675,15.825601,-87.918816,PREDIO PUCAB DPT,0.2,0.07,Si,del 28 al 3 de junio
AAM739,2018-05-29,12:31:30,2018-05-29,13:42:14,1.178888889,15.8256,-87.919343,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-29,13:55:55,2018-05-29,22:00:37,8.078333333,15.825996,-87.919576,PREDIO PUCAB DPT,0.7,0.23,Si,del 28 al 3 de junio
AAM739,2018-05-29,22:00:37,2018-05-29,22:39:49,0.653333333,15.825757,-87.919439,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-05-29,22:39:49,2018-05-30,06:06:38,7.446944444,15.825928,-87.919793,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-30,06:07:01,2018-05-30,06:18:33,0.192222222,15.826122,-87.920186,PREDIO PUCAB DPT,0,0.01,No,del 28 al 3 de junio
AAM739,2018-05-30,06:18:33,2018-05-30,10:30:56,4.206388889,15.826023,-87.919932,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-30,10:31:31,2018-05-30,10:36:55,0.09,15.825566,-87.919306,PREDIO PUCAB DPT,0,0.01,No,del 28 al 3 de junio
AAM739,2018-05-30,10:40:58,2018-05-30,10:46:55,0.099166667,15.826675,-87.920084,PREDIO PUCAB DPT,0.4,0.07,Si,del 28 al 3 de junio
AAM739,2018-05-30,10:46:55,2018-05-30,11:10:01,0.385,15.826623,-87.919526,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-30,11:10:01,2018-05-30,11:26:04,0.2675,15.826701,-87.920026,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-30,11:30:07,2018-05-30,11:48:10,0.300833333,15.826126,-87.919998,PREDIO PUCAB DPT,0.6,0.07,Si,del 28 al 3 de junio
AAM739,2018-05-30,11:50:10,2018-05-30,12:41:26,0.854444444,15.827429,-87.918941,PREDIO PUCAB DPT,0.2,0.03,Si,del 28 al 3 de junio
AAM739,2018-05-30,12:41:26,2018-05-30,12:58:29,0.284166667,15.827212,-87.919805,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM739,2018-05-30,12:59:29,2018-05-30,13:05:32,0.100833333,15.827068,-87.918293,PREDIO PUCAB DPT,0.2,0.02,Si,del 28 al 3 de junio
AAM739,2018-05-30,14:48:38,2018-05-30,15:58:33,1.165277778,15.825719,-87.919225,PREDIO PUCAB DPT,5.7,1.72,Si,del 28 al 3 de junio
AAM739,2018-05-30,15:58:33,2018-05-30,16:06:38,0.134722222,15.825719,-87.919225,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-05-31,17:54:37,2018-06-01,06:17:03,12.37388889,15.825956,-87.919835,PREDIO PUCAB DPT,197.5,25.80,Si,del 28 al 3 de junio
AAM739,2018-06-01,06:17:03,2018-06-01,06:24:51,0.13,15.825803,-87.919615,PREDIO PUCAB DPT,0.1,0.00,No,del 28 al 3 de junio
AAM739,2018-06-01,06:26:54,2018-06-01,10:12:39,3.7625,15.825722,-87.91933,PREDIO PUCAB DPT,0.1,0.03,Si,del 28 al 3 de junio
AAM739,2018-06-01,10:14:28,2018-06-01,10:23:26,0.149444444,15.825933,-87.919605,PREDIO PUCAB DPT,0,0.03,Si,del 28 al 3 de junio
AAM739,2018-06-01,10:23:26,2018-06-01,10:35:30,0.201111111,15.825933,-87.919605,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-06-01,10:36:30,2018-06-01,10:45:33,0.150833333,15.82602,-87.919571,PREDIO PUCAB DPT,0.1,0.02,Si,del 28 al 3 de junio
AAM739,2018-06-01,10:45:33,2018-06-01,10:52:33,0.116666667,15.826191,-87.919982,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-01,13:58:50,2018-06-01,14:04:50,0.1,15.82639,-87.920489,PREDIO PUCAB DPT,5.5,3.10,Si,del 28 al 3 de junio
AAM739,2018-06-01,14:04:50,2018-06-01,14:12:51,0.133611111,15.826053,-87.920085,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-01,14:12:51,2018-06-01,14:22:51,0.166666667,15.825653,-87.918288,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-01,14:22:51,2018-06-01,16:18:49,1.932777778,15.82566,-87.919238,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-01,16:22:41,2018-06-01,16:32:44,0.1675,15.82562,-87.918611,PREDIO PUCAB DPT,0.2,0.06,Si,del 28 al 3 de junio
AAM739,2018-06-01,16:34:44,2018-06-01,16:44:47,0.1675,15.825591,-87.91889,PREDIO PUCAB DPT,0.2,0.03,Si,del 28 al 3 de junio
AAM739,2018-06-01,16:46:47,2018-06-01,16:55:50,0.150833333,15.826654,-87.920052,PREDIO PUCAB DPT,0.3,0.03,Si,del 28 al 3 de junio
AAM739,2018-06-01,16:59:50,2018-06-01,20:34:13,3.573055556,15.82593,-87.919613,PREDIO PUCAB DPT,0.3,0.07,Si,del 28 al 3 de junio
AAM739,2018-06-01,20:34:13,2018-06-01,21:35:09,1.015555556,15.825959,-87.919649,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-06-01,21:35:09,2018-06-02,05:40:51,8.095,15.825916,-87.919559,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-02,05:40:51,2018-06-02,05:59:46,0.315277778,15.825916,-87.919559,PREDIO PUCAB DPT,0.1,0.00,No,del 28 al 3 de junio
AAM739,2018-06-02,06:00:49,2018-06-02,06:17:14,0.273611111,15.827088,-87.918267,PREDIO PUCAB DPT,0.2,0.02,Si,del 28 al 3 de junio
AAM739,2018-06-02,07:09:24,2018-06-02,07:22:28,0.217777778,15.840891,-87.936099,OPC,6.3,0.87,Si,del 28 al 3 de junio
AAM739,2018-06-02,12:14:47,2018-06-02,13:13:25,0.977222222,15.826134,-87.920037,PREDIO PUCAB DPT,119.7,4.87,Si,del 28 al 3 de junio
AAM739,2018-06-02,13:13:25,2018-06-02,13:34:07,0.345,15.826134,-87.920037,PREDIO PUCAB DPT,0.3,0.00,No,del 28 al 3 de junio
AAM739,2018-06-02,13:42:07,2018-06-02,13:48:10,0.100833333,15.825729,-87.918106,PREDIO PUCAB DPT,0.6,0.13,Si,del 28 al 3 de junio
AAM739,2018-06-02,13:48:10,2018-06-02,13:55:13,0.1175,15.825613,-87.918514,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-02,13:55:13,2018-06-02,14:14:16,0.3175,15.825914,-87.919594,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM739,2018-06-03,11:45:09,2018-06-03,11:52:09,0.116666667,15.825683,-87.917988,PREDIO PUCAB DPT,197.3,21.51,Si,del 28 al 3 de junio
AAM739,2018-06-03,11:53:09,2018-06-03,15:26:20,3.553055556,15.825904,-87.919528,PREDIO PUCAB DPT,0.1,0.02,Si,del 28 al 3 de junio
AAM739,2018-06-03,15:29:51,2018-06-03,16:57:35,1.462222222,15.826025,-87.919537,PREDIO PUCAB DPT,0,0.06,Si,del 28 al 3 de junio
AAM739,2018-06-03,16:57:35,2018-06-03,17:11:02,0.224166667,15.826025,-87.919537,PREDIO PUCAB DPT,0,0.00,No,del 28 al 3 de junio
AAM739,2018-06-03,17:11:02,2018-06-03,23:59:25,6.806388889,15.826096,-87.919903,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM661,2018-05-28,08:03:06,2018-05-28,11:21:15,3.3025,11.452783,-85.84018,GILDAN RIVAS SA,0,0.00,Si,del 28 al 3 de junio
AAM661,2018-05-28,11:22:13,2018-05-28,11:28:47,0.109444444,11.452813,-85.840191,GILDAN RIVAS SA,0,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-28,11:37:05,2018-05-28,11:49:00,0.198611111,11.452818,-85.840147,GILDAN RIVAS SA,0,0.14,Si,del 28 al 3 de junio
AAM661,2018-05-28,11:50:41,2018-05-28,11:57:01,0.105555556,11.452776,-85.840154,GILDAN RIVAS SA,0,0.03,Si,del 28 al 3 de junio
AAM661,2018-05-28,13:45:59,2018-05-28,14:22:41,0.611666667,11.884463,-86.191349,GILDAN SAN MARCOS,68.9,1.82,Si,del 28 al 3 de junio
AAM661,2018-05-28,15:10:25,2018-05-28,15:48:01,0.626666667,11.884621,-86.191098,GILDAN SAN MARCOS,14.3,0.80,Si,del 28 al 3 de junio
AAM661,2018-05-28,21:23:09,2018-05-28,21:29:38,0.108055556,13.062389,-86.947535,GUASAULE,227.1,5.59,Si,del 28 al 3 de junio
AAM661,2018-05-28,21:33:57,2018-05-28,22:12:30,0.6425,13.062308,-86.950849,GUASAULE,0.4,0.07,Si,del 28 al 3 de junio
AAM661,2018-05-28,22:13:48,2018-05-28,22:18:51,0.084166667,13.062581,-86.952263,GUASAULE,0.2,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-30,08:27:21,2018-05-30,08:40:38,0.221388889,15.670435,-87.93561,GILDAN CHOLTEX,466.4,34.14,Si,del 28 al 3 de junio
AAM661,2018-05-30,08:43:43,2018-05-30,08:48:46,0.084166667,15.668838,-87.935643,GILDAN CHOLTEX,0.3,0.05,Si,del 28 al 3 de junio
AAM661,2018-05-30,08:48:46,2018-05-30,09:05:46,0.283333333,15.668317,-87.935822,GILDAN CHOLTEX,0.1,0.00,Si,del 28 al 3 de junio
AAM661,2018-05-30,09:06:46,2018-05-30,09:20:09,0.223055556,15.670606,-87.935518,GILDAN CHOLTEX,0.2,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-30,09:22:12,2018-05-30,09:34:19,0.201944444,15.66931,-87.935587,GILDAN CHOLTEX,0.1,0.03,Si,del 28 al 3 de junio
AAM661,2018-05-30,09:37:12,2018-05-30,09:45:42,0.141666667,15.667259,-87.937495,GILDAN CHOLTEX,0.4,0.05,Si,del 28 al 3 de junio
AAM661,2018-05-30,09:50:45,2018-05-30,09:58:04,0.121944444,15.6702,-87.944722,GILDAN CHOLTEX,1.4,0.08,Si,del 28 al 3 de junio
AAM661,2018-05-30,11:02:03,2018-05-30,11:10:14,0.136388889,15.826465,-87.918456,PREDIO PUCAB DPT,29.9,1.07,Si,del 28 al 3 de junio
AAM661,2018-05-30,11:10:14,2018-05-30,11:27:22,0.285555556,15.826465,-87.918456,PREDIO PUCAB DPT,0.3,0.00,No,del 28 al 3 de junio
AAM661,2018-05-30,11:28:22,2018-05-30,11:34:02,0.094444444,15.825933,-87.919638,PREDIO PUCAB DPT,0,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-30,11:34:41,2018-05-30,11:41:34,0.114722222,15.826191,-87.920031,PREDIO PUCAB DPT,0,0.01,Si,del 28 al 3 de junio
AAM661,2018-05-30,11:48:51,2018-05-30,11:54:05,0.087222222,15.82616,-87.920009,PREDIO PUCAB DPT,0,0.12,No,del 28 al 3 de junio
AAM661,2018-05-30,11:58:11,2018-05-30,12:17:17,0.318333333,15.826487,-87.920564,PREDIO PUCAB DPT,0.2,0.07,Si,del 28 al 3 de junio
AAM661,2018-05-30,12:46:23,2018-05-30,12:51:23,0.083333333,15.669924,-87.944757,GILDAN CHOLTEX,29.1,0.49,Si,del 28 al 3 de junio
AAM661,2018-05-30,13:01:26,2018-05-30,13:16:29,0.250833333,15.667213,-87.936596,GILDAN CHOLTEX,1.6,0.17,Si,del 28 al 3 de junio
AAM661,2018-05-30,13:18:29,2018-05-30,13:24:32,0.100833333,15.669909,-87.935503,GILDAN CHOLTEX,0.3,0.03,Si,del 28 al 3 de junio
AAM661,2018-05-30,13:25:29,2018-05-30,14:56:11,1.511666667,15.671066,-87.935886,GILDAN CHOLTEX,0.1,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-30,14:56:11,2018-05-30,15:03:53,0.128333333,15.671075,-87.935817,GILDAN CHOLTEX,0.1,0.00,No,del 28 al 3 de junio
AAM661,2018-05-30,15:07:31,2018-05-30,15:12:57,0.090555556,15.670276,-87.944336,GILDAN CHOLTEX,0.9,0.06,Si,del 28 al 3 de junio
AAM661,2018-05-30,15:14:05,2018-05-30,15:38:39,0.409444444,15.670271,-87.944351,GILDAN CHOLTEX,0,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-30,18:46:03,2018-05-30,18:56:12,0.169166667,15.469051,-88.03372,AGENCIA LA MUNDIAL,31.1,3.12,Si,del 28 al 3 de junio
AAM661,2018-05-31,03:52:31,2018-05-31,03:58:34,0.100833333,13.062475,-86.958066,GUASAULE,434,8.94,Si,del 28 al 3 de junio
AAM661,2018-05-31,03:58:34,2018-05-31,05:22:56,1.406111111,13.062106,-86.957555,GUASAULE,0,0.00,Si,del 28 al 3 de junio
AAM661,2018-05-31,05:23:36,2018-05-31,05:30:33,0.115833333,13.062159,-86.956904,GUASAULE,0,0.01,Si,del 28 al 3 de junio
AAM661,2018-05-31,05:41:39,2018-05-31,05:57:49,0.269444444,13.061427,-86.949343,GUASAULE,0.9,0.19,Si,del 28 al 3 de junio
AAM661,2018-05-31,06:16:46,2018-05-31,06:22:50,0.101111111,13.061652,-86.949126,GUASAULE,0,0.32,Si,del 28 al 3 de junio
AAM661,2018-05-31,06:32:17,2018-05-31,06:53:26,0.3525,13.062278,-86.948528,GUASAULE,0.2,0.16,Si,del 28 al 3 de junio
AAM661,2018-05-31,06:55:23,2018-05-31,07:11:26,0.2675,13.062107,-86.94618,GUASAULE,0.2,0.03,Si,del 28 al 3 de junio
AAM661,2018-05-31,07:11:26,2018-05-31,07:37:35,0.435833333,13.06197,-86.945817,GUASAULE,0.1,0.00,Si,del 28 al 3 de junio
AAM661,2018-05-31,12:21:29,2018-05-31,12:26:29,0.083333333,11.883588,-86.192301,GILDAN SAN MARCOS,227.4,4.73,Si,del 28 al 3 de junio
AAM661,2018-05-31,12:27:29,2018-05-31,12:35:32,0.134166667,11.884747,-86.190973,GILDAN SAN MARCOS,0.2,0.02,Si,del 28 al 3 de junio
AAM661,2018-05-31,12:35:32,2018-05-31,13:23:41,0.8025,11.884371,-86.191361,GILDAN SAN MARCOS,0,0.00,Si,del 28 al 3 de junio
AAM661,2018-06-01,20:27:22,2018-06-02,05:58:07,9.5125,13.062402,-86.946907,GUASAULE,259.5,31.06,Si,del 28 al 3 de junio
AAM661,2018-06-02,05:58:07,2018-06-02,06:08:49,0.178333333,13.062306,-86.947068,GUASAULE,0.1,0.00,No,del 28 al 3 de junio
AAM661,2018-06-02,06:18:49,2018-06-02,06:25:49,0.116666667,13.062266,-86.951495,GUASAULE,0.4,0.17,Si,del 28 al 3 de junio
AAM661,2018-06-02,06:26:49,2018-06-02,06:31:52,0.084166667,13.062239,-86.952567,GUASAULE,0.5,0.02,Si,del 28 al 3 de junio
AAM661,2018-06-02,06:34:52,2018-06-02,06:42:55,0.134166667,13.062716,-86.958359,GUASAULE,0.3,0.05,Si,del 28 al 3 de junio
AAM661,2018-06-02,17:38:42,2018-06-02,17:48:45,0.1675,15.826187,-87.920125,PREDIO PUCAB DPT,494.4,10.93,Si,del 28 al 3 de junio
AAM661,2018-06-02,17:49:45,2018-06-02,17:55:45,0.1,15.826879,-87.918689,PREDIO PUCAB DPT,0.3,0.02,Si,del 28 al 3 de junio
AAM661,2018-06-03,18:51:03,2018-06-03,23:59:25,5.139444444,15.825696,-87.919492,PREDIO PUCAB DPT,0,0.05,Si,del 28 al 3 de junio
AAM675,2018-05-28,08:14:29,2018-05-28,08:31:17,0.28,15.825577,-87.919175,PREDIO PUCAB DPT,0,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-28,08:33:47,2018-05-28,09:28:55,0.918888889,15.826275,-87.919769,PREDIO PUCAB DPT,0.4,0.04,Si,del 28 al 3 de junio
AAM675,2018-05-28,09:48:40,2018-05-28,09:54:43,0.100833333,15.826463,-87.918526,PREDIO PUCAB DPT,1.1,0.33,Si,del 28 al 3 de junio
AAM675,2018-05-28,09:58:46,2018-05-28,15:58:03,5.988055556,15.825725,-87.919247,PREDIO PUCAB DPT,0.2,0.07,Si,del 28 al 3 de junio
AAM675,2018-05-28,16:03:30,2018-05-28,16:10:30,0.116666667,15.826609,-87.917946,PUCAB,0.2,0.09,Si,del 28 al 3 de junio
AAM675,2018-05-28,16:10:30,2018-05-28,16:17:33,0.1175,15.826439,-87.918448,PREDIO PUCAB DPT,0.2,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-28,16:17:33,2018-05-28,16:23:36,0.100833333,15.82565,-87.918872,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-28,16:23:36,2018-05-28,16:47:42,0.401666667,15.826045,-87.919751,PREDIO PUCAB DPT,0.1,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-28,16:48:42,2018-05-28,17:19:13,0.508611111,15.827388,-87.91852,PREDIO PUCAB DPT,0.3,0.02,Si,del 28 al 3 de junio
AAM675,2018-05-28,19:38:46,2018-05-28,19:57:49,0.3175,15.463928,-87.971512,ALMAHSA,69.2,2.33,Si,del 28 al 3 de junio
AAM675,2018-05-28,19:58:49,2018-05-28,20:06:52,0.134166667,15.46289,-87.971918,ALMAHSA,0.3,0.02,Si,del 28 al 3 de junio
AAM675,2018-05-29,08:15:36,2018-05-29,08:26:41,0.184722222,15.8257,-87.919421,PREDIO PUCAB DPT,62.2,12.15,Si,del 28 al 3 de junio
AAM675,2018-05-29,08:28:42,2018-05-29,09:12:47,0.734722222,15.826267,-87.919756,PREDIO PUCAB DPT,0.4,0.03,Si,del 28 al 3 de junio
AAM675,2018-05-29,09:13:01,2018-05-29,09:23:07,0.168333333,15.826267,-87.919756,PREDIO PUCAB DPT,0.2,0.00,No,del 28 al 3 de junio
AAM675,2018-05-29,09:31:07,2018-05-29,09:37:10,0.100833333,15.827329,-87.918464,PREDIO PUCAB DPT,3.1,0.13,Si,del 28 al 3 de junio
AAM675,2018-05-29,10:29:19,2018-05-29,10:39:25,0.168333333,15.668135,-87.935819,GILDAN CHOLTEX,31.4,0.87,Si,del 28 al 3 de junio
AAM675,2018-05-29,10:41:25,2018-05-29,12:19:46,1.639166667,15.671162,-87.93711,GILDAN CHOLTEX,0.4,0.03,Si,del 28 al 3 de junio
AAM675,2018-05-29,12:22:46,2018-05-29,12:27:49,0.084166667,15.669748,-87.942363,GILDAN CHOLTEX,0.7,0.05,Si,del 28 al 3 de junio
AAM675,2018-05-29,12:27:49,2018-05-29,12:37:13,0.156666667,15.669981,-87.942763,GILDAN CHOLTEX,0,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-29,12:48:24,2018-05-29,12:59:17,0.181388889,15.670231,-87.944284,GILDAN CHOLTEX,0.2,0.19,Si,del 28 al 3 de junio
AAM675,2018-05-29,12:59:39,2018-05-29,14:20:54,1.354166667,15.670244,-87.944476,GILDAN CHOLTEX,0,0.01,Si,del 28 al 3 de junio
AAM675,2018-05-29,14:20:54,2018-05-29,14:27:00,0.101666667,15.670244,-87.944477,GILDAN CHOLTEX,0,0.00,No,del 28 al 3 de junio
AAM675,2018-05-30,13:00:56,2018-05-30,13:14:03,0.218611111,13.062239,-86.957599,GUASAULE,465.3,22.57,Si,del 28 al 3 de junio
AAM675,2018-05-30,13:14:03,2018-05-30,14:29:10,1.251944444,13.062212,-86.957114,GUASAULE,0,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-30,14:35:47,2018-05-30,14:41:50,0.100833333,13.062209,-86.953,GUASAULE,0.6,0.11,Si,del 28 al 3 de junio
AAM675,2018-05-30,14:41:50,2018-05-30,15:13:00,0.519444444,13.061862,-86.952126,GUASAULE,0.2,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-30,15:13:00,2018-05-30,15:48:26,0.590555556,13.061245,-86.950446,GUASAULE,0,0.00,Si,del 28 al 3 de junio
AAM675,2018-05-30,15:54:34,2018-05-30,16:15:34,0.35,13.062022,-86.945904,GUASAULE,0.5,0.10,Si,del 28 al 3 de junio
AAM675,2018-05-31,13:10:42,2018-05-31,13:23:42,0.216666667,11.452954,-85.84025,GILDAN RIVAS SA,293.8,20.92,Si,del 28 al 3 de junio
