Placas,Fecha,Aceleracion Fuerte,apagado del vehiculo,Apertura Puerta Carga,Conexión alimentacion externa,Control de audio,Desconexión alimentacion externa,Distancia Recorrida,encendido del vehiculo,Equipo apagado,Equipo encendido,Exceso de velocidad,Fallo de Bateria Principal,Fin carga de bateria,Frenada Fuerte,Fuera del rango de velocidad,Horometro,Ingreso a,Inicio carga bateria,Interrogacion posicion,Interrogacion posicion Llamada,Maxima Velocidad,Movimiento Ilegal,Nivel bajo de bateria,Panico,Por tiempo de lectura,Posible Colisión,Primera localización despues de encendido,Pta cabina,Salida de,Tiempo de Actividad,Tiempo en Exceso de velocidad,Tiempo fuera del rango de velocidad,Tiempo Ralenti,Velocidad Promedio,Nombre de Informe
AAP238,29/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAP238,30/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAP238,31/05/2018,0,7,0,0,0,0,0.7,7,0,0,0,0,0,0,0,0.774166667,0,0,0,0,7.9,0,0,0,62,0,0,0,0,0.783333333,0,0,0,6.4,Del 1 al 31 de mayo
AAP238,24/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR731,01/05/2018,0,6,0,2,0,2,353.2,7,0,0,0,0,0,0,0,10.7475,0,0,0,0,93.5,0,0,0,658,0,0,0,0,10.78333333,0,0,0,52,Del 1 al 31 de mayo
AAR731,02/05/2018,0,10,0,5,0,5,20.4,9,0,0,0,0,0,0,0,2.718611111,0,0,0,0,58.6,0,0,0,183,0,0,0,0,2.733333333,0,0,0,30.3,Del 1 al 31 de mayo
AAR731,03/05/2018,0,7,0,1,0,1,312.4,7,0,0,0,0,0,0,0,9.107222222,0,0,0,0,104.7,0,0,0,560,0,0,0,0,9.133333333,0,0,0.4,49.3,Del 1 al 31 de mayo
AAR731,04/05/2018,0,13,0,5,0,5,14.5,13,0,0,0,0,0,0,0,3.365555556,0,0,0,0,73.5,0,0,0,225,0,0,0,0,3.383333333,0,0,0,22.7,Del 1 al 31 de mayo
AAR731,05/05/2018,0,5,0,1,0,1,315.3,5,0,0,0,0,0,0,0,8.683888889,0,0,0,0,103.7,0,0,0,532,0,0,0,0,8.7,0,0,0.033333333,52.1,Del 1 al 31 de mayo
AAR731,06/05/2018,0,1,0,1,0,1,0.3,1,0,0,0,0,0,0,0,0.287777778,0,0,0,0,16.3,0,0,0,27,0,0,0,0,0.283333333,0,0,0,11.5,Del 1 al 31 de mayo
AAR731,07/05/2018,0,11,0,0,0,0,374.7,11,0,0,0,0,0,0,0,9.571388889,0,0,0,0,91.4,0,0,0,593,0,0,0,0,9.6,0,0,0,49.1,Del 1 al 31 de mayo
AAR731,08/05/2018,0,4,0,0,0,0,181.9,5,0,0,0,0,0,0,0,5.075,0,0,0,0,93.5,0,0,0,318,0,0,0,0,5.1,0,0,0,47.4,Del 1 al 31 de mayo
AAR731,09/05/2018,0,3,0,0,0,0,213.5,2,0,0,0,0,0,0,0,5.110277778,2,0,0,0,94.1,0,0,0,317,0,0,0,2,5.116666667,0,0,0,50.1,Del 1 al 31 de mayo
AAR731,10/05/2018,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2375,0,0,0,0,0,0,0,0,23,0,0,0,0,0.233333333,0,0,0,0,Del 1 al 31 de mayo
AAR731,11/05/2018,0,17,0,1,0,1,3.9,17,0,0,0,0,0,0,0,3.018888889,0,0,0,0,23.3,0,0,0,211,0,0,0,0,0,0,0,0,11.2,Del 1 al 31 de mayo
AAR731,12/05/2018,0,14,0,3,0,3,58.3,13,0,0,0,0,0,0,0,4.381111111,0,0,0,0,81.2,0,0,0,290,0,0,0,0,4.4,0,0,0,47.9,Del 1 al 31 de mayo
AAR731,13/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR731,14/05/2018,0,3,0,0,0,1,114.5,3,0,0,0,0,0,0,3,3.5575,1,0,0,0,114.1,0,0,0,222,0,0,0,1,3.566666667,0,0,0,58.4,Del 1 al 31 de mayo
AAR731,15/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944444,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR731,16/05/2018,0,9,0,0,0,0,343.3,10,0,0,0,0,0,0,0,10.77722222,4,0,0,0,87.6,0,0,0,665,0,0,0,4,10.8,0,0,0.1,42.3,Del 1 al 31 de mayo
AAR731,17/05/2018,0,4,0,1,0,1,41.5,3,0,0,0,0,0,0,0,2.326388889,0,0,0,0,64.6,0,0,0,153,0,0,0,0,2.366666667,0,0,0,34.8,Del 1 al 31 de mayo
AAR731,18/05/2018,0,5,0,0,0,0,129.8,5,0,0,0,0,0,0,0,5.288055556,0,0,0,0,83.3,0,0,0,330,0,0,0,0,5.3,0,0,0,38.4,Del 1 al 31 de mayo
AAR731,19/05/2018,0,22,0,5,0,5,209.8,23,0,0,0,0,0,0,0,7.2425,0,0,0,0,92.9,0,0,0,471,0,0,0,0,7.283333333,0,0,0,44.1,Del 1 al 31 de mayo
AAR731,20/05/2018,0,7,0,1,0,1,308.9,6,0,0,0,0,0,0,0,8.557777778,0,0,0,0,80.9,0,0,0,527,0,0,0,0,8.583333333,0,0,0,40.5,Del 1 al 31 de mayo
AAR731,21/05/2018,0,5,0,0,0,0,367.1,5,0,0,0,0,0,0,0,10.14444444,0,0,0,0,105.4,0,0,0,621,0,0,0,0,10.16666667,0,0,0.333333333,52.2,Del 1 al 31 de mayo
AAR731,22/05/2018,0,3,0,1,0,1,154,3,0,0,0,0,0,0,0,4.424722222,0,0,0,0,89.4,0,0,0,277,0,0,0,0,4.45,0,0,0,40.6,Del 1 al 31 de mayo
AAR731,23/05/2018,0,11,0,0,0,0,257.2,12,0,0,0,0,0,0,0,8.173611111,0,0,0,0,96.6,0,0,0,512,0,0,0,0,8.216666667,0,0,0,53,Del 1 al 31 de mayo
AAR731,25/05/2018,0,7,0,0,0,0,309.4,7,0,0,0,0,0,0,0,8.056944444,0,0,0,0,97.9,0,0,0,498,0,0,0,0,8.066666667,0,0,0,50.1,Del 1 al 31 de mayo
AAR731,26/05/2018,0,7,0,0,0,0,13.3,7,0,0,0,0,0,0,0,3.426388889,0,0,0,0,64.5,0,0,0,223,0,0,0,0,3.433333333,0,0,0,19.6,Del 1 al 31 de mayo
AAR731,27/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR731,28/05/2018,0,8,0,0,0,0,0.4,8,0,0,0,0,0,0,0,0.786388889,0,0,0,0,0,0,0,0,64,0,0,0,0,0.8,0,0,0,0,Del 1 al 31 de mayo
AAR731,29/05/2018,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.083611111,0,0,0,0,0,0,0,0,14,0,0,0,0,0.083333333,0,0,0,0,Del 1 al 31 de mayo
AAR731,30/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR731,31/05/2018,0,18,0,1,0,1,17.2,18,0,0,0,0,0,0,0,2.69,0,0,0,0,58.5,0,0,0,190,0,0,0,0,2.716666667,0,0,0,25.2,Del 1 al 31 de mayo
AAR731,24/05/2018,0,17,0,1,0,1,128,16,0,0,0,0,0,0,0,6.573333333,0,0,0,0,80.8,0,0,0,423,0,0,0,0,6.616666667,0,0,0,46.2,Del 1 al 31 de mayo
AAR732,01/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,02/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,03/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,04/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,05/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,06/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,07/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,08/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,09/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,10/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,11/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,12/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,13/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,14/05/2018,0,30,0,9,0,9,81.4,30,0,0,0,0,0,0,0,5.309722222,2,0,0,0,83.8,0,0,0,359,0,0,0,2,5.333333333,0,0,0,44.9,Del 1 al 31 de mayo
AAR732,15/05/2018,0,19,0,2,0,2,93.7,19,0,0,0,0,0,0,0,4.287777778,4,0,0,0,87.3,0,0,0,287,0,0,0,4,4.3,0,0,0,43.4,Del 1 al 31 de mayo
AAR732,16/05/2018,0,11,0,1,0,1,170.6,11,0,0,0,0,0,0,0,5.500555556,3,0,0,0,93.1,0,0,0,350,0,0,0,3,5.533333333,0,0,0,46,Del 1 al 31 de mayo
AAR732,17/05/2018,0,7,0,0,0,0,0.6,7,0,0,0,0,0,0,0,1.379166667,0,0,0,0,10,0,0,0,102,0,0,0,0,1.383333333,0,0,0,7.7,Del 1 al 31 de mayo
AAR732,18/05/2018,0,11,0,5,0,5,1.3,11,0,0,0,0,0,0,0,3.71,0,0,0,0,17.4,0,0,0,248,0,0,0,0,3.733333333,0,0,0,7.8,Del 1 al 31 de mayo
AAR732,19/05/2018,0,15,0,0,0,0,94.8,15,0,0,0,0,0,0,0,4.233055556,0,0,0,0,76.6,0,0,0,282,0,0,0,0,4.266666667,0,0,0,44,Del 1 al 31 de mayo
AAR732,20/05/2018,0,11,0,7,0,7,0,11,0,0,0,0,0,0,0,0.911944444,0,0,0,0,0,0,0,0,73,0,0,0,0,0.933333333,0,0,0,0,Del 1 al 31 de mayo
AAR732,21/05/2018,0,25,0,6,0,5,15.6,24,0,0,0,0,0,0,0,4.951666667,0,0,0,0,45.5,0,0,0,337,0,0,0,0,0,0,0,0,19.6,Del 1 al 31 de mayo
AAR732,22/05/2018,0,33,0,0,0,0,247.1,34,0,0,0,0,0,0,0,8.392777778,0,0,0,0,89.7,0,0,0,556,0,0,0,0,8.45,0,0,0,49.5,Del 1 al 31 de mayo
AAR732,23/05/2018,0,9,0,2,0,2,245.5,8,0,0,0,0,0,0,0,8.610277778,0,0,0,0,105.5,0,0,0,534,0,0,0,0,8.65,0,0,0,44.2,Del 1 al 31 de mayo
AAR732,25/05/2018,0,14,0,1,0,1,291.4,14,0,0,0,0,0,0,0,9.6575,0,0,0,0,84.1,0,0,0,602,0,0,0,0,9.683333333,0,0,0,46.7,Del 1 al 31 de mayo
AAR732,26/05/2018,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,1.117777778,0,0,0,0,0,0,0,0,84,0,0,0,0,1.133333333,0,0,0,0,Del 1 al 31 de mayo
AAR732,27/05/2018,0,6,0,4,0,4,0,6,0,0,0,0,0,0,0,0.535277778,0,0,0,0,0,0,0,0,47,0,0,0,0,0.566666667,0,0,0,0,Del 1 al 31 de mayo
AAR732,28/05/2018,0,8,0,7,0,7,141.1,8,0,0,0,0,0,0,0,4.855555556,0,0,0,0,82.7,0,0,0,308,0,0,0,0,4.866666667,0,0,0,42.1,Del 1 al 31 de mayo
AAR732,29/05/2018,0,13,0,0,0,0,156.7,13,0,0,0,0,0,0,0,6.162777778,1,0,0,0,87.6,0,0,0,394,0,0,0,1,6.216666667,0,0,0,48.3,Del 1 al 31 de mayo
AAR732,30/05/2018,0,9,0,1,0,1,288,9,0,0,0,0,0,0,0,7.161666667,0,0,0,0,91.5,0,0,0,447,0,0,0,0,7.183333333,0,0,0,55.8,Del 1 al 31 de mayo
AAR732,31/05/2018,0,9,0,0,0,0,1.9,9,0,0,0,0,0,0,0,2.155833333,0,0,0,0,26.1,0,0,0,150,0,0,0,0,2.183333333,0,0,0,12.1,Del 1 al 31 de mayo
AAR732,24/05/2018,0,4,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0.898888889,0,0,0,0,25.3,0,0,0,68,0,0,0,0,0.916666667,0,0,0,15.3,Del 1 al 31 de mayo
AAR732,01/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,02/05/2018,0,7,0,1,0,1,270.2,7,0,0,0,0,0,0,601,7.341666667,0,0,0,0,99.8,0,0,0,455,0,0,0,0,7.35,0,0,0,49,Del 1 al 31 de mayo
AAR732,03/05/2018,0,15,0,0,0,0,175.7,15,0,0,0,0,0,0,347,7.024722222,0,0,0,0,107.9,0,0,0,450,0,0,0,0,7.066666667,0,0,0,50.8,Del 1 al 31 de mayo
AAR732,04/05/2018,0,20,0,11,0,11,8.2,20,0,0,0,0,0,0,3,2.435833333,0,0,0,0,37.1,0,0,0,180,0,0,0,0,2.45,0,0,0,17.1,Del 1 al 31 de mayo
AAR732,05/05/2018,0,8,0,0,0,0,296.7,8,0,0,0,0,0,0,678,8.958055556,0,0,0,0,81.4,0,0,0,552,0,0,0,0,8.966666667,0,0,0,43.6,Del 1 al 31 de mayo
AAR732,06/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,07/05/2018,0,3,0,0,0,0,1.4,3,0,0,0,0,0,0,0,0.619722222,0,0,0,0,20.9,0,0,0,49,0,0,0,0,0.616666667,0,0,0,12.6,Del 1 al 31 de mayo
AAR732,08/05/2018,0,10,0,1,0,1,147.9,10,0,0,0,0,0,0,0,5.595,1,0,0,0,100.8,0,0,0,356,0,0,0,0,5.616666667,0,0,0,36.9,Del 1 al 31 de mayo
AAR732,09/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,10/05/2018,0,6,0,0,0,0,263.4,6,0,0,0,0,0,1,0,5.640555556,2,0,0,0,105.5,0,0,0,353,0,0,0,3,5.666666667,0,0,0,62.2,Del 1 al 31 de mayo
AAR732,11/05/2018,0,22,0,0,0,0,61.1,23,0,0,0,0,0,0,0,4.943055556,1,0,0,0,91.9,0,0,0,333,0,0,0,0,4.983333333,0,0,0,38.9,Del 1 al 31 de mayo
AAR732,12/05/2018,0,6,0,0,0,0,418.8,5,0,0,0,0,0,0,0,12.64888889,2,0,0,0,85.1,0,0,0,769,0,0,0,3,12.68333333,0,0,0,43.8,Del 1 al 31 de mayo
AAR732,13/05/2018,0,6,0,0,0,0,100.3,6,0,0,0,0,0,0,0,2.876111111,2,0,0,0,94.4,0,0,0,175,0,0,0,1,2.9,0,0,0,55.8,Del 1 al 31 de mayo
AAR732,14/05/2018,0,5,0,0,0,0,260.9,5,0,0,0,0,0,1,0,4.696944444,1,0,0,0,112.5,0,0,0,295,0,0,0,2,4.7,0,0,0,63.8,Del 1 al 31 de mayo
AAR732,15/05/2018,0,12,0,0,0,0,187.3,12,0,0,0,0,0,1,0,8.796666667,4,0,0,0,83.7,0,0,0,547,0,0,0,4,8.816666667,0,0,0,40.6,Del 1 al 31 de mayo
AAR732,16/05/2018,0,13,0,1,0,1,137.2,13,0,0,0,0,0,0,0,3.858888889,1,0,0,0,94.3,0,0,0,259,0,0,0,1,3.883333333,0,0,0,55.3,Del 1 al 31 de mayo
AAR732,17/05/2018,0,15,0,0,0,0,96.7,15,0,0,0,0,0,0,0,4.103055556,2,0,0,0,64.6,0,0,0,276,0,0,0,1,4.116666667,0,0,0,38.3,Del 1 al 31 de mayo
AAR732,18/05/2018,0,2,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0.805555556,0,0,0,0,7.6,0,0,0,59,0,0,0,0,0.816666667,0,0,0,6.6,Del 1 al 31 de mayo
AAR732,19/05/2018,0,3,0,0,0,0,32.2,3,0,0,0,0,0,0,0,1.840277778,0,0,0,0,72.1,0,0,0,121,0,0,0,0,1.85,0,0,0,40,Del 1 al 31 de mayo
AAR732,20/05/2018,0,7,0,0,0,1,72.1,7,0,0,0,0,0,0,0,3.400555556,1,0,0,0,71.5,0,0,0,221,0,0,0,1,3.433333333,0,0,0,36.7,Del 1 al 31 de mayo
AAR732,21/05/2018,0,6,0,0,0,0,1.4,6,0,0,0,0,0,0,0,0.709166667,0,0,0,0,11.2,0,0,0,60,0,0,0,0,0.716666667,0,0,0,8,Del 1 al 31 de mayo
AAR732,22/05/2018,0,17,0,0,0,0,141.9,17,0,0,0,0,0,0,0,4.957222222,0,0,0,0,109,0,0,0,328,0,0,0,0,4.983333333,0,0,0,46.5,Del 1 al 31 de mayo
AAR732,23/05/2018,0,8,0,1,0,1,156,8,0,0,0,0,0,0,0,4.401944444,0,0,0,0,83.9,0,0,0,284,0,0,0,0,4.416666667,0,0,0,51.1,Del 1 al 31 de mayo
AAR732,25/05/2018,0,15,0,0,0,0,15.9,15,0,0,0,0,0,0,0,4.818611111,0,0,0,0,44.9,1,0,0,320,0,0,0,0,4.85,0,0,0,15.8,Del 1 al 31 de mayo
AAR732,26/05/2018,0,24,0,0,0,0,246.4,24,0,0,0,0,0,0,0,6.816944444,0,0,0,0,96.2,0,0,0,447,0,0,0,0,6.85,0,0,0,53.4,Del 1 al 31 de mayo
AAR732,27/05/2018,0,11,0,0,0,0,3.3,11,0,0,0,0,0,0,0,2.504444444,0,0,0,0,21.1,0,0,0,173,0,0,0,0,2.516666667,0,0,0,10.3,Del 1 al 31 de mayo
AAR732,28/05/2018,0,10,0,0,0,0,271.9,10,0,0,0,0,0,0,0,6.431944444,0,0,0,0,89.7,0,0,0,405,0,0,0,0,6.45,0,0,0,54.7,Del 1 al 31 de mayo
AAR732,29/05/2018,0,7,0,0,0,0,1.5,7,0,0,0,0,0,0,0,0.782222222,0,0,0,0,24.7,0,0,0,66,0,0,0,0,0.8,0,0,0,10.2,Del 1 al 31 de mayo
AAR732,30/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR732,31/05/2018,0,6,0,0,0,0,7.7,6,0,0,0,0,0,0,0,1.703611111,0,0,0,0,30.2,0,0,0,119,0,0,0,0,1.716666667,0,0,0,14.5,Del 1 al 31 de mayo
AAR732,24/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,01/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,02/05/2018,0,7,0,0,0,0,8,7,0,0,0,0,0,0,0,2.381111111,0,0,0,0,78.5,0,0,0,158,0,0,0,0,2.383333333,0,0,0,34.1,Del 1 al 31 de mayo
AAR753,03/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,04/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,05/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,06/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,07/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,08/05/2018,0,1,0,0,0,0,0.3,1,0,0,0,0,0,0,0,0.120555556,0,0,0,0,12.2,0,0,0,18,0,0,0,0,0.116666667,0,0,0,10.2,Del 1 al 31 de mayo
AAR753,09/05/2018,0,2,0,1,0,1,0.1,2,0,0,0,0,0,0,0,0.120555556,0,0,0,0,0,0,0,0,19,0,0,0,0,0.116666667,0,0,0,0,Del 1 al 31 de mayo
AAR753,10/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,11/05/2018,0,11,0,6,0,6,128.6,11,0,0,0,0,0,0,0,6.098333333,3,0,0,0,99.1,0,0,0,388,0,0,0,3,6.116666667,0,0,0,42.6,Del 1 al 31 de mayo
AAR753,12/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,13/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,14/05/2018,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.451388889,0,0,0,0,0,0,0,0,37,0,0,0,0,0.45,0,0,0,0,Del 1 al 31 de mayo
AAR753,15/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,16/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,17/05/2018,0,13,0,8,0,8,0,12,0,0,0,0,0,0,0,0.334722222,0,0,0,0,5.8,0,0,0,40,0,0,0,0,0,0,0,0.033333333,5.8,Del 1 al 31 de mayo
AAR753,18/05/2018,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0.008055556,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,19/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,20/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,Del 1 al 31 de mayo
AAR753,21/05/2018,0,10,0,0,0,0,2,10,0,0,0,0,0,0,0,3.134722222,0,0,0,0,14.9,0,0,0,209,0,0,0,0,3.166666667,0,0,0,8.5,Del 1 al 31 de mayo
AAR753,22/05/2018,0,12,0,2,0,2,160.4,12,0,0,0,0,0,0,0,10.42472222,2,0,0,0,97.7,0,0,0,645,0,0,0,2,10.45,0,0,0,38.3,Del 1 al 31 de mayo
AAR753,23/05/2018,0,2,0,0,0,0,332.5,2,0,0,0,0,0,0,1,9.293055556,0,0,0,0,99.1,0,0,0,563,0,0,0,0,9.3,0,0,0,43,Del 1 al 31 de mayo
AAR753,25/05/2018,0,10,0,3,0,3,181.5,10,0,0,0,0,0,0,0,10.96416667,0,0,0,0,78.4,0,0,0,675,0,0,0,0,11,0,0,0,35.6,Del 1 al 31 de mayo
AAR753,26/05/2018,0,3,0,1,0,1,6.8,3,0,0,0,0,0,0,0,1.95,0,0,0,0,27.5,0,0,0,129,0,0,0,0,1.966666667,0,0,0,13.1,Del 1 al 31 de mayo
AAR753,27/05/2018,0,3,0,2,0,2,0,3,0,0,0,0,0,0,0,0.755277778,0,0,0,0,0,0,0,0,60,0,0,0,0,0.783333333,0,0,0,0,Del 1 al 31 de mayo
AAR753,28/05/2018,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,1.423055556,0,0,0,0,0,0,0,0,97,0,0,0,0,1.45,0,0,0,0,Del 1 al 31 de mayo
AAR753,29/05/2018,0,7,0,3,0,3,10,7,0,0,0,0,0,0,0,2.354444444,0,0,0,0,46.9,0,0,0,160,0,0,0,0,2.4,0,0,0,18.5,Del 1 al 31 de mayo
AAR753,30/05/2018,0,6,0,4,0,4,181.9,6,0,0,0,0,0,0,0,7.593333333,0,0,0,0,80.6,0,0,0,469,0,0,0,0,7.616666667,0,0,0,42.7,Del 1 al 31 de mayo
AAR753,31/05/2018,0,8,0,3,0,3,316.5,8,0,0,0,0,0,0,0,10.27555556,0,0,0,0,95.2,0,0,0,631,0,0,0,0,10.3,0,0,0,44.4,Del 1 al 31 de mayo
AAR753,24/05/2018,0,9,0,3,0,3,0.1,9,0,0,0,0,0,0,0,0.481388889,0,0,0,0,0,0,0,0,50,0,0,0,0,0.5,0,0,0,0,Del 1 al 31 de mayo
AAR753,01/05/2018,0,9,0,0,0,0,2.3,9,0,0,0,0,0,0,0,3.701666667,0,0,0,0,63.4,0,0,0,239,0,0,0,0,3.716666667,0,0,0,17.7,Del 1 al 31 de mayo
AAR753,02/05/2018,0,8,0,0,0,0,285.9,8,0,0,0,0,0,0,0,11.08861111,0,0,0,0,103.2,0,0,0,679,0,0,0,0,11.11666667,0,0,0,48.9,Del 1 al 31 de mayo
AAR753,03/05/2018,0,3,0,1,0,1,298.2,3,0,0,0,0,0,0,0,7.850833333,0,0,0,0,94.7,0,0,0,479,0,0,0,0,7.866666667,0,0,0,57.7,Del 1 al 31 de mayo
AAR753,04/05/2018,0,7,0,1,0,1,7,7,0,0,0,0,0,0,0,8.04,0,0,0,0,30.7,0,0,0,498,0,0,0,0,8.066666667,0,0,0,15.5,Del 1 al 31 de mayo
