Placas - ALIAS,Placa,Fecha,Aceleracion Fuerte,Acelerada rango alto,Acelerada rango medio,Acelerada rango vel bajo,Alarma Perdida Combustible,apagado del vehiculo,Apertura Puerta Carga,Autoreporte,Autorreporte Satelital,Cierre Puerta Carga,Control de audio,Desenganche,Distancia Calculada (Km),Distancia Recorrida (Km),encendido del vehiculo,Enganche,Estado antena gps,Exceso de velocidad,Exceso de Velocidad Zona Equipo,Exceso de Velocidad Zonas y Rutas,Falla Sensor Combustible,Fallo de bateria backup,Fallo de Bateria Principal,Fin carga de bateria,Fin Exceso de Velocidad,Frenada Fuerte,Frenada rango alto,Frenada rango de vel bajo,Frenada rango medio,Fuera del rango de velocidad,GPS FIX,GSM GPS Info,Horometro,Ingreso a,Inicio carga bateria,Interrogacion posicion,Interrogacion posicion Llamada,Interrogacion satelital,Lectura por Distancia o Tiempo,Maxima Velocidad,Mensaje Satelital,Mensaje SkyTrack,Movimiento Ilegal,Nivel bajo de bateria,Panico,Paquete satelital,Por tiempo de lectura,Pta cabina,Puerta carga abierta,Puerta carga cerrada,Salida de,Sensor de Temperatura dentro del Rango temp1,Sensor de Temperatura dentro del Rango temp2,Sobrepaso Inferior temp1,Sobrepaso Inferior temp2,Sobrepaso Superior temp1,Sobrepaso Superior temp2,Tiempo de Actividad,Tiempo en Exceso de velocidad,Tiempo fuera del rango de velocidad,Tiempo Ralenti,Velocidad Promedio,Mins. Fuera de Limite
CMR408,CMR408,22/04/2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMR408,CMR408,23/04/2018,0,0,0,0,0,10,0,0,0,0,0,0,0,151.3,10,0,0,0,0,0,5,0,0,11,0,0,0,0,0,5,0,0,7.2025,0,12,0,0,0,0,108.4,0,0,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,7.233333333,0,0.1,0,42.7,6
CMR408,CMR408,24/04/2018,0,0,0,0,0,10,0,0,0,1,0,0,0,16.1,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4.629166667,0,11,0,0,0,0,49.2,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,4.666666667,0,0,0,16,0
CMR408,CMR408,25/04/2018,0,0,0,0,0,7,0,0,0,0,0,0,0,18.6,8,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2.875,0,6,0,0,0,0,46.2,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,2.916666667,0,0,0,18.8,0
CMR408,CMR408,26/04/2018,0,0,0,0,0,25,0,0,0,0,0,0,0,147.5,24,0,0,0,0,0,8,0,0,24,0,0,0,0,0,2,0,0,9.373888889,0,24,0,0,0,0,101.9,0,0,4,0,0,0,332,0,0,0,0,0,0,0,0,0,0,9.433333333,0,0.066666667,1.4,42.5,4
CMR408,CMR408,27/04/2018,0,0,0,0,1,23,0,0,0,0,0,0,0,161.5,23,0,0,0,0,0,0,0,0,20,0,1,0,0,0,5,0,0,8.331111111,0,22,0,0,0,0,99.9,0,0,9,0,0,0,302,0,0,0,0,0,0,0,0,0,0,8.35,0,0.1,0.2,46.2,6
CMR408,CMR408,28/04/2018,0,0,0,0,1,2,0,0,0,0,0,0,0,2.8,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.244722222,0,3,0,0,0,0,10.6,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,8,0
CMR408,CMR408,29/04/2018,0,0,0,0,0,6,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.992222222,0,7,0,0,0,0,13.9,0,0,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,0
CMR408,CMR408,30/04/2018,0,0,0,0,1,14,0,0,0,0,0,0,0,30.8,14,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,6.476944444,0,18,0,0,0,0,55.8,0,0,5,0,0,0,228,0,0,0,0,0,0,0,0,0,0,6.516666667,0,0,1.05,20.3,0
CMR408,CMR408,01/05/2018,0,0,0,0,0,2,1,0,0,0,0,0,0,2.7,1,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,2.248333333,0,2,0,0,0,0,11.9,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,8.7,0
CMR408,CMR408,02/05/2018,0,0,0,0,1,13,0,0,0,0,0,0,0,27.2,13,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,4.314444444,0,11,0,0,0,0,53.1,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,24,0
CMR408,CMR408,03/05/2018,0,0,0,0,1,12,0,0,0,0,0,0,0,32.8,13,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,5.749444444,0,15,0,0,0,0,54.9,0,0,4,0,0,0,211,0,0,0,0,0,0,0,0,0,0,5.816666667,0,0,0,22.9,0
CMR408,CMR408,04/05/2018,0,0,0,0,0,13,0,0,0,0,0,0,0,125.6,12,0,0,0,0,0,1,0,0,16,0,1,0,0,0,5,0,0,6.611666667,0,18,0,0,0,0,102.3,0,0,3,0,0,0,234,0,0,0,0,0,0,0,0,0,0,6.7,0,0.05,0,41,3
COH679,COH679,05/04/2018,0,0,0,0,0,5,0,5,0,0,0,0,0,2.54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633333333,0,0,0,9.2,0
COH679,COH679,06/04/2018,0,0,0,0,0,14,0,3,0,0,0,0,0,49.54,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.783333333,0,0,0,22.1,0
COH679,COH679,07/04/2018,0,0,0,0,0,29,0,2,0,0,0,0,0,37.71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.983333333,0,0,0,23.6,0
COH679,COH679,08/04/2018,0,0,0,0,0,3,0,7,0,0,0,0,0,0.57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,9.2,0
COH679,COH679,09/04/2018,0,0,0,0,0,25,0,2,0,0,0,0,0,116.87,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.216666667,0,0,0,34.3,0
COH679,COH679,10/04/2018,0,0,0,0,0,15,0,2,0,0,0,0,0,44.19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.133333333,0,0,0,27,0
COH679,COH679,11/04/2018,0,0,0,0,0,28,0,2,0,0,0,0,0,72.19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.183333333,0,0,0,30.7,0
COH679,COH679,12/04/2018,0,0,0,0,0,22,0,3,0,0,0,0,0,56.16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233333333,0,0,0,20.3,0
COH679,COH679,13/04/2018,0,0,0,0,0,23,0,2,0,0,0,0,0,77.71,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,31.2,0
COH679,COH679,14/04/2018,0,0,0,0,0,22,0,1,0,0,0,0,0,28.96,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.983333333,0,0,0,21.3,0
COH679,COH679,15/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COH679,COH679,16/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,0,24.49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683333333,0,0,0,29.9,0
COH679,COH679,17/04/2018,0,0,0,0,0,17,0,2,0,0,0,0,0,122.65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,64.8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6.1,0,0,0,29.5,0
COH679,COH679,18/04/2018,0,0,0,0,0,16,0,3,0,0,0,0,0,83.13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.783333333,0,0,0,36.5,0
COH679,COH679,19/04/2018,0,0,0,0,0,16,0,2,0,0,0,0,0,94.55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.566666667,0,0,0,35.9,0
COH679,COH679,20/04/2018,0,0,0,0,0,30,0,1,0,0,0,0,0,136.98,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.633333333,0,0,0,36.1,0
COH679,COH679,21/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,0,25.26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816666667,0,0,0,29.7,0
COH679,COH679,22/04/2018,0,0,0,0,0,10,0,5,0,0,0,0,0,6.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,14.2,0
COH679,COH679,23/04/2018,0,0,0,0,0,23,0,4,0,0,0,0,0,67.81,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5.15,0,0,0,24.8,0
COH679,COH679,24/04/2018,0,0,0,0,0,7,0,5,0,0,0,0,0,117.54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.733333333,0,0,0,33.6,0
COH679,COH679,25/04/2018,0,0,0,0,0,19,0,3,0,0,0,0,0,31.37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.266666667,0,0,0,20.4,0
COH679,COH679,26/04/2018,0,0,0,0,0,27,0,3,0,0,0,0,0,107.54,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.083333333,0,0,0,30.9,0
COH679,COH679,27/04/2018,0,0,0,0,0,26,0,2,0,0,0,0,0,46.48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,22.7,0
COH679,COH679,28/04/2018,0,0,0,0,0,8,0,6,0,0,0,0,0,20.22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,28.7,0
COH679,COH679,29/04/2018,0,0,0,0,0,7,0,8,0,0,0,0,0,1.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,10.4,0
COH679,COH679,30/04/2018,0,0,0,0,0,18,0,3,0,0,0,0,0,54.08,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53.7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4.833333333,0,0,0,22.4,0
COH679,COH679,01/05/2018,0,0,0,0,0,3,0,7,0,0,0,0,0,1.76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,11.4,0
COH679,COH679,02/05/2018,0,0,0,0,0,19,0,3,0,0,0,0,0,72.74,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,32.6,0
COH679,COH679,03/05/2018,0,0,0,0,0,19,0,3,0,0,0,0,0,40.15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.183333333,0,0,0,20.7,0
COH679,COH679,04/05/2018,0,0,0,0,0,22,0,2,0,0,0,0,0,81.53,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.25,0,0,0,28,0
COL124,COL124,05/04/2018,0,0,0,0,0,9,0,3,0,0,1,0,0,74.92,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,33,0
COL124,COL124,06/04/2018,0,0,0,0,0,3,0,7,0,0,0,0,0,6.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016666667,0,0,0,11.6,0
COL124,COL124,07/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL124,COL124,08/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL124,COL124,09/04/2018,0,0,0,0,0,10,0,4,0,0,0,0,0,104.37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.133333333,0,0,0,22.5,0
COL124,COL124,10/04/2018,0,0,0,0,0,3,0,6,0,0,0,0,0,0.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,10.5,0
COL124,COL124,11/04/2018,0,0,0,0,0,2,0,6,0,0,0,0,0,0.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0
COL124,COL124,12/04/2018,0,0,0,0,0,5,0,6,0,0,0,0,0,27.99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,17.9,0
COL124,COL124,13/04/2018,0,0,0,0,0,21,0,4,0,0,0,0,0,93.32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733333333,0,0,0,44.7,0
COL124,COL124,14/04/2018,0,0,0,0,0,19,0,4,0,0,0,0,0,115.07,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,0,0,0,43.4,0
COL124,COL124,15/04/2018,0,0,0,0,0,15,0,4,0,0,0,0,0,67.59,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,29.1,0
COL124,COL124,16/04/2018,0,0,0,0,0,13,0,5,0,0,0,0,0,62.88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983333333,0,0,0,46.4,0
COL124,COL124,17/04/2018,0,0,0,0,0,9,0,4,0,0,0,0,0,56.86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583333333,0,0,0,23.9,0
COL124,COL124,18/04/2018,0,0,0,0,0,18,0,3,0,0,0,0,0,113.98,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,0,0,0,34.4,0
COL124,COL124,19/04/2018,0,0,0,0,0,6,0,6,0,0,0,0,0,13.72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.4,0
COL124,COL124,20/04/2018,0,0,0,0,0,1,0,6,0,0,1,0,0,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,5.6,0
COL124,COL124,21/04/2018,0,0,0,0,0,9,0,4,0,0,0,0,0,55.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.766666667,0,0,0,26.2,0
COL124,COL124,22/04/2018,0,0,0,0,0,1,0,8,0,0,0,0,0,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333,0,0,0,9,0
COL124,COL124,23/04/2018,0,0,0,0,0,6,0,5,0,0,0,0,0,77.07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.933333333,0,0,0,34.3,0
COL124,COL124,24/04/2018,0,0,0,0,0,13,0,4,0,0,0,0,0,125.68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,34.1,0
COL124,COL124,25/04/2018,0,0,0,0,0,7,0,4,0,0,0,0,0,108.98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.033333333,0,0,0,29.1,0
COL124,COL124,26/04/2018,0,0,0,0,0,7,0,5,0,0,0,0,0,38.21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.066666667,0,0,0,25.6,0
COL124,COL124,27/04/2018,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL124,COL124,28/04/2018,0,0,0,0,0,15,0,4,0,0,0,0,0,153.89,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.116666667,0,0,0,30.1,0
COL124,COL124,29/04/2018,0,0,0,0,0,18,0,3,0,0,0,0,0,23.35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033333333,0,0,0,27.7,0
COL124,COL124,30/04/2018,0,0,0,0,0,8,0,5,0,0,0,0,0,70.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433333333,0,0,0,30.9,0
COL124,COL124,01/05/2018,0,0,0,0,0,4,0,6,0,0,0,0,0,30.23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,28.9,0
COL124,COL124,02/05/2018,0,0,0,0,0,10,0,4,0,0,0,0,0,126.42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.883333333,0,0,0,32.3,0
COL124,COL124,03/05/2018,0,0,0,0,0,23,0,3,0,0,0,0,0,186.79,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.233333333,0,0,0,38.7,0
COL124,COL124,04/05/2018,0,0,0,0,0,14,0,6,0,0,0,0,0,22.13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016666667,0,0,0,15.9,0
CPB976,CPB976,05/04/2018,0,0,0,0,0,23,0,0,0,0,0,0,0,87.5,23,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,4.581111111,0,5,0,0,0,0,74.1,0,0,76,0,0,0,216,45,0,0,0,0,0,0,0,0,0,4.616666667,0,0,0,29.4,0
CPB976,CPB976,06/04/2018,0,0,0,0,0,26,0,0,0,0,0,0,0,109.1,26,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5.663055556,0,10,0,0,0,0,63.6,0,0,57,0,0,0,252,17,0,0,0,0,0,0,0,0,0,5.716666667,0,0,0,27.2,0
CPB976,CPB976,07/04/2018,0,0,0,0,0,14,0,0,0,0,0,0,0,47.9,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2.792777778,0,9,0,0,0,0,54.9,0,0,55,0,0,0,139,12,0,0,0,0,0,0,0,0,0,2.816666667,0,0,0,24.5,0
CPB976,CPB976,08/04/2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.154722222,0,3,0,0,0,0,18.1,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,18.1,0
CPB976,CPB976,09/04/2018,0,0,0,0,0,16,0,0,0,0,0,0,0,43.4,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2.401111111,0,7,0,0,0,0,59.2,0,0,53,0,0,0,149,22,0,0,0,0,0,0,0,0,0,2.433333333,0,0,0,23.8,0
CPB976,CPB976,10/04/2018,0,0,0,0,0,31,0,0,0,0,0,0,0,43,31,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3.241666667,0,8,0,0,0,0,46.1,0,0,105,0,0,0,206,44,0,0,0,0,0,0,0,0,0,3.283333333,0,0,0,20.2,0
CPB976,CPB976,11/04/2018,0,0,0,0,0,35,0,0,0,0,0,0,0,120.5,35,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7.278888889,0,8,0,0,0,0,69.3,0,0,90,0,0,0,324,91,0,0,0,0,0,0,0,0,0,7.333333333,0,0,0,23.9,0
CPB976,CPB976,12/04/2018,0,0,0,0,0,21,0,0,0,0,0,0,0,31,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3.206111111,0,5,0,0,0,0,41.8,0,0,26,0,0,0,164,39,0,0,0,0,0,0,0,0,0,3.233333333,0,0,0,16.9,0
CPB976,CPB976,13/04/2018,0,0,0,0,0,25,0,0,0,0,0,0,0,85.3,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4.625,0,6,0,0,0,0,67.6,0,0,47,0,0,0,204,12,0,0,0,0,0,0,0,0,0,4.65,0,0,0,24.4,0
CPB976,CPB976,14/04/2018,0,0,0,0,0,24,0,0,0,0,0,0,0,87.6,24,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3.705,0,7,0,0,0,0,69.2,0,0,39,0,0,0,190,9,0,0,0,0,0,0,0,0,0,3.733333333,0,0,0,29.8,0
CPB976,CPB976,15/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPB976,CPB976,16/04/2018,0,0,0,0,0,24,0,0,0,0,0,0,0,43.3,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4.330833333,0,5,0,0,0,0,47.6,0,0,56,0,0,0,202,2,0,0,0,0,0,0,0,0,0,4.35,0,0,0,20.9,0
CPB976,CPB976,17/04/2018,0,0,0,0,0,28,0,0,0,0,0,0,0,56.7,28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4.654166667,0,9,0,0,0,0,48.5,0,0,71,0,0,0,241,86,0,0,0,0,0,0,0,0,0,4.683333333,0,0,0,19.7,0
CPB976,CPB976,18/04/2018,0,0,0,0,0,30,0,0,0,0,0,0,0,48.4,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4.616111111,0,7,0,0,0,0,49.5,0,0,55,0,0,0,241,5,0,0,0,0,0,0,0,0,0,4.65,0,0,0,17,0
