"product_name","promotion_name","product_family","recyclable_package","media_type","has_promotion","promotion_duration_days","promotion_unit_cost","sales","estimate"
"BBB Best Decaf Coffee","Green Light Days","Drink",1,"Street Handout",1,2,13342,5.14,5.74202318473457
"BBB Best Decaf Coffee","Pick Your Savings","Drink",1,"Sunday Paper",1,3,6725,7.71,5.74202318473457
"BBB Best Decaf Coffee","Price Slashers","Drink",1,"Sunday Paper Radio TV",1,1,8621,7.71,5.74202318473457
"BBB Best Decaf Coffee","Sales Days","Drink",1,"Daily Paper",1,2,9166,7.71,5.74202318473457
"BBB Best Decaf Coffee","Save-It Sale","Drink",1,"Daily Paper Radio",1,2,6484,7.71,5.74202318473457
"BBB Best Decaf Coffee","Savings Galore","Drink",1,"Sunday Paper Radio TV",1,1,6165,7.71,5.74202318473457
"BBB Best Decaf Coffee","Super Savers","Drink",1,"Sunday Paper Radio",1,2,6499,7.71,5.74202318473457
"BBB Best Decaf Coffee","Super Savers","Drink",1,"Sunday Paper Radio",1,4,9496,5.14,5.74202318473457
"BBB Best Decaf Coffee","Super Wallet Savers","Drink",1,"Cash Register Handout",1,2,14019,5.14,5.74202318473457
"BBB Best Decaf Coffee","Unbeatable Price Savers","Drink",1,"Product Attachment",1,4,12436,10.28,5.74202318473457
"BBB Best Decaf Coffee","Weekend Markdown","Drink",1,"Daily Paper Radio TV",1,3,7524,5.14,5.74202318473457
"BBB Best Decaf Coffee","You Save Days","Drink",1,"Bulk Mail",1,4,13181,7.71,5.74202318473457
"BBB Best Extra Chunky Peanut Butter","'No Promotion","Food",0,"No Media",0,0,0,289.12,265.19826956013
"BBB Best Extra Chunky Peanut Butter","Dimes Off","Food",0,"Daily Paper Radio TV",1,2,9647,5.56,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Dimes Off","Food",0,"In-Store Coupon",1,3,10165,2.78,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Dollar Days","Food",0,"Daily Paper Radio",1,3,13881,5.56,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Double Your Savings","Food",0,"Radio",1,2,9443,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Green Light Days","Food",0,"Daily Paper",1,2,6627,5.56,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","High Roller Savings","Food",0,"Daily Paper",1,4,10184,5.56,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","One Day Sale","Food",0,"Daily Paper Radio TV",1,1,11729,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Price Cutters","Food",0,"Product Attachment",1,4,12920,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Price Destroyers","Food",0,"Sunday Paper Radio",1,4,11505,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Price Savers","Food",0,"Product Attachment",1,3,6227,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Price Savers","Food",0,"Street Handout",1,2,11513,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Sales Days","Food",0,"Daily Paper",1,2,9166,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Save-It Sale","Food",0,"Daily Paper Radio TV",1,3,8937,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Saving Days","Food",0,"Daily Paper Radio",1,2,11836,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Shelf Clearing Days","Food",0,"In-Store Coupon",1,1,10921,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Shelf Clearing Days","Food",0,"Radio",1,3,9977,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Shelf Emptiers","Food",0,"Sunday Paper Radio TV",1,3,8969,19.46,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Three for One","Food",0,"Product Attachment",1,3,12247,11.12,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Two Day Sale","Food",0,"Daily Paper",1,3,10365,8.34,6.63494354512949
"BBB Best Extra Chunky Peanut Butter","Weekend Markdown","Food",0,"Street Handout",1,2,5337,5.56,6.63494354512949
"BBB Best French Roast Coffee","'No Promotion","Drink",0,"No Media",0,0,0,507.99,263.302557621294
"BBB Best French Roast Coffee","Bag Stuffers","Drink",0,"In-Store Coupon",1,3,11589,8.61,4.73923160629355
"BBB Best French Roast Coffee","Cash Register Lottery","Drink",0,"In-Store Coupon",1,29,9578,8.61,4.73923160629355
"BBB Best French Roast Coffee","Green Light Days","Drink",0,"Daily Paper",1,2,6627,11.48,4.73923160629355
"BBB Best French Roast Coffee","High Roller Savings","Drink",0,"Daily Paper",1,4,10184,17.22,4.73923160629355
"BBB Best French Roast Coffee","Mystery Sale","Drink",0,"Bulk Mail",1,2,8497,8.61,4.73923160629355
"BBB Best French Roast Coffee","Price Savers","Drink",0,"Cash Register Handout",1,3,12820,14.35,4.73923160629355
"BBB Best French Roast Coffee","Price Winners","Drink",0,"Cash Register Handout",1,3,9521,11.48,4.73923160629355
"BBB Best French Roast Coffee","Price Winners","Drink",0,"Street Handout",1,2,6879,8.61,4.73923160629355
"BBB Best French Roast Coffee","Sales Galore","Drink",0,"Bulk Mail",1,2,9655,11.48,4.73923160629355
"BBB Best French Roast Coffee","Sales Galore","Drink",0,"Product Attachment",1,3,14908,5.74,4.73923160629355
"BBB Best French Roast Coffee","Save-It Sale","Drink",0,"Daily Paper Radio TV",1,3,8937,11.48,4.73923160629355
"BBB Best French Roast Coffee","Savings Galore","Drink",0,"Street Handout",1,3,13853,11.48,4.73923160629355
"BBB Best French Roast Coffee","Shelf Emptiers","Drink",0,"Bulk Mail",1,2,11786,11.48,4.73923160629355
"BBB Best French Roast Coffee","Two Day Sale","Drink",0,"Sunday Paper",1,3,11205,5.74,4.73923160629355
"BBB Best French Roast Coffee","Unbeatable Price Savers","Drink",0,"Daily Paper Radio TV",1,3,13777,5.74,4.73923160629355
"BBB Best French Roast Coffee","You Save Days","Drink",0,"Bulk Mail",1,4,13181,8.61,4.73923160629355
"BBB Best Grape Jam","'No Promotion","Food",0,"No Media",0,0,0,273.6,265.19826956013
"BBB Best Grape Jam","Cash Register Lottery","Food",0,"Daily Paper Radio",1,29,5986,5.7,6.63494354512949
"BBB Best Grape Jam","Double Down Sale","Food",0,"Daily Paper",1,1,5596,3.8,6.63494354512949
"BBB Best Grape Jam","Free For All","Food",0,"Sunday Paper Radio",1,3,12624,5.7,6.63494354512949
"BBB Best Grape Jam","Green Light Days","Food",0,"Street Handout",1,2,13342,5.7,6.63494354512949
"BBB Best Grape Jam","High Roller Savings","Food",0,"Daily Paper",1,4,10184,5.7,6.63494354512949
"BBB Best Grape Jam","Money Savers","Food",0,"Cash Register Handout",1,4,5301,5.7,6.63494354512949
"BBB Best Grape Jam","One Day Sale","Food",0,"Cash Register Handout",1,1,6759,3.8,6.63494354512949
"BBB Best Grape Jam","Price Slashers","Food",0,"Sunday Paper Radio TV",1,3,10044,9.5,6.63494354512949
"BBB Best Grape Jam","Save-It Sale","Food",0,"Daily Paper Radio TV",1,3,8937,5.7,6.63494354512949
"BBB Best Grape Jam","Savings Galore","Food",0,"Street Handout",1,3,13853,5.7,6.63494354512949
"BBB Best Grape Jam","Shelf Emptiers","Food",0,"Street Handout",1,4,13734,5.7,6.63494354512949
"BBB Best Grape Jam","Three for One","Food",0,"Product Attachment",1,3,12247,5.7,6.63494354512949
"BBB Best Grape Jam","Three for One","Food",0,"Sunday Paper",1,2,11825,5.7,6.63494354512949
"BBB Best Grape Jam","Unbeatable Price Savers","Food",0,"Daily Paper",1,4,9469,1.9,6.63494354512949
"BBB Best Grape Jam","You Save Days","Food",0,"Bulk Mail",1,4,13181,11.4,6.63494354512949
"BBB Best Grape Jam","You Save Days","Food",0,"TV",1,2,10822,5.7,6.63494354512949
"BBB Best Grape Jelly","'No Promotion","Food",1,"No Media",0,0,0,278.53,266.201061138571
"BBB Best Grape Jelly","Bye Bye Baby","Food",1,"TV",1,4,6292,4.83,7.63773512357051
"BBB Best Grape Jelly","Cash Register Lottery","Food",1,"Sunday Paper Radio",1,29,12361,4.83,7.63773512357051
"BBB Best Grape Jelly","Double Down Sale","Food",1,"Street Handout",1,2,9085,6.44,7.63773512357051
"BBB Best Grape Jelly","Double Down Sale","Food",1,"Street Handout",1,3,5919,4.83,7.63773512357051
"BBB Best Grape Jelly","Green Light Days","Food",1,"Street Handout",1,2,13342,4.83,7.63773512357051
"BBB Best Grape Jelly","Green Light Special","Food",1,"In-Store Coupon",1,2,12302,3.22,7.63773512357051
"BBB Best Grape Jelly","Money Savers","Food",1,"Cash Register Handout",1,4,5301,6.44,7.63773512357051
"BBB Best Grape Jelly","One Day Sale","Food",1,"Daily Paper Radio TV",1,1,11729,4.83,7.63773512357051
"BBB Best Grape Jelly","Price Destroyers","Food",1,"Sunday Paper Radio",1,4,11505,4.83,7.63773512357051
"BBB Best Grape Jelly","Price Savers","Food",1,"Cash Register Handout",1,3,12820,4.83,7.63773512357051
"BBB Best Grape Jelly","Price Winners","Food",1,"Cash Register Handout",1,3,9521,3.22,7.63773512357051
"BBB Best Grape Jelly","Price Winners","Food",1,"Street Handout",1,2,6879,6.44,7.63773512357051
"BBB Best Grape Jelly","Sales Galore","Food",1,"TV",1,2,10616,6.44,7.63773512357051
"BBB Best Grape Jelly","Save-It Sale","Food",1,"Daily Paper Radio",1,2,6484,4.83,7.63773512357051
"BBB Best Grape Jelly","Savings Galore","Food",1,"Street Handout",1,3,13853,3.22,7.63773512357051
"BBB Best Grape Jelly","Super Duper Savers","Food",1,"Cash Register Handout",1,4,12950,3.22,7.63773512357051
"BBB Best Grape Jelly","Super Savers","Food",1,"TV",1,4,11498,3.22,7.63773512357051
"BBB Best Grape Jelly","You Save Days","Food",1,"Sunday Paper",1,4,5127,6.44,7.63773512357051
"BBB Best Grape Preserves","'No Promotion","Food",0,"No Media",0,0,0,308.21,265.19826956013
"BBB Best Grape Preserves","Bag Stuffers","Food",0,"Product Attachment",1,4,8262,10.36,6.63494354512949
"BBB Best Grape Preserves","Big Promo","Food",0,"Cash Register Handout",1,2,12388,7.77,6.63494354512949
"BBB Best Grape Preserves","Dimes Off","Food",0,"Daily Paper Radio TV",1,2,9647,12.95,6.63494354512949
"BBB Best Grape Preserves","Double Your Savings","Food",0,"Radio",1,2,9443,7.77,6.63494354512949
"BBB Best Grape Preserves","Mystery Sale","Food",0,"Sunday Paper Radio",1,3,9700,7.77,6.63494354512949
"BBB Best Grape Preserves","One Day Sale","Food",0,"Daily Paper Radio TV",1,3,13175,10.36,6.63494354512949
"BBB Best Grape Preserves","Pick Your Savings","Food",0,"Sunday Paper",1,3,6725,10.36,6.63494354512949
"BBB Best Grape Preserves","Price Cutters","Food",0,"Product Attachment",1,4,12920,7.77,6.63494354512949
"BBB Best Grape Preserves","Price Savers","Food",0,"Cash Register Handout",1,3,12820,20.72,6.63494354512949
"BBB Best Grape Preserves","Price Savers","Food",0,"Product Attachment",1,3,6227,7.77,6.63494354512949
"BBB Best Grape Preserves","Price Slashers","Food",0,"Sunday Paper Radio TV",1,1,8621,7.77,6.63494354512949
"BBB Best Grape Preserves","Two Day Sale","Food",0,"Sunday Paper",1,3,12688,7.77,6.63494354512949
"BBB Best Grape Preserves","You Save Days","Food",0,"Bulk Mail",1,4,13181,7.77,6.63494354512949
"BBB Best Hot Chocolate","'No Promotion","Drink",1,"No Media",0,0,0,360.31,264.305349199735
"BBB Best Hot Chocolate","Bag Stuffers","Drink",1,"In-Store Coupon",1,3,11589,10.52,5.74202318473457
"BBB Best Hot Chocolate","Dimes Off","Drink",1,"Daily Paper Radio TV",1,2,9647,10.52,5.74202318473457
"BBB Best Hot Chocolate","Double Down Sale","Drink",1,"Daily Paper",1,1,5596,7.89,5.74202318473457
"BBB Best Hot Chocolate","High Roller Savings","Drink",1,"Daily Paper",1,4,10184,7.89,5.74202318473457
"BBB Best Hot Chocolate","Sales Galore","Drink",1,"Product Attachment",1,3,14908,5.26,5.74202318473457
"BBB Best Hot Chocolate","Save-It Sale","Drink",1,"Product Attachment",1,3,6025,5.26,5.74202318473457
"BBB Best Hot Chocolate","Super Duper Savers","Drink",1,"Daily Paper",1,1,9100,10.52,5.74202318473457
"BBB Best Hot Chocolate","Super Savers","Drink",1,"In-Store Coupon",1,4,13466,5.26,5.74202318473457
"BBB Best Hot Chocolate","Super Savers","Drink",1,"Sunday Paper Radio",1,2,6499,7.89,5.74202318473457
"BBB Best Hot Chocolate","Three for One","Drink",1,"Sunday Paper",1,2,11825,5.26,5.74202318473457
"BBB Best Hot Chocolate","Unbeatable Price Savers","Drink",1,"Sunday Paper Radio",1,2,7845,5.26,5.74202318473457
"BBB Best Hot Chocolate","Weekend Markdown","Drink",1,"Street Handout",1,2,5337,7.89,5.74202318473457
"BBB Best Low Fat Apple Butter","'No Promotion","Food",1,"No Media",0,0,0,85.68,266.201061138571
"BBB Best Low Fat Apple Butter","Big Promo","Food",1,"Cash Register Handout",1,2,12388,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","Big Time Discounts","Food",1,"Product Attachment",1,2,10993,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","Double Down Sale","Food",1,"Daily Paper",1,1,5596,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","Price Cutters","Food",1,"Cash Register Handout",1,3,14552,1.68,7.63773512357051
"BBB Best Low Fat Apple Butter","Price Cutters","Food",1,"Radio",1,2,13399,0.56,7.63773512357051
"BBB Best Low Fat Apple Butter","Price Destroyers","Food",1,"Sunday Paper",1,3,12144,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","Price Savers","Food",1,"Sunday Paper Radio",1,1,11170,2.24,7.63773512357051
"BBB Best Low Fat Apple Butter","Sales Days","Food",1,"Daily Paper",1,2,9166,1.68,7.63773512357051
"BBB Best Low Fat Apple Butter","Sales Galore","Food",1,"TV",1,2,10616,2.24,7.63773512357051
"BBB Best Low Fat Apple Butter","Save-It Sale","Food",1,"Product Attachment",1,3,6025,2.8,7.63773512357051
"BBB Best Low Fat Apple Butter","Shelf Emptiers","Food",1,"Daily Paper Radio TV",1,3,10789,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","Unbeatable Price Savers","Food",1,"Daily Paper Radio TV",1,3,13777,2.24,7.63773512357051
"BBB Best Low Fat Apple Butter","Wallet Savers","Food",1,"Sunday Paper Radio TV",1,4,7995,1.12,7.63773512357051
"BBB Best Low Fat Apple Butter","You Save Days","Food",1,"Bulk Mail",1,4,13181,2.24,7.63773512357051
"BBB Best Oregano","'No Promotion","Food",1,"No Media",0,0,0,76.32,266.201061138571
"BBB Best Oregano","Best Savings","Food",1,"Radio",1,4,13141,1.59,7.63773512357051
"BBB Best Oregano","Big Promo","Food",1,"Sunday Paper",1,2,5112,2.12,7.63773512357051
"BBB Best Oregano","Big Time Discounts","Food",1,"Product Attachment",1,2,10993,1.59,7.63773512357051
"BBB Best Oregano","Dollar Cutters","Food",1,"Daily Paper Radio TV",1,2,14418,2.65,7.63773512357051
"BBB Best Oregano","Dollar Days","Food",1,"Sunday Paper",1,1,14304,1.59,7.63773512357051
"BBB Best Oregano","Green Light Days","Food",1,"Street Handout",1,2,13342,1.59,7.63773512357051
"BBB Best Oregano","Green Light Special","Food",1,"In-Store Coupon",1,2,12302,3.18,7.63773512357051
"BBB Best Oregano","Money Savers","Food",1,"Cash Register Handout",1,4,5301,1.59,7.63773512357051
"BBB Best Oregano","Price Cutters","Food",1,"Product Attachment",1,4,12920,1.59,7.63773512357051
"BBB Best Oregano","Price Savers","Food",1,"Cash Register Handout",1,3,12820,1.06,7.63773512357051
"BBB Best Oregano","Sales Days","Food",1,"Daily Paper Radio TV",1,3,9771,1.59,7.63773512357051
"BBB Best Oregano","Shelf Emptiers","Food",1,"Bulk Mail",1,2,11786,2.12,7.63773512357051
"BBB Best Oregano","Super Savers","Food",1,"Sunday Paper Radio",1,2,6499,2.12,7.63773512357051
"BBB Best Oregano","Super Wallet Savers","Food",1,"Cash Register Handout",1,2,14019,1.59,7.63773512357051
"BBB Best Oregano","Three for One","Food",1,"Product Attachment",1,3,12247,1.59,7.63773512357051
"BBB Best Oregano","Two Day Sale","Food",1,"Sunday Paper",1,3,12688,1.59,7.63773512357051
"BBB Best Pepper","'No Promotion","Food",0,"No Media",0,0,0,124.64,265.19826956013
"BBB Best Pepper","Big Promo","Food",0,"Cash Register Handout",1,2,12388,2.28,6.63494354512949
"BBB Best Pepper","Big Promo","Food",0,"Sunday Paper",1,2,5112,3.04,6.63494354512949
"BBB Best Pepper","Cash Register Lottery","Food",0,"Sunday Paper Radio",1,29,12361,2.28,6.63494354512949
"BBB Best Pepper","Dimes Off","Food",0,"Daily Paper Radio TV",1,2,9647,2.28,6.63494354512949
"BBB Best Pepper","Free For All","Food",0,"Street Handout",1,1,5518,2.28,6.63494354512949
"BBB Best Pepper","High Roller Savings","Food",0,"Daily Paper",1,4,10184,3.04,6.63494354512949
"BBB Best Pepper","I Cant Believe It Sale","Food",0,"Product Attachment",1,4,14746,3.8,6.63494354512949
"BBB Best Pepper","One Day Sale","Food",0,"In-Store Coupon",1,2,9307,1.52,6.63494354512949
"BBB Best Pepper","Price Savers","Food",0,"Product Attachment",1,3,6227,2.28,6.63494354512949
"BBB Best Pepper","Sales Days","Food",0,"Daily Paper Radio TV",1,3,9771,2.28,6.63494354512949
"BBB Best Pepper","Sales Galore","Food",0,"Product Attachment",1,3,14908,2.28,6.63494354512949
"BBB Best Pepper","Super Wallet Savers","Food",0,"Cash Register Handout",1,2,14019,3.04,6.63494354512949
"BBB Best Pepper","Super Wallet Savers","Food",0,"Daily Paper Radio",1,4,10914,3.04,6.63494354512949
"BBB Best Pepper","Three for One","Food",0,"Sunday Paper",1,2,11825,1.52,6.63494354512949
"BBB Best Pepper","Unbeatable Price Savers","Food",0,"Product Attachment",1,4,12436,3.04,6.63494354512949
"BBB Best Pepper","Wallet Savers","Food",0,"Sunday Paper Radio TV",1,4,7995,3.04,6.63494354512949
"BBB Best Pepper","You Save Days","Food",0,"TV",1,2,10822,3.04,6.63494354512949
"BBB Best Regular Coffee","'No Promotion","Drink",0,"No Media",0,0,0,156.8,263.302557621294
"BBB Best Regular Coffee","Big Time Savings","Drink",0,"Sunday Paper Radio",1,4,10132,4.48,4.73923160629355
"BBB Best Regular Coffee","Double Down Sale","Drink",0,"Street Handout",1,3,5919,2.24,4.73923160629355
"BBB Best Regular Coffee","Money Savers","Drink",0,"Cash Register Handout",1,4,5301,3.36,4.73923160629355
"BBB Best Regular Coffee","Mystery Sale","Drink",0,"Bulk Mail",1,2,8497,4.48,4.73923160629355
"BBB Best Regular Coffee","Price Savers","Drink",0,"Cash Register Handout",1,3,12820,3.36,4.73923160629355
"BBB Best Regular Coffee","Sale Winners","Drink",0,"Daily Paper",1,4,8959,3.36,4.73923160629355
"BBB Best Regular Coffee","Sales Days","Drink",0,"Daily Paper",1,1,6271,4.48,4.73923160629355
"BBB Best Regular Coffee","Sales Galore","Drink",0,"Product Attachment",1,3,14908,3.36,4.73923160629355
"BBB Best Regular Coffee","Save-It Sale","Drink",0,"Product Attachment",1,3,6025,7.84,4.73923160629355
"BBB Best Regular Coffee","Savings Galore","Drink",0,"Street Handout",1,3,13853,3.36,4.73923160629355
"BBB Best Regular Coffee","Super Duper Savers","Drink",0,"Cash Register Handout",1,4,12950,3.36,4.73923160629355
"BBB Best Regular Coffee","Super Duper Savers","Drink",0,"Daily Paper",1,1,10091,5.6,4.73923160629355
"BBB Best Regular Coffee","Two Day Sale","Drink",0,"Sunday Paper",1,3,11946.5,7.84,4.73923160629355
"BBB Best Regular Coffee","Unbeatable Price Savers","Drink",0,"Daily Paper Radio TV",1,3,13777,3.36,4.73923160629355
"BBB Best Salt","'No Promotion","Food",0,"No Media",0,0,0,76.23,265.19826956013
"BBB Best Salt","Best Savings","Food",0,"Daily Paper Radio TV",1,4,5382,3.78,6.63494354512949
"BBB Best Salt","Big Promo","Food",0,"Sunday Paper",1,2,5112,2.52,6.63494354512949
"BBB Best Salt","Dollar Days","Food",0,"Daily Paper Radio",1,3,13881,3.15,6.63494354512949
"BBB Best Salt","Free For All","Food",0,"Street Handout",1,1,5518,1.89,6.63494354512949
"BBB Best Salt","Green Light Days","Food",0,"Street Handout",1,2,13342,2.52,6.63494354512949
"BBB Best Salt","High Roller Savings","Food",0,"Daily Paper",1,4,10184,2.52,6.63494354512949
"BBB Best Salt","Mystery Sale","Food",0,"Daily Paper Radio TV",1,4,7435,1.26,6.63494354512949
"BBB Best Salt","One Day Sale","Food",0,"Street Handout",1,4,9515,0.63,6.63494354512949
"BBB Best Salt","Price Destroyers","Food",0,"Sunday Paper",1,3,12144,1.89,6.63494354512949
"BBB Best Salt","Sale Winners","Food",0,"Daily Paper",1,4,8959,1.89,6.63494354512949
"BBB Best Salt","Sales Days","Food",0,"Daily Paper Radio TV",1,3,9771,2.52,6.63494354512949
"BBB Best Salt","Shelf Emptiers","Food",0,"Cash Register Handout",1,4,9229,1.89,6.63494354512949
"BBB Best Salt","Shelf Emptiers","Food",0,"Street Handout",1,4,13734,1.26,6.63494354512949
"BBB Best Salt","Super Savers","Food",0,"Sunday Paper Radio",1,2,6499,1.89,6.63494354512949
"BBB Best Salt","Super Wallet Savers","Food",0,"Daily Paper Radio",1,4,10914,1.89,6.63494354512949
"BBB Best Salt","Two Day Sale","Food",0,"Sunday Paper",1,3,12688,1.89,6.63494354512949
"BBB Best Salt","You Save Days","Food",0,"Sunday Paper",1,4,5127,1.89,6.63494354512949
"BBB Best Sesame Oil","'No Promotion","Food",0,"No Media",0,0,0,268.64,265.19826956013
"BBB Best Sesame Oil","Bag Stuffers","Food",0,"Product Attachment",1,4,8262,5.52,6.63494354512949
"BBB Best Sesame Oil","Best Savings","Food",0,"Street Handout",1,4,11401,12.88,6.63494354512949
"BBB Best Sesame Oil","Big Promo","Food",0,"Cash Register Handout",1,2,12388,3.68,6.63494354512949
"BBB Best Sesame Oil","Dollar Days","Food",0,"Daily Paper Radio",1,3,13881,7.36,6.63494354512949
"BBB Best Sesame Oil","Double Your Savings","Food",0,"Radio",1,3,13989,7.36,6.63494354512949
"BBB Best Sesame Oil","Free For All","Food",0,"Sunday Paper Radio",1,3,12624,5.52,6.63494354512949
"BBB Best Sesame Oil","High Roller Savings","Food",0,"Daily Paper",1,4,10184,3.68,6.63494354512949
"BBB Best Sesame Oil","Price Destroyers","Food",0,"TV",1,2,13592,7.36,6.63494354512949
"BBB Best Sesame Oil","Sales Galore","Food",0,"Bulk Mail",1,4,14245,5.52,6.63494354512949
"BBB Best Sesame Oil","Save-It Sale","Food",0,"Product Attachment",1,3,6025,3.68,6.63494354512949
"BBB Best Sesame Oil","Two Day Sale","Food",0,"Sunday Paper",1,3,12688,5.52,6.63494354512949
"BBB Best Sesame Oil","Wallet Savers","Food",0,"Sunday Paper Radio TV",1,4,7995,7.36,6.63494354512949
"BBB Best Strawberry Jam","'No Promotion","Food",1,"No Media",0,0,0,442.78,266.201061138571
"BBB Best Strawberry Jam","Best Savings","Food",1,"Radio",1,4,13141,10.14,7.63773512357051
"BBB Best Strawberry Jam","Big Promo","Food",1,"Sunday Paper",1,2,5112,10.14,7.63773512357051
"BBB Best Strawberry Jam","Bye Bye Baby","Food",1,"TV",1,4,6292,10.14,7.63773512357051
"BBB Best Strawberry Jam","Cash Register Lottery","Food",1,"Sunday Paper Radio",1,29,12361,13.52,7.63773512357051
"BBB Best Strawberry Jam","Dollar Days","Food",1,"Daily Paper Radio",1,3,13881,13.52,7.63773512357051
"BBB Best Strawberry Jam","High Roller Savings","Food",1,"Daily Paper",1,4,10184,16.9,7.63773512357051
"BBB Best Strawberry Jam","Money Savers","Food",1,"Cash Register Handout",1,4,5301,20.28,7.63773512357051
"BBB Best Strawberry Jam","Price Cutters","Food",1,"Product Attachment",1,4,12920,10.14,7.63773512357051
"BBB Best Strawberry Jam","Price Savers","Food",1,"Sunday Paper Radio",1,1,11170,10.14,7.63773512357051
"BBB Best Strawberry Jam","Sales Days","Food",1,"Daily Paper Radio TV",1,3,9771,10.14,7.63773512357051
"BBB Best Strawberry Jam","Sales Galore","Food",1,"Bulk Mail",1,2,9655,10.14,7.63773512357051
"BBB Best Strawberry Jam","Save-It Sale","Food",1,"Daily Paper Radio TV",1,3,8937,16.9,7.63773512357051
"BBB Best Strawberry Jam","Super Duper Savers","Food",1,"Daily Paper",1,1,10091,10.14,7.63773512357051
"BBB Best Strawberry Jam","Super Savers","Food",1,"In-Store Coupon",1,4,13466,13.52,7.63773512357051
"BBB Best Strawberry Jam","You Save Days","Food",1,"TV",1,2,10822,13.52,7.63773512357051
"BBB Best Strawberry Jelly","'No Promotion","Food",0,"No Media",0,0,0,388.8,265.19826956013
"BBB Best Strawberry Jelly","Big Time Discounts","Food",0,"Product Attachment",1,2,10993,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Double Down Sale","Food",0,"Daily Paper",1,1,5596,8.1,6.63494354512949
"BBB Best Strawberry Jelly","High Roller Savings","Food",0,"Daily Paper",1,4,10184,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Price Savers","Food",0,"Sunday Paper Radio",1,1,11170,10.8,6.63494354512949
"BBB Best Strawberry Jelly","Price Smashers","Food",0,"Product Attachment",1,3,13823,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Sales Days","Food",0,"Daily Paper",1,1,6271,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Save-It Sale","Food",0,"Product Attachment",1,3,6025,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Super Savers","Food",0,"Sunday Paper Radio",1,2,6499,10.8,6.63494354512949
"BBB Best Strawberry Jelly","Super Wallet Savers","Food",0,"Cash Register Handout",1,2,14019,16.2,6.63494354512949
"BBB Best Strawberry Jelly","Unbeatable Price Savers","Food",0,"Sunday Paper Radio TV",1,2,5988,8.1,6.63494354512949
"BBB Best Strawberry Jelly","Weekend Markdown","Food",0,"Street Handout",1,2,5337,8.1,6.63494354512949
"BBB Best Strawberry Jelly","You Save Days","Food",0,"TV",1,2,10822,8.1,6.63494354512949
"BBB Best Strawberry Preserves","'No Promotion","Food",0,"No Media",0,0,0,378,265.19826956013
"BBB Best Strawberry Preserves","Big Promo","Food",0,"Cash Register Handout",1,2,12388,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Big Time Discounts","Food",0,"Daily Paper",1,2,8186,11.2,6.63494354512949
"BBB Best Strawberry Preserves","Free For All","Food",0,"Product Attachment",1,2,12180,2.8,6.63494354512949
"BBB Best Strawberry Preserves","Free For All","Food",0,"Sunday Paper Radio",1,3,12624,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Green Light Days","Food",0,"Daily Paper",1,2,6627,5.6,6.63494354512949
"BBB Best Strawberry Preserves","High Roller Savings","Food",0,"Daily Paper",1,4,10184,11.2,6.63494354512949
"BBB Best Strawberry Preserves","Money Savers","Food",0,"Cash Register Handout",1,4,5301,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Price Savers","Food",0,"Sunday Paper Radio",1,1,11170,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Price Slashers","Food",0,"Sunday Paper Radio TV",1,1,8621,5.6,6.63494354512949
"BBB Best Strawberry Preserves","Price Slashers","Food",0,"Sunday Paper Radio TV",1,3,10044,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Sales Days","Food",0,"Daily Paper Radio TV",1,3,9771,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Savings Galore","Food",0,"Street Handout",1,3,13853,8.4,6.63494354512949
"BBB Best Strawberry Preserves","Shelf Emptiers","Food",0,"Daily Paper Radio TV",1,3,10789,5.6,6.63494354512949
