product_name,SKU,SRP,brand_name,product_subcategory,product_category,product_family,store_Sales,store_cost,unit_sales
"Bravo Canned Beets",52903655171,3.1500,Bravo,"Canned Vegetables",Vegetables,Food,976.5000,385.2135,310.0000
"Bravo Canned Peas",84712808728,1.5500,Bravo,"Canned Vegetables",Vegetables,Food,486.7000,195.7960,314.0000
"Bravo Canned String Beans",22869544625,2.5900,Bravo,"Canned Vegetables",Vegetables,Food,691.5300,277.5185,267.0000
"Bravo Canned Tomatos",37010880112,0.8700,Bravo,"Canned Vegetables",Vegetables,Food,285.3600,111.1599,328.0000
"Bravo Canned Tuna in Oil",63142644762,2.7800,Bravo,Tuna,"Canned Tuna",Food,922.9600,364.2356,332.0000
"Bravo Canned Tuna in Water",98944674134,1.6700,Bravo,Tuna,"Canned Tuna",Food,497.6600,198.9471,298.0000
"Bravo Canned Yams",45213096737,1.6600,Bravo,"Canned Vegetables",Vegetables,Food,517.9200,209.2596,312.0000
"Bravo Chicken Noodle Soup",82790169119,2.7400,Bravo,Soup,"Canned Soup",Food,904.2000,360.0908,330.0000
"Bravo Chicken Ramen Soup",66987923979,0.8000,Bravo,Soup,"Canned Soup",Food,229.6000,89.6400,287.0000
"Bravo Chicken Soup",39445177912,3.9800,Bravo,Soup,"Canned Soup",Food,1237.7800,489.5400,311.0000
"Bravo Creamed Corn",76339392066,3.2800,Bravo,"Canned Vegetables",Vegetables,Food,947.9200,373.9856,289.0000
"Bravo Fancy Canned Anchovies",87772898077,2.3100,Bravo,Anchovies,"Canned Anchovies",Food,914.7600,357.0567,396.0000
"Bravo Fancy Canned Clams",34303050637,3.8500,Bravo,Clams,"Canned Clams",Food,1212.7500,488.4495,315.0000
"Bravo Fancy Canned Oysters",50878683924,2.1200,Bravo,Oysters,"Canned Oysters",Food,742.0000,299.2380,350.0000
"Bravo Fancy Canned Sardines",56646602749,2.6800,Bravo,Sardines,"Canned Sardines",Food,951.4000,373.2168,355.0000
"Bravo Large Canned Shrimp",64337161183,2.1700,Bravo,Shrimp,"Canned Shrimp",Food,763.8400,303.8217,352.0000
"Bravo Noodle Soup",58159915804,3.3200,Bravo,Soup,"Canned Soup",Food,1092.2800,434.6212,329.0000
"Bravo Regular Ramen Soup",92403367161,1.2800,Bravo,Soup,"Canned Soup",Food,392.9600,156.6464,307.0000
"Bravo Rice Soup",18557872176,3.2100,Bravo,Soup,"Canned Soup",Food,966.2100,391.3953,301.0000
"Bravo Turkey Noodle Soup",62369256615,2.7200,Bravo,Soup,"Canned Soup",Food,767.0400,306.7888,282.0000
"Bravo Vegetable Soup",62005195021,1.8400,Bravo,Soup,"Canned Soup",Food,552.0000,225.0136,300.0000
"Carlson 1% Milk",24180286526,0.9200,Carlson,Milk,Dairy,Drink,322.0000,128.1376,350.0000
"Carlson 2% Milk",55306581854,3.4900,Carlson,Milk,Dairy,Drink,1291.3000,519.2771,370.0000
"Carlson Blueberry Yogurt",72246276736,2.7600,Carlson,Yogurt,Dairy,Food,1087.4400,423.8808,394.0000
"Carlson Buttermilk",91836734414,1.1400,Carlson,Milk,Dairy,Drink,446.8800,178.6266,392.0000
"Carlson Cheese Spread",27445039153,1.8200,Carlson,Cheese,Dairy,Food,686.1400,276.5126,377.0000
"Carlson Chocolate Milk",18412367701,2.3000,Carlson,Milk,Dairy,Drink,857.9000,336.4440,373.0000
"Carlson Havarti Cheese",35863720774,1.1300,Carlson,Cheese,Dairy,Food,432.7900,172.5171,383.0000
"Carlson Head Cheese",98582704663,3.9700,Carlson,Cheese,Dairy,Food,1429.2000,575.0545,360.0000
"Carlson Jack Cheese",83246852755,1.8000,Carlson,Cheese,Dairy,Food,621.0000,244.7460,345.0000
"Carlson Large Curd Cottage Cheese",90892146229,2.3600,Carlson,"Cottage Cheese",Dairy,Food,700.9200,278.3148,297.0000
"Carlson Low Fat Cottage Cheese",35180862545,2.2500,Carlson,"Cottage Cheese",Dairy,Food,722.2500,286.8525,321.0000
"Carlson Low Fat Sour Cream",87092131972,0.8100,Carlson,"Sour Cream",Dairy,Food,272.1600,107.8677,336.0000
"Carlson Low Fat String Cheese",10141282677,1.3100,Carlson,Cheese,Dairy,Food,508.2800,204.8316,388.0000
"Carlson Mild Cheddar Cheese",23599759936,3.9600,Carlson,Cheese,Dairy,Food,1203.8400,482.0508,304.0000
"Carlson Muenster Cheese",16273263096,3.7500,Carlson,Cheese,Dairy,Food,1136.2500,453.2250,303.0000
"Carlson Sharp Cheddar Cheese",35499659180,2.2000,Carlson,Cheese,Dairy,Food,796.4000,317.8120,362.0000
"Carlson Sour Cream",62097817063,2.3600,Carlson,"Sour Cream",Dairy,Food,946.3600,365.9180,401.0000
"Carlson Strawberry Yogurt",51097241044,3.9800,Carlson,Yogurt,Dairy,Food,1337.2800,514.7334,336.0000
"Carlson String Cheese",96660065054,1.3200,Carlson,Cheese,Dairy,Food,465.9600,183.8364,353.0000
"Carlson Whole Milk",76091555953,0.6600,Carlson,Milk,Dairy,Drink,230.3400,92.2350,349.0000
"Carrington Apple Cinnamon Waffles",98499502539,2.8700,Carrington,Waffles,"Breakfast Foods",Food,1056.1600,417.7572,368.0000
"Carrington Beef TV Dinner",60263175368,1.7700,Carrington,"TV Dinner","Frozen Entrees",Food,663.7500,267.8895,375.0000
"Carrington Blueberry Waffles",20035340189,0.5700,Carrington,Waffles,"Breakfast Foods",Food,211.4700,84.2973,371.0000
"Carrington Chicken TV Dinner",98351905941,2.3500,Carrington,"TV Dinner","Frozen Entrees",Food,803.7000,330.5510,342.0000
"Carrington Fajita French Fries",58852193951,2.2200,Carrington,"French Fries",Vegetables,Food,663.7800,260.6946,299.0000
"Carrington Frozen Broccoli",66713952422,0.6300,Carrington,"Frozen Vegetables",Vegetables,Food,194.0400,79.3611,308.0000
"Carrington Frozen Carrots",45029655098,1.5200,Carrington,"Frozen Vegetables",Vegetables,Food,492.4800,200.9288,324.0000
"Carrington Frozen Cauliflower",47851617932,1.4800,Carrington,"Frozen Vegetables",Vegetables,Food,463.2400,184.1564,313.0000
"Carrington Frozen Cheese Pizza",73869249224,3.4500,Carrington,Pizza,Pizza,Food,1017.7500,409.5150,295.0000
"Carrington Frozen Chicken Breast",91584274172,0.9300,Carrington,"Frozen Chicken",Meat,Food,338.5200,136.6542,364.0000
"Carrington Frozen Chicken Thighs",87498926520,1.2400,Carrington,"Frozen Chicken",Meat,Food,372.0000,153.8964,300.0000
"Carrington Frozen Chicken Wings",34029079079,2.4200,Carrington,"Frozen Chicken",Meat,Food,890.5600,359.1038,368.0000
"Carrington Frozen Corn",74768572449,1.6000,Carrington,"Frozen Vegetables",Vegetables,Food,571.2000,232.4480,357.0000
"Carrington Frozen Mushroom Pizza",51161635518,3.7300,Carrington,Pizza,Pizza,Food,1320.4200,535.9264,354.0000
"Carrington Frozen Pancakes",11925595402,1.8400,Carrington,Pancakes,"Breakfast Foods",Food,601.6800,245.8424,327.0000
"Carrington Frozen Peas",62868673205,2.7100,Carrington,"Frozen Vegetables",Vegetables,Food,948.5000,387.5571,350.0000
"Carrington Frozen Pepperoni Pizza",85769148468,2.5700,Carrington,Pizza,Pizza,Food,920.0600,374.4233,358.0000
"Carrington Frozen Sausage Pizza",95793614983,3.3900,Carrington,Pizza,Pizza,Food,1067.8500,422.2245,315.0000
"Carrington Grape Popsicles",56417896151,2.9000,Carrington,Popsicles,"Frozen Desserts",Food,1032.4000,419.0210,356.0000
"Carrington Home Style French Fries",90661347508,0.9200,Carrington,"French Fries",Vegetables,Food,289.8000,115.7084,315.0000
"Carrington Ice Cream",84529367089,2.6500,Carrington,"Ice Cream","Frozen Desserts",Food,1102.4000,448.2475,416.0000
"Carrington Ice Cream Sandwich",44153935313,2.2400,Carrington,"Ice Cream","Frozen Desserts",Food,828.8000,341.1744,370.0000
"Carrington Lemon Popsicles",26702582240,1.8100,Carrington,Popsicles,"Frozen Desserts",Food,599.1100,238.3589,331.0000
"Carrington Lime Popsicles",81048149466,1.6700,Carrington,Popsicles,"Frozen Desserts",Food,474.2800,193.0186,284.0000
"Carrington Low Fat French Fries",92312397360,2.4100,Carrington,"French Fries",Vegetables,Food,879.6500,355.1376,365.0000
"Carrington Low Fat Waffles",95429553389,2.7400,Carrington,Waffles,"Breakfast Foods",Food,1022.0200,409.4656,373.0000
"Carrington Orange Popsicles",46533108353,0.6900,Carrington,Popsicles,"Frozen Desserts",Food,220.8000,88.6305,320.0000
"Carrington Pancake Mix",35268860459,2.4700,Carrington,"Pancake Mix","Breakfast Foods",Food,758.2900,303.4395,307.0000
"Carrington Popsicles",40161059498,2.1000,Carrington,"Ice Cream","Frozen Desserts",Food,730.8000,296.8350,348.0000
"Carrington Turkey TV Dinner",37703158259,3.6800,Carrington,"TV Dinner","Frozen Entrees",Food,1468.3200,585.9296,399.0000
"Carrington Waffles",77714528441,1.3100,Carrington,Waffles,"Breakfast Foods",Food,458.5000,179.3521,350.0000
"CDR Apple Butter",45431063771,1.8100,CDR,Preserves,"Jams and Jellies",Food,528.5200,220.4399,292.0000
"CDR Apple Jam",37740505337,2.5400,CDR,Jam,"Jams and Jellies",Food,779.7800,321.2338,307.0000
"CDR Apple Jelly",15396953225,2.7000,CDR,Jelly,"Jams and Jellies",Food,888.3000,363.0690,329.0000
"CDR Apple Preserves",75317577719,1.6200,CDR,Preserves,"Jams and Jellies",Food,213.8400,87.5448,132.0000
"CDR Brown Sugar",56228918433,2.9200,CDR,Sugar,"Baking Goods",Food,858.4800,355.3056,294.0000
"CDR Canola Oil",86318153738,2.4800,CDR,"Cooking Oil","Baking Goods",Food,778.7200,321.5072,314.0000
"CDR Chunky Peanut Butter",31598665118,2.5000,CDR,"Peanut Butter","Jams and Jellies",Food,690.0000,274.4000,276.0000
"CDR Columbian Coffee",25521809458,2.2900,CDR,Coffee,"Hot Beverages",Drink,700.7400,283.0669,306.0000
"CDR Corn Oil",61687900424,2.9500,CDR,"Cooking Oil","Baking Goods",Food,1050.2000,430.8180,356.0000
"CDR Creamy Peanut Butter",29538288712,2.6500,CDR,"Peanut Butter","Jams and Jellies",Food,924.8500,369.7810,349.0000
"CDR Decaf Coffee",13621910214,3.4000,CDR,Coffee,"Hot Beverages",Drink,1122.0000,451.8940,330.0000
"CDR Extra Chunky Peanut Butter",84930775761,2.1600,CDR,"Peanut Butter","Jams and Jellies",Food,522.7200,207.1872,242.0000
"CDR French Roast Coffee",19334704279,2.7300,CDR,Coffee,"Hot Beverages",Drink,671.5800,267.1578,246.0000
"CDR Grape Jam",31972586512,1.8600,CDR,Jam,"Jams and Jellies",Food,636.1200,249.2958,342.0000
"CDR Grape Preserves",65897241234,1.4600,CDR,Preserves,"Jams and Jellies",Food,411.7200,166.4546,282.0000
"CDR Hot Chocolate",32793181538,2.7800,CDR,Chocolate,"Hot Beverages",Drink,914.6200,372.6868,329.0000
"CDR Low Fat Apple Butter",80038576722,0.6700,CDR,Preserves,"Jams and Jellies",Food,213.0600,84.9962,318.0000
"CDR Oregano",68866800665,1.1600,CDR,Spices,"Baking Goods",Food,312.0400,122.9948,269.0000
"CDR Pepper",48081826567,2.3800,CDR,Spices,"Baking Goods",Food,778.2600,326.4646,327.0000
"CDR Regular Coffee",65533179640,3.5800,CDR,Coffee,"Hot Beverages",Drink,1149.1800,459.9942,321.0000
"CDR Salt",44236547350,1.5200,CDR,Spices,"Baking Goods",Food,522.8800,207.8448,344.0000
"CDR Sesame Oil",67400694489,1.3900,CDR,"Cooking Oil","Baking Goods",Food,398.9300,160.8647,287.0000
"CDR Strawberry Jam",89651774764,2.9500,CDR,Jam,"Jams and Jellies",Food,840.7500,335.7100,285.0000
"CDR Strawberry Jelly",88240793347,0.6100,CDR,Jelly,"Jams and Jellies",Food,183.0000,75.0361,300.0000
"CDR Strawberry Preserves",50687324404,1.2000,CDR,Preserves,"Jams and Jellies",Food,439.2000,180.4200,366.0000
"CDR Tomato Sauce",95931351780,0.9500,CDR,Sauces,"Baking Goods",Food,247.0000,98.3535,260.0000
"CDR Vegetable Oil",40538864731,3.5200,CDR,"Cooking Oil","Baking Goods",Food,1284.8000,517.6160,365.0000
"CDR White Sugar",92759070992,1.3300,CDR,Sugar,"Baking Goods",Food,375.0600,151.5136,282.0000
"Choice Bubble Gum",62705981135,0.5300,Choice,Gum,Candy,Food,134.0900,54.0388,253.0000
"Choice Malted Milk Balls",99600195288,0.6400,Choice,"Chocolate Candy",Candy,Food,212.4800,84.3584,332.0000
"Choice Mint Chocolate Bar",76164458394,0.5600,Choice,"Chocolate Candy",Candy,Food,192.0800,79.8392,343.0000
"Choice Mints",61363868117,1.9000,Choice,"Hard Candy",Candy,Food,611.8000,244.3400,322.0000
"Choice Semi-Sweet Chocolate Bar",46130347847,2.6500,Choice,"Chocolate Candy",Candy,Food,826.8000,330.8260,312.0000
"Choice Spicy Mints",68473899960,1.7200,Choice,"Hard Candy",Candy,Food,598.5600,237.7900,348.0000
"Choice Tasty Candy Bar",74969941973,0.8900,Choice,"Chocolate Candy",Candy,Food,283.9100,113.2080,319.0000
"Choice White Chocolate Bar",36369553208,1.8400,Choice,"Chocolate Candy",Candy,Food,592.4800,238.5192,322.0000
"Club 1% Milk",42566518187,1.4000,Club,Milk,Dairy,Drink,432.6000,176.0360,309.0000
"Club 2% Milk",25262761712,0.7100,Club,Milk,Dairy,Drink,206.6100,81.9837,291.0000
"Club Blueberry Yogurt",70894454121,3.8200,Club,Yogurt,Dairy,Food,1157.4600,454.2362,303.0000
"Club Buttermilk",74887329936,0.6100,Club,Milk,Dairy,Drink,194.5900,79.9466,319.0000
"Club Cheese Spread",66002255082,2.1700,Club,Cheese,Dairy,Food,703.0800,288.0675,324.0000
"Club Chocolate Milk",23704183697,2.3100,Club,Milk,Dairy,Drink,690.6900,277.2000,299.0000
"Club Havarti Cheese",74468143582,3.9500,Club,Cheese,Dairy,Food,1094.1500,454.3290,277.0000
"Club Head Cheese",24898700118,1.4700,Club,Cheese,Dairy,Food,408.6600,165.5367,278.0000
"Club Jack Cheese",82158702015,3.4400,Club,Cheese,Dairy,Food,1111.1200,429.0368,323.0000
"Club Large Curd Cottage Cheese",21781544089,3.5000,Club,"Cottage Cheese",Dairy,Food,875.0000,349.6850,250.0000
"Club Low Fat Cottage Cheese",18711594939,1.6700,Club,"Cottage Cheese",Dairy,Food,467.6000,188.8603,280.0000
"Club Low Fat Sour Cream",50668345093,2.9300,Club,"Sour Cream",Dairy,Food,864.3500,352.2446,295.0000
"Club Low Fat String Cheese",68700224757,3.3800,Club,Cheese,Dairy,Food,922.7400,360.2066,273.0000
"Club Mild Cheddar Cheese",31394742131,2.9300,Club,Cheese,Dairy,Food,952.2500,378.2923,325.0000
"Club Muenster Cheese",39496569037,2.5700,Club,Cheese,Dairy,Food,801.8400,319.4510,312.0000
"Club Sharp Cheddar Cheese",21053420901,3.6100,Club,Cheese,Dairy,Food,1061.3400,417.7492,294.0000
"Club Sour Cream",14866315722,0.5300,Club,"Sour Cream",Dairy,Food,163.7700,66.5680,309.0000
"Club Strawberry Yogurt",93602067828,0.7400,Club,Yogurt,Dairy,Food,213.1200,83.8716,288.0000
"Club String Cheese",76026721596,1.8800,Club,Cheese,Dairy,Food,567.7600,227.9124,302.0000
"Club Whole Milk",50621138215,2.6600,Club,Milk,Dairy,Drink,670.3200,274.1928,252.0000
"Colony Bagels",97333063483,1.1700,Colony,Bagels,Bread,Food,305.3700,120.5685,261.0000
"Colony Blueberry Muffins",43863216042,2.4800,Colony,Muffins,Bread,Food,595.2000,251.4720,240.0000
"Colony Cranberry Muffins",72702810168,2.6500,Colony,Muffins,Bread,Food,795.0000,321.2595,300.0000
"Colony English Muffins",95819750428,1.5400,Colony,Muffins,Bread,Food,495.8800,204.8662,322.0000
"Colony Muffins",49995196461,1.9300,Colony,Muffins,Bread,Food,551.9800,214.5774,286.0000
"Colony Pumpernickel Bread",30085942149,2.1800,Colony,"Sliced Bread",Bread,Food,630.0200,255.2998,289.0000
"Colony Rye Bread",87765130400,3.2700,Colony,"Sliced Bread",Bread,Food,1030.0500,403.5180,315.0000
"Colony Wheat Bread",36536719202,1.8700,Colony,"Sliced Bread",Bread,Food,585.3100,233.3386,313.0000
"Colony White Bread",68902795910,1.4200,Colony,"Sliced Bread",Bread,Food,455.8200,182.9386,321.0000
"Colossal Manicotti",52830463051,1.8700,Colossal,Pasta,"Starchy Foods",Food,682.5500,278.7048,365.0000
"Colossal Ravioli",16300310492,2.5600,Colossal,Pasta,"Starchy Foods",Food,849.9200,343.8848,332.0000
"Colossal Rice Medly",37085284590,1.4600,Colossal,Rice,"Starchy Foods",Food,423.4000,166.9656,290.0000
"Colossal Spaghetti",45503966212,3.3700,Colossal,Pasta,"Starchy Foods",Food,1179.5000,470.1150,350.0000
"Colossal Thai Rice",51271885037,3.9400,Colossal,Rice,"Starchy Foods",Food,1193.8200,469.7268,303.0000
"Consolidated 200 MG Acetominifen",92865876555,1.8300,Consolidated,Acetominifen,"Pain Relievers",Non-Consumable,600.2400,242.8776,328.0000
"Consolidated 200 MG Ibuprofen",74003542065,3.9800,Consolidated,Ibuprofen,"Pain Relievers",Non-Consumable,1273.6000,508.4450,320.0000
"Consolidated Angled Toothbrush",81694100499,2.4700,Consolidated,Toothbrushes,"Bathroom Products",Non-Consumable,820.0400,330.4613,332.0000
"Consolidated Apricot Shampoo",72080902457,0.9600,Consolidated,Shampoo,"Bathroom Products",Non-Consumable,272.6400,109.7760,284.0000
"Consolidated Buffered Aspirin",11284558176,0.8500,Consolidated,Aspirin,"Pain Relievers",Non-Consumable,307.7000,122.3320,362.0000
"Consolidated Childrens Aspirin",75562120079,3.9100,Consolidated,Aspirin,"Pain Relievers",Non-Consumable,1302.0300,512.7965,333.0000
"Consolidated Childrens Cold Remedy",54629549384,2.1900,Consolidated,"Cold Remedies","Cold Remedies",Non-Consumable,840.9600,337.4133,384.0000
"Consolidated Conditioning Shampoo",26301613450,1.9700,Consolidated,Shampoo,"Bathroom Products",Non-Consumable,671.7700,268.7080,341.0000
"Consolidated Deodorant",51295928359,2.3800,Consolidated,"Personal Hygiene",Hygiene,Non-Consumable,735.4200,299.0946,309.0000
"Consolidated Dishwasher Detergent",53901426196,2.6700,Consolidated,"Nasal Sprays",Decongestants,Non-Consumable,731.5800,292.9791,274.0000
"Consolidated Extra Moisture Shampoo",47450649142,0.7300,Consolidated,Shampoo,"Bathroom Products",Non-Consumable,224.8400,88.8483,308.0000
"Consolidated HCL Nasal Spray",65801325440,2.2000,Consolidated,"Nasal Sprays",Decongestants,Non-Consumable,635.8000,261.2500,289.0000
"Consolidated Laundry Detergent",91159701943,0.8500,Consolidated,Mouthwash,"Bathroom Products",Non-Consumable,242.2500,94.8770,285.0000
"Consolidated Mint Mouthwash",17735335230,1.8900,Consolidated,Mouthwash,"Bathroom Products",Non-Consumable,721.9800,286.2594,382.0000
"Consolidated Multi-Symptom Cold Remedy",31193812489,1.9500,Consolidated,"Cold Remedies","Cold Remedies",Non-Consumable,688.3500,281.4825,353.0000
"Consolidated Silky Smooth Hair Conditioner",89795927405,1.4700,Consolidated,Conditioner,"Bathroom Products",Non-Consumable,574.7700,233.2743,391.0000
"Consolidated Tartar Control Toothpaste",60228210091,2.1300,Consolidated,"Personal Hygiene",Hygiene,Non-Consumable,572.9700,230.2104,269.0000
"Consolidated Toothpaste",58669632077,1.8500,Consolidated,"Personal Hygiene",Hygiene,Non-Consumable,601.2500,240.8145,325.0000
"Consolidated Whitening Toothpast",52901713252,1.2800,Consolidated,"Personal Hygiene",Hygiene,Non-Consumable,453.1200,180.8768,354.0000
"Cormorant 100 Watt Lightbulb",61080326437,1.8900,Cormorant,Lightbulbs,Electrical,Non-Consumable,619.9200,249.9714,328.0000
"Cormorant 25 Watt Lightbulb",43628973364,1.4500,Cormorant,Lightbulbs,Electrical,Non-Consumable,535.0500,212.5555,369.0000
"Cormorant 60 Watt Lightbulb",23503254055,2.5700,Cormorant,Lightbulbs,Electrical,Non-Consumable,963.7500,384.8318,375.0000
"Cormorant 75 Watt Lightbulb",57963170409,2.5500,Cormorant,Lightbulbs,Electrical,Non-Consumable,833.8500,326.9865,327.0000
"Cormorant AA-Size Batteries",80159125924,2.7600,Cormorant,Batteries,Electrical,Non-Consumable,841.8000,345.1656,305.0000
"Cormorant AAA-Size Batteries",40659413933,1.8700,Cormorant,Batteries,Electrical,Non-Consumable,652.6300,258.7706,349.0000
"Cormorant Bees Wax Candles",47753610014,1.8100,Cormorant,Candles,Candles,Non-Consumable,633.5000,248.9836,350.0000
"Cormorant C-Size Batteries",70693524479,3.1900,Cormorant,Batteries,Electrical,Non-Consumable,1103.7400,431.6708,346.0000
"Cormorant Copper Cleaner",52793405652,2.7200,Cormorant,"Pot Cleaners","Kitchen Products",Non-Consumable,807.8400,322.1840,297.0000
"Cormorant Copper Pot Scrubber",43908330798,3.9500,Cormorant,"Pot Scrubbers","Kitchen Products",Non-Consumable,1287.7000,507.0615,326.0000
"Cormorant Counter Cleaner",18998720049,1.9200,Cormorant,Cleaners,"Cleaning Supplies",Non-Consumable,633.6000,245.6064,330.0000
"Cormorant D-Size Batteries",96734759211,0.5900,Cormorant,Batteries,Electrical,Non-Consumable,184.0800,74.5111,312.0000
"Cormorant Economy Toilet Brush",99983676075,2.3400,Cormorant,"Toilet Brushes","Bathroom Products",Non-Consumable,692.6400,272.9610,296.0000
"Cormorant Frying Pan",80074421763,3.7200,Cormorant,"Pots and Pans","Kitchen Products",Non-Consumable,1209.0000,466.9716,325.0000
"Cormorant Glass Cleaner",20193236470,0.6200,Cormorant,Cleaners,"Cleaning Supplies",Non-Consumable,171.1200,67.7226,276.0000
"Cormorant Large Sponge",69949565529,0.5200,Cormorant,Sponges,"Kitchen Products",Non-Consumable,169.0000,67.2360,325.0000
"Cormorant Paper Cups",63002966046,3.7000,Cormorant,"Paper Dishes","Paper Products",Non-Consumable,1361.6000,547.9330,368.0000
"Cormorant Paper Plates",90283982157,1.7000,Cormorant,"Paper Dishes","Paper Products",Non-Consumable,603.5000,238.8160,355.0000
"Cormorant Paper Towels",12502678036,1.8300,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,486.7800,190.1004,266.0000
"Cormorant Plastic Forks",75414523482,2.9800,Cormorant,"Plastic Utensils","Plastic Products",Non-Consumable,1031.0800,412.3128,346.0000
"Cormorant Plastic Knives",36450073122,1.4700,Cormorant,"Plastic Utensils","Plastic Products",Non-Consumable,452.7600,180.2514,308.0000
"Cormorant Plastic Spoons",15301037430,2.6800,Cormorant,"Plastic Utensils","Plastic Products",Non-Consumable,806.6800,315.8380,301.0000
"Cormorant Room Freshener",30449853539,3.8900,Cormorant,Deodorizers,"Cleaning Supplies",Non-Consumable,1174.7800,468.6283,302.0000
"Cormorant Scented Tissue",39419632554,1.9400,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,661.5400,269.6212,341.0000
"Cormorant Scented Toilet Tissue",50870766043,0.9500,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,324.9000,128.4115,342.0000
"Cormorant Scissors",33419412970,2.4700,Cormorant,Tools,Hardware,Non-Consumable,854.6200,331.1776,346.0000
"Cormorant Screw Driver",86525198817,2.2800,Cormorant,Tools,Hardware,Non-Consumable,784.3200,311.6076,344.0000
"Cormorant Silver Cleaner",79710360169,2.8400,Cormorant,"Pot Cleaners","Kitchen Products",Non-Consumable,945.7200,369.9384,333.0000
"Cormorant Soft Napkins",64413947463,1.1200,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,377.4400,149.3744,337.0000
"Cormorant Tissues",60483964085,2.4500,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,705.6000,290.8885,288.0000
"Cormorant Toilet Bowl Cleaner",89919920563,3.8100,Cormorant,Cleaners,"Cleaning Supplies",Non-Consumable,1108.7100,439.6359,291.0000
"Cormorant Toilet Paper",26240512728,0.7100,Cormorant,"Paper Wipes","Paper Products",Non-Consumable,257.7300,102.1974,363.0000
"Curlew Lox",15625659823,1.6200,Curlew,"Fresh Fish",Seafood,Food,563.7600,226.5084,348.0000
"Curlew Scallops",49869111180,2.5800,Curlew,Shellfish,Seafood,Food,804.9600,322.8354,312.0000
"Cutting Edge Beef Bologna",65508074164,0.9700,"Cutting Edge",Bologna,Meat,Food,308.4600,122.7632,318.0000
"Cutting Edge Chicken Hot Dogs",75996991991,1.5300,"Cutting Edge","Hot Dogs",Meat,Food,492.6600,196.1001,322.0000
"Cutting Edge Cole Slaw",37396603226,1.5500,"Cutting Edge","Deli Salads","Side Dishes",Food,506.8500,204.8945,327.0000
"Cutting Edge Corned Beef",92789090275,2.9500,"Cutting Edge","Deli Meats",Meat,Food,1041.3500,416.2450,353.0000
"Cutting Edge Foot-Long Hot Dogs",10479648709,1.4400,"Cutting Edge","Hot Dogs",Meat,Food,482.4000,190.9872,335.0000
"Cutting Edge Low Fat Bologna",12038226723,2.3700,"Cutting Edge",Bologna,Meat,Food,831.8700,329.5722,351.0000
"Cutting Edge Low Fat Cole Slaw",86293048262,2.8500,"Cutting Edge","Deli Salads","Side Dishes",Food,892.0500,351.0915,313.0000
"Cutting Edge Pimento Loaf",53289378285,1.8200,"Cutting Edge",Bologna,Meat,Food,613.3400,248.6848,337.0000
"Cutting Edge Potato Salad",34800965189,1.3300,"Cutting Edge","Deli Salads","Side Dishes",Food,449.5400,176.9964,338.0000
"Cutting Edge Roasted Chicken",82447769045,1.9900,"Cutting Edge","Fresh Chicken",Meat,Food,597.0000,235.7951,300.0000
"Cutting Edge Sliced Chicken",73617818951,2.3300,"Cutting Edge","Deli Meats",Meat,Food,782.8800,311.8472,336.0000
"Cutting Edge Sliced Ham",75176396965,0.7200,"Cutting Edge","Deli Meats",Meat,Food,259.9200,104.4288,361.0000
"Cutting Edge Sliced Turkey",83175892233,3.5200,"Cutting Edge","Deli Meats",Meat,Food,897.6000,354.0768,255.0000
"Cutting Edge Turkey Hot Dogs",94711729884,1.7600,"Cutting Edge","Hot Dogs",Meat,Food,533.2800,212.2560,303.0000
"Denny 100 Watt Lightbulb",54062916636,3.7000,Denny,Lightbulbs,Electrical,Non-Consumable,1217.3000,491.5080,329.0000
"Denny 25 Watt Lightbulb",84415823817,2.2700,Denny,Lightbulbs,Electrical,Non-Consumable,764.9900,303.6579,337.0000
"Denny 60 Watt Lightbulb",37310257554,1.9200,Denny,Lightbulbs,Electrical,Non-Consumable,706.5600,282.6432,368.0000
"Denny 75 Watt Lightbulb",96679784655,3.9300,Denny,Lightbulbs,Electrical,Non-Consumable,1344.0600,540.5715,342.0000
"Denny AA-Size Batteries",90183742642,3.8300,Denny,Batteries,Electrical,Non-Consumable,1129.8500,441.7139,295.0000
"Denny AAA-Size Batteries",26781900525,2.7000,Denny,Batteries,Electrical,Non-Consumable,958.5000,384.6150,355.0000
"Denny Bees Wax Candles",60309030413,2.9500,Denny,Candles,Candles,Non-Consumable,911.5500,371.3165,309.0000
"Denny C-Size Batteries",94438348412,3.8700,Denny,Batteries,Electrical,Non-Consumable,1095.2100,440.8317,283.0000
"Denny Copper Cleaner",96111059784,0.5500,Denny,"Pot Cleaners","Kitchen Products",Non-Consumable,158.9500,63.1290,289.0000
"Denny Copper Pot Scrubber",84939283728,1.7100,Denny,"Pot Scrubbers","Kitchen Products",Non-Consumable,619.0200,245.7783,362.0000
"Denny Counter Cleaner",31310037970,2.4600,Denny,Cleaners,"Cleaning Supplies",Non-Consumable,742.9200,297.3894,302.0000
"Denny D-Size Batteries",52095012068,0.6400,Denny,Batteries,Electrical,Non-Consumable,195.2000,78.0224,305.0000
"Denny Economy Toilet Brush",31469436287,2.1300,Denny,"Toilet Brushes","Bathroom Products",Non-Consumable,594.2700,236.0253,279.0000
