product_family,product_department,the_year,country,region,province,sales,cost,unit
Food,"Baked Goods",2015,USA,Center,MI,35648.840000000004,14328.7414,16762
Food,"Baked Goods",2015,USA,Center,MN,35661.840000000004,14299.7414,16775
Food,"Baked Goods",2015,USA,Center,MO,35651.840000000004,14296.7414,16765
Food,"Baked Goods",2015,USA,Center,ND,35640.840000000004,14319.7414,16754
Food,"Baked Goods",2015,USA,Center,NE,35645.840000000004,14321.7414,16759
Food,"Baked Goods",2015,USA,Center,OK,35655.840000000004,14325.7414,16769
Food,"Baked Goods",2015,USA,Center,SD,35644.840000000004,14310.7414,16758
Food,"Baked Goods",2015,USA,Center,TX,35645.840000000004,14323.7414,16759
Food,"Baked Goods",2015,USA,Center,WI,35642.840000000004,14321.7414,16756
Food,"Baked Goods",2015,USA,CenterWest,AZ,35638.840000000004,14309.7414,16752
Food,"Baked Goods",2015,USA,CenterWest,ID,35635.840000000004,14308.7414,16749
Food,"Baked Goods",2015,USA,CenterWest,MT,35646.840000000004,14315.7414,16760
Food,"Baked Goods",2015,USA,CenterWest,NM,35659.840000000004,14304.7414,16773
Food,"Baked Goods",2015,USA,CenterWest,NV,35640.840000000004,14319.7414,16754
Food,"Baked Goods",2015,USA,CenterWest,UT,35625.840000000004,14308.7414,16739
Food,"Baked Goods",2015,USA,CenterWest,WY,35661.840000000004,14312.7414,16775
Food,"Baked Goods",2015,USA,EastCost,AL,35625.840000000004,14299.7414,16739
Food,"Baked Goods",2015,USA,EastCost,CT,35640.840000000004,14295.7414,16754
Food,"Baked Goods",2015,USA,EastCost,DE,35631.840000000004,14329.7414,16745
Food,"Baked Goods",2015,USA,EastCost,FL,35675.840000000004,14318.7414,16789
Food,"Baked Goods",2015,USA,EastCost,GA,35636.840000000004,14335.7414,16750
Food,"Baked Goods",2015,USA,EastCost,MA,35621.840000000004,14297.7414,16735
Food,"Baked Goods",2015,USA,EastCost,MD,35643.840000000004,14312.7414,16757
Food,"Baked Goods",2015,USA,EastCost,ME,35642.840000000004,14310.7414,16756
Food,"Baked Goods",2015,USA,EastCost,MS,35642.840000000004,14334.7414,16756
Food,"Baked Goods",2015,USA,EastCost,NC,35631.840000000004,14344.7414,16745
Food,"Baked Goods",2015,USA,EastCost,NH,35663.840000000004,14314.7414,16777
Food,"Baked Goods",2015,USA,EastCost,NJ,35651.840000000004,14293.7414,16765
Food,"Baked Goods",2015,USA,EastCost,NY,35632.840000000004,14297.7414,16746
Food,"Baked Goods",2015,USA,EastCost,OH,35632.840000000004,14314.7414,16746
Food,"Baked Goods",2015,USA,EastCost,PA,35644.840000000004,14303.7414,16758
Food,"Baked Goods",2015,USA,EastCost,RI,35662.840000000004,14304.7414,16776
Food,"Baked Goods",2015,USA,EastCost,SC,35645.840000000004,14300.7414,16759
Food,"Baked Goods",2015,USA,EastCost,TN,35673.840000000004,14308.7414,16787
Food,"Baked Goods",2015,USA,EastCost,VA,35660.840000000004,14301.7414,16774
Food,"Baked Goods",2015,USA,EastCost,VT,35652.840000000004,14296.7414,16766
Food,"Baked Goods",2015,USA,EastCost,WV,35635.840000000004,14305.7414,16749
Food,"Baked Goods",2015,USA,WestCoast,CA,35621.840000000004,14298.7414,16735
Food,"Baked Goods",2015,USA,WestCoast,OR,35645.840000000004,14303.7414,16759
Food,"Baked Goods",2015,USA,WestCoast,WA,35646.840000000004,14336.7414,16760
Food,"Baking Goods",2014,USA,Center,AR,38747.41,15477.610099999998,20322
Food,"Baking Goods",2014,USA,Center,CO,38745.41,15471.610099999998,20320
Food,"Baking Goods",2014,USA,Center,IA,38743.41,15499.610099999998,20318
Food,"Baking Goods",2014,USA,Center,IL,38743.41,15479.610099999998,20318
Food,"Baking Goods",2014,USA,Center,IN,38756.41,15496.610099999998,20331
Food,"Baking Goods",2014,USA,Center,KS,38767.41,15431.610099999998,20342
Food,"Baking Goods",2014,USA,Center,KY,38763.41,15468.610099999998,20338
Food,"Baking Goods",2014,USA,Center,LA,38742.41,15446.610099999998,20317
Food,"Baking Goods",2014,USA,Center,MI,38782.41,15458.610099999998,20357
Food,"Baking Goods",2014,USA,Center,MN,38753.41,15483.610099999998,20328
Food,"Baking Goods",2014,USA,Center,MO,38772.41,15457.610099999998,20347
Food,"Baking Goods",2014,USA,Center,ND,38765.41,15484.610099999998,20340
Food,"Baking Goods",2014,USA,Center,NE,38765.41,15449.610099999998,20340
Food,"Baking Goods",2014,USA,Center,OK,38736.41,15456.610099999998,20311
Food,"Baking Goods",2014,USA,Center,SD,38761.41,15474.610099999998,20336
Food,"Baking Goods",2014,USA,Center,TX,38785.41,15475.610099999998,20360
Food,"Baking Goods",2014,USA,Center,WI,38769.41,15444.610099999998,20344
Food,"Baking Goods",2014,USA,CenterWest,AZ,38767.41,15439.610099999998,20342
Food,"Baking Goods",2014,USA,CenterWest,ID,38739.41,15462.610099999998,20314
Food,"Baking Goods",2014,USA,CenterWest,MT,38748.41,15450.610099999998,20323
Food,"Baking Goods",2014,USA,CenterWest,NM,38780.41,15455.610099999998,20355
Food,"Baking Goods",2014,USA,CenterWest,NV,38785.41,15480.610099999998,20360
Food,"Baking Goods",2014,USA,CenterWest,UT,38773.41,15451.610099999998,20348
Food,"Baking Goods",2014,USA,CenterWest,WY,38770.41,15445.610099999998,20345
Food,"Baking Goods",2014,USA,EastCost,AL,38772.41,15446.610099999998,20347
Food,"Baking Goods",2014,USA,EastCost,CT,38773.41,15456.610099999998,20348
Food,"Baking Goods",2014,USA,EastCost,DE,38747.41,15458.610099999998,20322
Food,"Baking Goods",2014,USA,EastCost,FL,38750.41,15448.610099999998,20325
Food,"Baking Goods",2014,USA,EastCost,GA,38762.41,15469.610099999998,20337
Food,"Baking Goods",2014,USA,EastCost,MA,38792.41,15457.610099999998,20367
Food,"Baking Goods",2014,USA,EastCost,MD,38768.41,15464.610099999998,20343
Food,"Baking Goods",2014,USA,EastCost,ME,38762.41,15468.610099999998,20337
Food,"Baking Goods",2014,USA,EastCost,MS,38778.41,15490.610099999998,20353
Food,"Baking Goods",2014,USA,EastCost,NC,38784.41,15445.610099999998,20359
Food,"Baking Goods",2014,USA,EastCost,NH,38767.41,15442.610099999998,20342
Food,"Baking Goods",2014,USA,EastCost,NJ,38771.41,15462.610099999998,20346
Food,"Baking Goods",2014,USA,EastCost,NY,38791.41,15457.610099999998,20366
Food,"Baking Goods",2014,USA,EastCost,OH,38742.41,15491.610099999998,20317
Food,"Baking Goods",2014,USA,EastCost,PA,38741.41,15459.610099999998,20316
Food,"Baking Goods",2014,USA,EastCost,RI,38792.41,15457.610099999998,20367
Food,"Baking Goods",2014,USA,EastCost,SC,38758.41,15468.610099999998,20333
Food,"Baking Goods",2014,USA,EastCost,TN,38779.41,15461.610099999998,20354
Food,"Baking Goods",2014,USA,EastCost,VA,38755.41,15479.610099999998,20330
Food,"Baking Goods",2014,USA,EastCost,VT,38742.41,15448.610099999998,20317
Food,"Baking Goods",2014,USA,EastCost,WV,38757.41,15468.610099999998,20332
Food,"Baking Goods",2014,USA,WestCoast,CA,38794.41,15491.610099999998,20369
Food,"Baking Goods",2014,USA,WestCoast,OR,38750.41,15452.610099999998,20325
Food,"Baking Goods",2014,USA,WestCoast,WA,38728.41,15460.610099999998,20303
Food,"Baking Goods",2015,USA,Center,AR,83693.52,33562.702000000005,43555
Food,"Baking Goods",2015,USA,Center,CO,83687.52,33557.702000000005,43549
Food,"Baking Goods",2015,USA,Center,IA,83669.52,33522.702000000005,43531
Food,"Baking Goods",2015,USA,Center,IL,83663.52,33560.702000000005,43525
Food,"Baking Goods",2015,USA,Center,IN,83692.52,33532.702000000005,43554
Food,"Baking Goods",2015,USA,Center,KS,83660.52,33562.702000000005,43522
Food,"Baking Goods",2015,USA,Center,KY,83688.52,33581.702000000005,43550
Food,"Baking Goods",2015,USA,Center,LA,83708.52,33551.702000000005,43570
Food,"Baking Goods",2015,USA,Center,MI,83677.52,33542.702000000005,43539
Food,"Baking Goods",2015,USA,Center,MN,83684.52,33543.702000000005,43546
Food,"Baking Goods",2015,USA,Center,MO,83679.52,33553.702000000005,43541
Food,"Baking Goods",2015,USA,Center,ND,83706.52,33563.702000000005,43568
Food,"Baking Goods",2015,USA,Center,NE,83728.52,33573.702000000005,43590
Food,"Baking Goods",2015,USA,Center,OK,83682.52,33543.702000000005,43544
Food,"Baking Goods",2015,USA,Center,SD,83699.52,33553.702000000005,43561
Food,"Baking Goods",2015,USA,Center,TX,83717.52,33514.702000000005,43579
Food,"Baking Goods",2015,USA,Center,WI,83707.52,33557.702000000005,43569
Food,"Baking Goods",2015,USA,CenterWest,AZ,83727.52,33550.702000000005,43589
Food,"Baking Goods",2015,USA,CenterWest,ID,83678.52,33569.702000000005,43540
Food,"Baking Goods",2015,USA,CenterWest,MT,83698.52,33575.702000000005,43560
Food,"Baking Goods",2015,USA,CenterWest,NM,83712.52,33566.702000000005,43574
Food,"Baking Goods",2015,USA,CenterWest,NV,83691.52,33538.702000000005,43553
Food,"Baking Goods",2015,USA,CenterWest,UT,83678.52,33545.702000000005,43540
Food,"Baking Goods",2015,USA,CenterWest,WY,83710.52,33518.702000000005,43572
Food,"Baking Goods",2015,USA,EastCost,AL,83706.52,33556.702000000005,43568
Food,"Baking Goods",2015,USA,EastCost,CT,83687.52,33536.702000000005,43549
Food,"Baking Goods",2015,USA,EastCost,DE,83681.52,33549.702000000005,43543
Food,"Baking Goods",2015,USA,EastCost,FL,83639.52,33564.702000000005,43501
Food,"Baking Goods",2015,USA,EastCost,GA,83706.52,33547.702000000005,43568
Food,"Baking Goods",2015,USA,EastCost,MA,83679.52,33565.702000000005,43541
Food,"Baking Goods",2015,USA,EastCost,MD,83688.52,33560.702000000005,43550
Food,"Baking Goods",2015,USA,EastCost,ME,83719.52,33562.702000000005,43581
Food,"Baking Goods",2015,USA,EastCost,MS,83703.52,33544.702000000005,43565
Food,"Baking Goods",2015,USA,EastCost,NC,83689.52,33535.702000000005,43551
Food,"Baking Goods",2015,USA,EastCost,NH,83718.52,33566.702000000005,43580
Food,"Baking Goods",2015,USA,EastCost,NJ,83701.52,33548.702000000005,43563
Food,"Baking Goods",2015,USA,EastCost,NY,83734.52,33524.702000000005,43596
Food,"Baking Goods",2015,USA,EastCost,OH,83698.52,33548.702000000005,43560
Food,"Baking Goods",2015,USA,EastCost,PA,83691.52,33517.702000000005,43553
Food,"Baking Goods",2015,USA,EastCost,RI,83672.52,33548.702000000005,43534
Food,"Baking Goods",2015,USA,EastCost,SC,83683.52,33566.702000000005,43545
Food,"Baking Goods",2015,USA,EastCost,TN,83722.52,33553.702000000005,43584
Food,"Baking Goods",2015,USA,EastCost,VA,83710.52,33539.702000000005,43572
Food,"Baking Goods",2015,USA,EastCost,VT,83724.52,33536.702000000005,43586
Food,"Baking Goods",2015,USA,EastCost,WV,83653.52,33544.702000000005,43515
Food,"Baking Goods",2015,USA,WestCoast,CA,83714.52,33586.702000000005,43576
Food,"Baking Goods",2015,USA,WestCoast,OR,83711.52,33527.702000000005,43573
Food,"Baking Goods",2015,USA,WestCoast,WA,83679.52,33557.702000000005,43541
Food,"Breakfast Foods",2014,USA,Center,AR,6988.18,2790.7249999999995,3363
Food,"Breakfast Foods",2014,USA,Center,CO,7009.18,2826.7249999999995,3384
Food,"Breakfast Foods",2014,USA,Center,IA,7004.18,2798.7249999999995,3379
Food,"Breakfast Foods",2014,USA,Center,IL,6975.18,2805.7249999999995,3350
Food,"Breakfast Foods",2014,USA,Center,IN,7016.18,2801.7249999999995,3391
Food,"Breakfast Foods",2014,USA,Center,KS,7004.18,2817.7249999999995,3379
Food,"Breakfast Foods",2014,USA,Center,KY,6981.18,2827.7249999999995,3356
Food,"Breakfast Foods",2014,USA,Center,LA,6987.18,2796.7249999999995,3362
Food,"Breakfast Foods",2014,USA,Center,MI,6974.18,2817.7249999999995,3349
Food,"Breakfast Foods",2014,USA,Center,MN,6996.18,2792.7249999999995,3371
Food,"Breakfast Foods",2014,USA,Center,MO,6974.18,2798.7249999999995,3349
Food,"Breakfast Foods",2014,USA,Center,ND,6974.18,2804.7249999999995,3349
Food,"Breakfast Foods",2014,USA,Center,NE,6987.18,2788.7249999999995,3362
Food,"Breakfast Foods",2014,USA,Center,OK,6961.18,2794.7249999999995,3336
Food,"Breakfast Foods",2014,USA,Center,SD,6982.18,2795.7249999999995,3357
Food,"Breakfast Foods",2014,USA,Center,TX,6993.18,2807.7249999999995,3368
Food,"Breakfast Foods",2014,USA,Center,WI,6986.18,2776.7249999999995,3361
Food,"Breakfast Foods",2014,USA,CenterWest,AZ,6980.18,2779.7249999999995,3355
Food,"Breakfast Foods",2014,USA,CenterWest,ID,6985.18,2803.7249999999995,3360
Food,"Breakfast Foods",2014,USA,CenterWest,MT,6993.18,2783.7249999999995,3368
Food,"Breakfast Foods",2014,USA,CenterWest,NM,6998.18,2804.7249999999995,3373
Food,"Breakfast Foods",2014,USA,CenterWest,NV,6979.18,2787.7249999999995,3354
Food,"Breakfast Foods",2014,USA,CenterWest,UT,6955.18,2792.7249999999995,3330
Food,"Breakfast Foods",2014,USA,CenterWest,WY,6990.18,2823.7249999999995,3365
Food,"Breakfast Foods",2014,USA,EastCost,AL,7008.18,2798.7249999999995,3383
Food,"Breakfast Foods",2014,USA,EastCost,CT,6976.18,2790.7249999999995,3351
Food,"Breakfast Foods",2014,USA,EastCost,DE,6996.18,2797.7249999999995,3371
Food,"Breakfast Foods",2014,USA,EastCost,FL,6962.18,2812.7249999999995,3337
Food,"Breakfast Foods",2014,USA,EastCost,GA,7010.18,2791.7249999999995,3385
Food,"Breakfast Foods",2014,USA,EastCost,MA,6989.18,2812.7249999999995,3364
Food,"Breakfast Foods",2014,USA,EastCost,MD,6967.18,2794.7249999999995,3342
Food,"Breakfast Foods",2014,USA,EastCost,ME,7016.18,2790.7249999999995,3391
Food,"Breakfast Foods",2014,USA,EastCost,MS,6987.18,2818.7249999999995,3362
Food,"Breakfast Foods",2014,USA,EastCost,NC,7003.18,2785.7249999999995,3378
Food,"Breakfast Foods",2014,USA,EastCost,NH,6986.18,2792.7249999999995,3361
Food,"Breakfast Foods",2014,USA,EastCost,NJ,6979.18,2814.7249999999995,3354
Food,"Breakfast Foods",2014,USA,EastCost,NY,6997.18,2805.7249999999995,3372
Food,"Breakfast Foods",2014,USA,EastCost,OH,6968.18,2802.7249999999995,3343
Food,"Breakfast Foods",2014,USA,EastCost,PA,6988.18,2800.7249999999995,3363
Food,"Breakfast Foods",2014,USA,EastCost,RI,6966.18,2801.7249999999995,3341
Food,"Breakfast Foods",2014,USA,EastCost,SC,6997.18,2789.7249999999995,3372
Food,"Breakfast Foods",2014,USA,EastCost,TN,6988.18,2785.7249999999995,3363
Food,"Breakfast Foods",2014,USA,EastCost,VA,6992.18,2817.7249999999995,3367
Food,"Breakfast Foods",2014,USA,EastCost,VT,6987.18,2816.7249999999995,3362
Food,"Breakfast Foods",2014,USA,EastCost,WV,7012.18,2803.7249999999995,3387
Food,"Breakfast Foods",2014,USA,WestCoast,CA,6992.18,2827.7249999999995,3367
Food,"Breakfast Foods",2014,USA,WestCoast,OR,6960.18,2786.7249999999995,3335
Food,"Breakfast Foods",2014,USA,WestCoast,WA,6987.18,2805.7249999999995,3362
Food,"Breakfast Foods",2015,USA,Center,AR,15101.68,6123.1187,7445
Food,"Breakfast Foods",2015,USA,Center,CO,15117.68,6109.1187,7461
Food,"Breakfast Foods",2015,USA,Center,IA,15059.68,6073.1187,7403
Food,"Breakfast Foods",2015,USA,Center,IL,15102.68,6076.1187,7446
Food,"Breakfast Foods",2015,USA,Center,IN,15084.68,6080.1187,7428
Food,"Breakfast Foods",2015,USA,Center,KS,15053.68,6097.1187,7397
Food,"Breakfast Foods",2015,USA,Center,KY,15067.68,6075.1187,7411
Food,"Breakfast Foods",2015,USA,Center,LA,15083.68,6085.1187,7427
Food,"Breakfast Foods",2015,USA,Center,MI,15088.68,6105.1187,7432
Food,"Breakfast Foods",2015,USA,Center,MN,15092.68,6102.1187,7436
Food,"Breakfast Foods",2015,USA,Center,MO,15082.68,6095.1187,7426
Food,"Breakfast Foods",2015,USA,Center,ND,15067.68,6103.1187,7411
Food,"Breakfast Foods",2015,USA,Center,NE,15090.68,6071.1187,7434
Food,"Breakfast Foods",2015,USA,Center,OK,15090.68,6110.1187,7434
Food,"Breakfast Foods",2015,USA,Center,SD,15095.68,6071.1187,7439
Food,"Breakfast Foods",2015,USA,Center,TX,15100.68,6080.1187,7444
Food,"Breakfast Foods",2015,USA,Center,WI,15055.68,6097.1187,7399
Food,"Breakfast Foods",2015,USA,CenterWest,AZ,15096.68,6095.1187,7440
Food,"Breakfast Foods",2015,USA,CenterWest,ID,15089.68,6106.1187,7433
Food,"Breakfast Foods",2015,USA,CenterWest,MT,15095.68,6064.1187,7439
Food,"Breakfast Foods",2015,USA,CenterWest,NM,15102.68,6073.1187,7446
Food,"Breakfast Foods",2015,USA,CenterWest,NV,15092.68,6087.1187,7436
Food,"Breakfast Foods",2015,USA,CenterWest,UT,15069.68,6100.1187,7413
Food,"Breakfast Foods",2015,USA,CenterWest,WY,15102.68,6109.1187,7446
Food,"Breakfast Foods",2015,USA,EastCost,AL,15074.68,6107.1187,7418
Food,"Breakfast Foods",2015,USA,EastCost,CT,15100.68,6086.1187,7444
Food,"Breakfast Foods",2015,USA,EastCost,DE,15075.68,6086.1187,7419
Food,"Breakfast Foods",2015,USA,EastCost,FL,15090.68,6087.1187,7434
Food,"Breakfast Foods",2015,USA,EastCost,GA,15085.68,6098.1187,7429
Food,"Breakfast Foods",2015,USA,EastCost,MA,15105.68,6094.1187,7449
Food,"Breakfast Foods",2015,USA,EastCost,MD,15115.68,6067.1187,7459
Food,"Breakfast Foods",2015,USA,EastCost,ME,15091.68,6084.1187,7435
Food,"Breakfast Foods",2015,USA,EastCost,MS,15080.68,6083.1187,7424
Food,"Breakfast Foods",2015,USA,EastCost,NC,15055.68,6074.1187,7399
Food,"Breakfast Foods",2015,USA,EastCost,NH,15096.68,6090.1187,7440
Food,"Breakfast Foods",2015,USA,EastCost,NJ,15091.68,6110.1187,7435
Food,"Breakfast Foods",2015,USA,EastCost,NY,15081.68,6117.1187,7425
Food,"Breakfast Foods",2015,USA,EastCost,OH,15087.68,6083.1187,7431
Food,"Breakfast Foods",2015,USA,EastCost,PA,15105.68,6117.1187,7449
Food,"Breakfast Foods",2015,USA,EastCost,RI,15075.68,6091.1187,7419
Food,"Breakfast Foods",2015,USA,EastCost,SC,15078.68,6084.1187,7422
Food,"Breakfast Foods",2015,USA,EastCost,TN,15082.68,6068.1187,7426
Food,"Breakfast Foods",2015,USA,EastCost,VA,15115.68,6099.1187,7459
Food,"Breakfast Foods",2015,USA,EastCost,VT,15101.68,6080.1187,7445
Food,"Breakfast Foods",2015,USA,EastCost,WV,15077.68,6084.1187,7421
Food,"Breakfast Foods",2015,USA,WestCoast,CA,15087.68,6088.1187,7431
Food,"Breakfast Foods",2015,USA,WestCoast,OR,15084.68,6083.1187,7428
Food,"Breakfast Foods",2015,USA,WestCoast,WA,15105.68,6067.1187,7449
Food,"Canned Foods",2014,USA,Center,AR,40198.34,16291.533500000001,19450
Food,"Canned Foods",2014,USA,Center,CO,40124.34,16268.533500000001,19376
Food,"Canned Foods",2014,USA,Center,IA,40162.34,16284.533500000001,19414
Food,"Canned Foods",2014,USA,Center,IL,40170.34,16319.533500000001,19422
Food,"Canned Foods",2014,USA,Center,IN,40198.34,16286.533500000001,19450
Food,"Canned Foods",2014,USA,Center,KS,40121.34,16323.533500000001,19373
Food,"Canned Foods",2014,USA,Center,KY,40200.34,16299.533500000001,19452
Food,"Canned Foods",2014,USA,Center,LA,40211.34,16333.533500000001,19463
Food,"Canned Foods",2014,USA,Center,MI,40113.34,16331.533500000001,19365
Food,"Canned Foods",2014,USA,Center,MN,40109.34,16233.533500000001,19361
Food,"Canned Foods",2014,USA,Center,MO,40151.34,16274.533500000001,19403
Food,"Canned Foods",2014,USA,Center,ND,40106.34,16352.533500000001,19358
Food,"Canned Foods",2014,USA,Center,NE,40204.34,16250.533500000001,19456
Food,"Canned Foods",2014,USA,Center,OK,40167.34,16316.533500000001,19419
Food,"Canned Foods",2014,USA,Center,SD,40167.34,16238.533500000001,19419
Food,"Canned Foods",2014,USA,Center,TX,40139.34,16282.533500000001,19391
Food,"Canned Foods",2014,USA,Center,WI,40158.34,16222.533500000001,19410
Food,"Canned Foods",2014,USA,CenterWest,AZ,40135.34,16287.533500000001,19387
Food,"Canned Foods",2014,USA,CenterWest,ID,40139.34,16226.533500000001,19391
Food,"Canned Foods",2014,USA,CenterWest,MT,40189.34,16263.533500000001,19441
Food,"Canned Foods",2014,USA,CenterWest,NM,40145.34,16323.533500000001,19397
Food,"Canned Foods",2014,USA,CenterWest,NV,40204.34,16296.533500000001,19456
Food,"Canned Foods",2014,USA,CenterWest,UT,40128.34,16228.533500000001,19380
Food,"Canned Foods",2014,USA,CenterWest,WY,40088.34,16269.533500000001,19340
Food,"Canned Foods",2014,USA,EastCost,AL,40135.34,16232.533500000001,19387
Food,"Canned Foods",2014,USA,EastCost,CT,40158.34,16272.533500000001,19410
Food,"Canned Foods",2014,USA,EastCost,DE,40164.34,16271.533500000001,19416
Food,"Canned Foods",2014,USA,EastCost,FL,40124.34,16316.533500000001,19376
Food,"Canned Foods",2014,USA,EastCost,GA,40154.34,16257.533500000001,19406
Food,"Canned Foods",2014,USA,EastCost,MA,40153.34,16195.533500000001,19405
Food,"Canned Foods",2014,USA,EastCost,MD,40151.34,16297.533500000001,19403
Food,"Canned Foods",2014,USA,EastCost,ME,40152.34,16325.533500000001,19404
Food,"Canned Foods",2014,USA,EastCost,MS,40174.34,16237.533500000001,19426
Food,"Canned Foods",2014,USA,EastCost,NC,40119.34,16245.533500000001,19371
Food,"Canned Foods",2014,USA,EastCost,NH,40095.34,16305.533500000001,19347
Food,"Canned Foods",2014,USA,EastCost,NJ,40216.34,16361.533500000001,19468
Food,"Canned Foods",2014,USA,EastCost,NY,40166.34,16212.533500000001,19418
Food,"Canned Foods",2014,USA,EastCost,OH,40060.34,16266.533500000001,19312
Food,"Canned Foods",2014,USA,EastCost,PA,40169.34,16296.533500000001,19421
Food,"Canned Foods",2014,USA,EastCost,RI,40162.34,16268.533500000001,19414
Food,"Canned Foods",2014,USA,EastCost,SC,40146.34,16342.533500000001,19398
Food,"Canned Foods",2014,USA,EastCost,TN,40159.34,16338.533500000001,19411
Food,"Canned Foods",2014,USA,EastCost,VA,40049.34,16249.533500000001,19301
Food,"Canned Foods",2014,USA,EastCost,VT,40169.34,16274.533500000001,19421
Food,"Canned Foods",2014,USA,EastCost,WV,40170.34,16252.533500000001,19422
Food,"Canned Foods",2014,USA,WestCoast,CA,40060.34,16197.533500000001,19312
Food,"Canned Foods",2014,USA,WestCoast,OR,40144.34,16278.533500000001,19396
Food,"Canned Foods",2014,USA,WestCoast,WA,40137.34,16326.533500000001,19389
Food,"Canned Foods",2015,USA,Center,AR,83419.08,33646.843,40247
Food,"Canned Foods",2015,USA,Center,CO,83447.08,33658.843,40275
Food,"Canned Foods",2015,USA,Center,IA,83432.08,33623.843,40260
Food,"Canned Foods",2015,USA,Center,IL,83399.08,33736.843,40227
Food,"Canned Foods",2015,USA,Center,IN,83410.08,33659.843,40238
Food,"Canned Foods",2015,USA,Center,KS,83422.08,33663.843,40250
Food,"Canned Foods",2015,USA,Center,KY,83383.08,33581.843,40211
Food,"Canned Foods",2015,USA,Center,LA,83396.08,33690.843,40224
Food,"Canned Foods",2015,USA,Center,MI,83455.08,33704.843,40283
Food,"Canned Foods",2015,USA,Center,MN,83467.08,33698.843,40295
Food,"Canned Foods",2015,USA,Center,MO,83379.08,33678.843,40207
Food,"Canned Foods",2015,USA,Center,ND,83326.08,33655.843,40154
Food,"Canned Foods",2015,USA,Center,NE,83386.08,33710.843,40214
Food,"Canned Foods",2015,USA,Center,OK,83456.08,33655.843,40284
Food,"Canned Foods",2015,USA,Center,SD,83415.08,33657.843,40243
Food,"Canned Foods",2015,USA,Center,TX,83456.08,33643.843,40284
Food,"Canned Foods",2015,USA,Center,WI,83358.08,33662.843,40186
Food,"Canned Foods",2015,USA,CenterWest,AZ,83380.08,33659.843,40208
Food,"Canned Foods",2015,USA,CenterWest,ID,83449.08,33679.843,40277
Food,"Canned Foods",2015,USA,CenterWest,MT,83364.08,33725.843,40192
Food,"Canned Foods",2015,USA,CenterWest,NM,83396.08,33656.843,40224
Food,"Canned Foods",2015,USA,CenterWest,NV,83465.08,33663.843,40293
Food,"Canned Foods",2015,USA,CenterWest,UT,83438.08,33715.843,40266
Food,"Canned Foods",2015,USA,CenterWest,WY,83499.08,33686.843,40327
Food,"Canned Foods",2015,USA,EastCost,AL,83427.08,33679.843,40255
Food,"Canned Foods",2015,USA,EastCost,CT,83421.08,33717.843,40249
Food,"Canned Foods",2015,USA,EastCost,DE,83412.08,33642.843,40240
Food,"Canned Foods",2015,USA,EastCost,FL,83397.08,33748.843,40225
Food,"Canned Foods",2015,USA,EastCost,GA,83421.08,33664.843,40249
Food,"Canned Foods",2015,USA,EastCost,MA,83403.08,33653.843,40231
Food,"Canned Foods",2015,USA,EastCost,MD,83370.08,33656.843,40198
Food,"Canned Foods",2015,USA,EastCost,ME,83315.08,33635.843,40143
Food,"Canned Foods",2015,USA,EastCost,MS,83427.08,33697.843,40255
Food,"Canned Foods",2015,USA,EastCost,NC,83389.08,33671.843,40217
Food,"Canned Foods",2015,USA,EastCost,NH,83415.08,33681.843,40243
Food,"Canned Foods",2015,USA,EastCost,NJ,83352.08,33674.843,40180
Food,"Canned Foods",2015,USA,EastCost,NY,83474.08,33678.843,40302
Food,"Canned Foods",2015,USA,EastCost,OH,83384.08,33653.843,40212
Food,"Canned Foods",2015,USA,EastCost,PA,83437.08,33702.843,40265
Food,"Canned Foods",2015,USA,EastCost,RI,83463.08,33658.843,40291
Food,"Canned Foods",2015,USA,EastCost,SC,83417.08,33650.843,40245
Food,"Canned Foods",2015,USA,EastCost,TN,83482.08,33665.843,40310
Food,"Canned Foods",2015,USA,EastCost,VA,83455.08,33612.843,40283
Food,"Canned Foods",2015,USA,EastCost,VT,83412.08,33729.843,40240
Food,"Canned Foods",2015,USA,EastCost,WV,83379.08,33652.843,40207
Food,"Canned Foods",2015,USA,WestCoast,CA,83490.08,33668.843,40318
Food,"Canned Foods",2015,USA,WestCoast,OR,83416.08,33721.843,40244
Food,"Canned Foods",2015,USA,WestCoast,WA,83445.08,33722.843,40273
Food,"Canned Products",2014,USA,Center,AR,3375.52,1352.1313,1873
Food,"Canned Products",2014,USA,Center,CO,3357.52,1381.1313,1855
Food,"Canned Products",2014,USA,Center,IA,3363.52,1365.1313,1861
Food,"Canned Products",2014,USA,Center,IL,3382.52,1375.1313,1880
Food,"Canned Products",2014,USA,Center,IN,3357.52,1360.1313,1855
Food,"Canned Products",2014,USA,Center,KS,3364.52,1357.1313,1862
Food,"Canned Products",2014,USA,Center,KY,3378.52,1358.1313,1876
Food,"Canned Products",2014,USA,Center,LA,3365.52,1336.1313,1863
Food,"Canned Products",2014,USA,Center,MI,3373.52,1352.1313,1871
Food,"Canned Products",2014,USA,Center,MN,3353.52,1355.1313,1851
Food,"Canned Products",2014,USA,Center,MO,3364.52,1354.1313,1862
Food,"Canned Products",2014,USA,Center,ND,3375.52,1374.1313,1873
Food,"Canned Products",2014,USA,Center,NE,3356.52,1364.1313,1854
Food,"Canned Products",2014,USA,Center,OK,3350.52,1349.1313,1848
Food,"Canned Products",2014,USA,Center,SD,3397.52,1354.1313,1895
Food,"Canned Products",2014,USA,Center,TX,3371.52,1363.1313,1869
Food,"Canned Products",2014,USA,Center,WI,3357.52,1357.1313,1855
