product_name,promotion_name,product_family,recyclable_package,media_type,has_promotion,promotion_duration_days,promotion_unit_cost,sales
"Bird Call HCL Nasal Spray","'No Promotion",Non-Consumable,1,"No Media",0,0,0.00000000,70.2000
"Bird Call HCL Nasal Spray","Bag Stuffers",Non-Consumable,1,"Product Attachment",1,4,8262.00000000,1.6200
"Bird Call HCL Nasal Spray","Best Savings",Non-Consumable,1,"Daily Paper, Radio, TV",1,4,5382.00000000,2.1600
"Bird Call HCL Nasal Spray","Big Promo",Non-Consumable,1,"Cash Register Handout",1,2,12388.00000000,2.1600
"Bird Call HCL Nasal Spray","Big Time Discounts",Non-Consumable,1,"Daily Paper",1,2,8186.00000000,1.6200
"Bird Call HCL Nasal Spray","Cash Register Lottery",Non-Consumable,1,"Daily Paper, Radio",1,29,5986.00000000,2.1600
"Bird Call HCL Nasal Spray","Dollar Days",Non-Consumable,1,"Daily Paper, Radio",1,3,13881.00000000,1.0800
"Bird Call HCL Nasal Spray","Double Down Sale",Non-Consumable,1,"Daily Paper, Radio",1,4,6267.00000000,2.1600
"Bird Call HCL Nasal Spray","Go For It",Non-Consumable,1,Radio,1,3,7302.00000000,1.0800
"Bird Call HCL Nasal Spray","Green Light Days",Non-Consumable,1,"Street Handout",1,2,13342.00000000,1.6200
"Bird Call HCL Nasal Spray","Money Savers",Non-Consumable,1,"Cash Register Handout",1,4,5301.00000000,1.6200
"Bird Call HCL Nasal Spray","Mystery Sale",Non-Consumable,1,"Bulk Mail",1,2,8497.00000000,2.1600
"Bird Call HCL Nasal Spray","One Day Sale",Non-Consumable,1,"Daily Paper, Radio, TV",1,1,11729.00000000,1.6200
"Bird Call HCL Nasal Spray","Price Cutters",Non-Consumable,1,"Product Attachment",1,4,12920.00000000,2.1600
"Bird Call HCL Nasal Spray","Price Savers",Non-Consumable,1,"Sunday Paper, Radio",1,1,11170.00000000,1.6200
"Bird Call HCL Nasal Spray","Sales Galore",Non-Consumable,1,"Product Attachment",1,3,14908.00000000,1.6200
"Bird Call HCL Nasal Spray","You Save Days",Non-Consumable,1,"Bulk Mail",1,4,13181.00000000,4.3200
"Bird Call Laundry Detergent","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,248.9800
"Bird Call Laundry Detergent","Bag Stuffers",Non-Consumable,0,"In-Store Coupon",1,3,11589.00000000,8.4400
"Bird Call Laundry Detergent","Best Savings",Non-Consumable,0,"Daily Paper, Radio, TV",1,4,5382.00000000,16.8800
"Bird Call Laundry Detergent","Best Savings",Non-Consumable,0,"Street Handout",1,4,11401.00000000,8.4400
"Bird Call Laundry Detergent","Big Time Discounts",Non-Consumable,0,"Daily Paper",1,2,8186.00000000,6.3300
"Bird Call Laundry Detergent","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio, TV",1,29,5559.00000000,8.4400
"Bird Call Laundry Detergent","Double Down Sale",Non-Consumable,0,"Daily Paper",1,1,5596.00000000,21.1000
"Bird Call Laundry Detergent","Free For All",Non-Consumable,0,"Sunday Paper, Radio",1,3,12624.00000000,4.2200
"Bird Call Laundry Detergent","Green Light Days",Non-Consumable,0,"Daily Paper",1,2,6627.00000000,6.3300
"Bird Call Laundry Detergent","Price Smashers",Non-Consumable,0,"Product Attachment",1,3,13823.00000000,6.3300
"Bird Call Laundry Detergent","Price Winners",Non-Consumable,0,"Cash Register Handout",1,4,10377.00000000,8.4400
"Bird Call Laundry Detergent","Price Winners",Non-Consumable,0,"Street Handout",1,2,6879.00000000,6.3300
"Bird Call Laundry Detergent","Sales Galore",Non-Consumable,0,TV,1,2,10616.00000000,12.6600
"Bird Call Laundry Detergent","Save-It Sale",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,8937.00000000,8.4400
"Bird Call Laundry Detergent","Shelf Emptiers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,10789.00000000,6.3300
"Bird Call Laundry Detergent","Super Duper Savers",Non-Consumable,0,"Daily Paper",1,1,9430.33333333,23.2100
"Bird Call Laundry Detergent","Unbeatable Price Savers",Non-Consumable,0,"Product Attachment",1,4,12436.00000000,4.2200
"Bird Call Laundry Detergent","Unbeatable Price Savers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,2,5988.00000000,6.3300
"Bird Call Mint Mouthwash","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,74.6700
"Bird Call Mint Mouthwash","Big Promo",Non-Consumable,0,"Sunday Paper",1,2,5112.00000000,2.2800
"Bird Call Mint Mouthwash","Double Your Savings",Non-Consumable,0,Radio,1,2,9443.00000000,1.1400
"Bird Call Mint Mouthwash","Mystery Sale",Non-Consumable,0,"Sunday Paper, Radio",1,3,9700.00000000,2.2800
"Bird Call Mint Mouthwash","Sales Days",Non-Consumable,0,"Daily Paper",1,2,9166.00000000,2.2800
"Bird Call Mint Mouthwash","Sales Days",Non-Consumable,0,TV,1,3,8103.00000000,1.7100
"Bird Call Mint Mouthwash","Sales Galore",Non-Consumable,0,TV,1,2,10616.00000000,1.7100
"Bird Call Mint Mouthwash","Shelf Emptiers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,3,8969.00000000,2.2800
"Bird Call Mint Mouthwash","Super Savers",Non-Consumable,0,"Sunday Paper, Radio",1,2,6476.00000000,1.7100
"Bird Call Mint Mouthwash","Super Wallet Savers",Non-Consumable,0,"Cash Register Handout",1,2,14019.00000000,1.1400
"Bird Call Mint Mouthwash","Two for One",Non-Consumable,0,"Bulk Mail",1,2,8642.00000000,1.7100
"Bird Call Mint Mouthwash","You Save Days",Non-Consumable,0,TV,1,2,10822.00000000,2.2800
"Bird Call Multi-Symptom Cold Remedy","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,424.8300
"Bird Call Multi-Symptom Cold Remedy","Bag Stuffers",Non-Consumable,0,"In-Store Coupon",1,3,11589.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Big Time Discounts",Non-Consumable,0,"Product Attachment",1,2,10993.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio",1,29,5986.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio, TV",1,29,5559.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Free For All",Non-Consumable,0,"Sunday Paper, Radio",1,3,12624.00000000,11.5600
"Bird Call Multi-Symptom Cold Remedy","Money Savers",Non-Consumable,0,"Cash Register Handout",1,4,5301.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Price Savers",Non-Consumable,0,"In-Store Coupon",1,3,8185.00000000,11.5600
"Bird Call Multi-Symptom Cold Remedy","Price Slashers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,1,8621.00000000,5.7800
"Bird Call Multi-Symptom Cold Remedy","Sales Days",Non-Consumable,0,"Daily Paper",1,2,9166.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","Unbeatable Price Savers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,13777.00000000,8.6700
"Bird Call Multi-Symptom Cold Remedy","You Save Days",Non-Consumable,0,"Bulk Mail",1,4,13181.00000000,17.3400
"Bird Call Silky Smooth Hair Conditioner","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,44.2000
"Bird Call Silky Smooth Hair Conditioner","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio, TV",1,29,5559.00000000,1.5600
"Bird Call Silky Smooth Hair Conditioner","Dimes Off",Non-Consumable,0,"Daily Paper, Radio, TV",1,2,9647.00000000,2.0800
"Bird Call Silky Smooth Hair Conditioner","Dollar Days",Non-Consumable,0,"Daily Paper, Radio",1,3,13881.00000000,1.0400
"Bird Call Silky Smooth Hair Conditioner","Mystery Sale",Non-Consumable,0,"Sunday Paper, Radio",1,3,9700.00000000,1.5600
"Bird Call Silky Smooth Hair Conditioner","Price Savers",Non-Consumable,0,"Product Attachment",1,3,6227.00000000,1.0400
"Bird Call Silky Smooth Hair Conditioner","Sales Galore",Non-Consumable,0,TV,1,2,10616.00000000,1.5600
"Bird Call Silky Smooth Hair Conditioner","Super Duper Savers",Non-Consumable,0,"Daily Paper",1,1,10091.00000000,2.6000
"Bird Call Silky Smooth Hair Conditioner","Wallet Savers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,4,7995.00000000,1.0400
"Bird Call Tartar Control Toothpaste","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,121.8000
"Bird Call Tartar Control Toothpaste","Best Savings",Non-Consumable,0,"Daily Paper, Radio, TV",1,4,5382.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Best Savings",Non-Consumable,0,"Street Handout",1,4,11401.00000000,5.6000
"Bird Call Tartar Control Toothpaste","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio",1,29,5986.00000000,15.4000
"Bird Call Tartar Control Toothpaste","Cash Register Lottery",Non-Consumable,0,"Daily Paper, Radio, TV",1,29,5559.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Dollar Days",Non-Consumable,0,"Daily Paper, Radio",1,3,13881.00000000,5.6000
"Bird Call Tartar Control Toothpaste","Double Down Sale",Non-Consumable,0,"Street Handout",1,3,5919.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Green Light Days",Non-Consumable,0,"Street Handout",1,2,13342.00000000,2.8000
"Bird Call Tartar Control Toothpaste","High Roller Savings",Non-Consumable,0,"Daily Paper",1,4,10184.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Price Winners",Non-Consumable,0,"Cash Register Handout",1,4,10377.00000000,2.8000
"Bird Call Tartar Control Toothpaste","Sales Days",Non-Consumable,0,"Daily Paper",1,1,6271.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Sales Galore",Non-Consumable,0,"Product Attachment",1,3,14908.00000000,5.6000
"Bird Call Tartar Control Toothpaste","Save-It Sale",Non-Consumable,0,"Daily Paper, Radio",1,2,6484.00000000,4.2000
"Bird Call Tartar Control Toothpaste","Saving Days",Non-Consumable,0,"Daily Paper, Radio",1,2,11836.00000000,7.0000
"Bird Call Tartar Control Toothpaste","Super Savers",Non-Consumable,0,"Sunday Paper, Radio",1,2,6499.00000000,4.2000
"Bird Call Toothpaste","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,168.7200
"Bird Call Toothpaste","Bag Stuffers",Non-Consumable,0,"Product Attachment",1,4,8262.00000000,4.4400
"Bird Call Toothpaste","Best Savings",Non-Consumable,0,Radio,1,4,13141.00000000,4.4400
"Bird Call Toothpaste","Big Time Savings",Non-Consumable,0,"Sunday Paper, Radio",1,4,10132.00000000,4.4400
"Bird Call Toothpaste","Cash Register Lottery",Non-Consumable,0,"Sunday Paper, Radio",1,29,12361.00000000,4.4400
"Bird Call Toothpaste","Green Light Days",Non-Consumable,0,"Street Handout",1,2,13342.00000000,5.9200
"Bird Call Toothpaste","Money Savers",Non-Consumable,0,"Cash Register Handout",1,4,5301.00000000,4.4400
"Bird Call Toothpaste","Mystery Sale",Non-Consumable,0,"Bulk Mail",1,2,8497.00000000,2.9600
"Bird Call Toothpaste","Pick Your Savings",Non-Consumable,0,"Sunday Paper",1,3,6725.00000000,2.9600
"Bird Call Toothpaste","Price Savers",Non-Consumable,0,"Cash Register Handout",1,3,12820.00000000,4.4400
"Bird Call Toothpaste","Price Savers",Non-Consumable,0,"Product Attachment",1,3,6227.00000000,4.4400
"Bird Call Toothpaste","Sales Days",Non-Consumable,0,"Daily Paper",1,1,6271.00000000,4.4400
"Bird Call Toothpaste","Sales Days",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,9771.00000000,5.9200
"Bird Call Toothpaste","Shelf Emptiers",Non-Consumable,0,"Street Handout",1,4,13734.00000000,2.9600
"Bird Call Toothpaste","Super Savers",Non-Consumable,0,"Sunday Paper, Radio",1,2,6476.00000000,5.9200
"Bird Call Toothpaste","Unbeatable Price Savers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,13777.00000000,8.8800
"Bird Call Toothpaste","Unbeatable Price Savers",Non-Consumable,0,"Product Attachment",1,4,12436.00000000,5.9200
"Bird Call Toothpaste","Wallet Savers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,4,7995.00000000,4.4400
"Bird Call Toothpaste","You Save Days",Non-Consumable,0,"Bulk Mail",1,4,13181.00000000,4.4400
"Bird Call Whitening Toothpast","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,236.8000
"Bird Call Whitening Toothpast","Bag Stuffers",Non-Consumable,0,"Product Attachment",1,4,8262.00000000,11.1000
"Bird Call Whitening Toothpast","Best Savings",Non-Consumable,0,"Daily Paper, Radio, TV",1,4,5382.00000000,5.5500
"Bird Call Whitening Toothpast","Cash Register Lottery",Non-Consumable,0,"In-Store Coupon",1,29,9578.00000000,3.7000
"Bird Call Whitening Toothpast","Dimes Off",Non-Consumable,0,"Daily Paper, Radio, TV",1,2,9647.00000000,5.5500
"Bird Call Whitening Toothpast","Free For All",Non-Consumable,0,"Sunday Paper, Radio",1,3,12624.00000000,5.5500
"Bird Call Whitening Toothpast","Green Light Days",Non-Consumable,0,"Street Handout",1,2,13342.00000000,5.5500
"Bird Call Whitening Toothpast","One Day Sale",Non-Consumable,0,"In-Store Coupon",1,2,9307.00000000,7.4000
"Bird Call Whitening Toothpast","Price Savers",Non-Consumable,0,"In-Store Coupon",1,3,8185.00000000,7.4000
"Bird Call Whitening Toothpast","Price Winners",Non-Consumable,0,"Cash Register Handout",1,3,9521.00000000,5.5500
"Bird Call Whitening Toothpast","Price Winners",Non-Consumable,0,"Cash Register Handout",1,4,10377.00000000,7.4000
"Bird Call Whitening Toothpast","Sale Winners",Non-Consumable,0,"Daily Paper",1,4,8959.00000000,7.4000
"Bird Call Whitening Toothpast","Sales Galore",Non-Consumable,0,"Product Attachment",1,3,14908.00000000,3.7000
"Bird Call Whitening Toothpast","Savings Galore",Non-Consumable,0,"Street Handout",1,3,13853.00000000,5.5500
"Bird Call Whitening Toothpast","Shelf Clearing Days",Non-Consumable,0,Radio,1,3,9977.00000000,5.5500
"Bird Call Whitening Toothpast","Super Duper Savers",Non-Consumable,0,"Cash Register Handout",1,4,12950.00000000,3.7000
"Bird Call Whitening Toothpast","Super Savers",Non-Consumable,0,"In-Store Coupon",1,4,13466.00000000,5.5500
"Bird Call Whitening Toothpast","Tip Top Savings",Non-Consumable,0,"Daily Paper, Radio, TV",1,4,5490.00000000,3.7000
"Bird Call Whitening Toothpast","Two Day Sale",Non-Consumable,0,"Daily Paper, Radio",1,4,11252.00000000,7.4000
"Bird Call Whitening Toothpast","Two Day Sale",Non-Consumable,0,"Sunday Paper",1,3,11205.00000000,5.5500
"Bird Call Whitening Toothpast","Unbeatable Price Savers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,13777.00000000,3.7000
"Bird Call Whitening Toothpast","Unbeatable Price Savers",Non-Consumable,0,"Product Attachment",1,4,12436.00000000,5.5500
"Bird Call Whitening Toothpast","Weekend Markdown",Non-Consumable,0,"Street Handout",1,2,5337.00000000,5.5500
"Black Tie City Map","'No Promotion",Non-Consumable,1,"No Media",0,0,0.00000000,226.0800
"Black Tie City Map","Best Savings",Non-Consumable,1,"Daily Paper, Radio, TV",1,4,5382.00000000,4.7100
"Black Tie City Map","Big Promo",Non-Consumable,1,"Sunday Paper",1,2,5112.00000000,7.8500
"Black Tie City Map","Big Time Savings",Non-Consumable,1,"Daily Paper",1,2,7732.00000000,7.8500
"Black Tie City Map","Cash Register Lottery",Non-Consumable,1,"Daily Paper, Radio, TV",1,29,5559.00000000,4.7100
"Black Tie City Map","Cash Register Lottery",Non-Consumable,1,"In-Store Coupon",1,29,9578.00000000,3.1400
"Black Tie City Map","Double Your Savings",Non-Consumable,1,Radio,1,2,9443.00000000,6.2800
"Black Tie City Map","Green Light Days",Non-Consumable,1,"Street Handout",1,2,13342.00000000,6.2800
"Black Tie City Map","I Cant Believe It Sale",Non-Consumable,1,"Product Attachment",1,4,14746.00000000,4.7100
"Black Tie City Map","Price Destroyers",Non-Consumable,1,"Daily Paper, Radio, TV",1,3,5827.00000000,6.2800
"Black Tie City Map","Price Savers",Non-Consumable,1,"Cash Register Handout",1,3,12820.00000000,6.2800
"Black Tie City Map","Price Savers",Non-Consumable,1,"Product Attachment",1,3,6227.00000000,3.1400
"Black Tie City Map","Sales Days",Non-Consumable,1,"Daily Paper, Radio, TV",1,3,9771.00000000,6.2800
"Black Tie City Map","Sales Days",Non-Consumable,1,TV,1,3,8103.00000000,6.2800
"Black Tie City Map","Savings Galore",Non-Consumable,1,"Street Handout",1,3,13853.00000000,6.2800
"Black Tie City Map","Super Savers",Non-Consumable,1,"Sunday Paper, Radio",1,2,6499.00000000,3.1400
"Black Tie City Map","Two Day Sale",Non-Consumable,1,"Sunday Paper",1,3,12688.00000000,9.4200
"Black Tie Eyeglass Screwdriver","'No Promotion",Non-Consumable,0,"No Media",0,0,0.00000000,50.2500
"Black Tie Eyeglass Screwdriver","Big Time Discounts",Non-Consumable,0,"Daily Paper",1,2,8186.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Cash Register Lottery",Non-Consumable,0,"In-Store Coupon",1,29,9578.00000000,3.3500
"Black Tie Eyeglass Screwdriver","Double Your Savings",Non-Consumable,0,Radio,1,2,9443.00000000,2.6800
"Black Tie Eyeglass Screwdriver","High Roller Savings",Non-Consumable,0,"Daily Paper",1,4,10184.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Price Destroyers",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,5827.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Sales Galore",Non-Consumable,0,"Bulk Mail",1,2,9655.00000000,2.6800
"Black Tie Eyeglass Screwdriver","Save-It Sale",Non-Consumable,0,"Daily Paper, Radio",1,2,6484.00000000,1.3400
"Black Tie Eyeglass Screwdriver","Save-It Sale",Non-Consumable,0,"Daily Paper, Radio, TV",1,3,8937.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Savings Galore",Non-Consumable,0,"Street Handout",1,3,13853.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Shelf Emptiers",Non-Consumable,0,"Street Handout",1,4,13734.00000000,2.0100
"Black Tie Eyeglass Screwdriver","Unbeatable Price Savers",Non-Consumable,0,"Sunday Paper, Radio, TV",1,2,5988.00000000,2.0100
"Blue Label Beef Soup","'No Promotion",Food,0,"No Media",0,0,0.00000000,389.5500
"Blue Label Beef Soup","Cash Register Lottery",Food,0,"Daily Paper, Radio",1,29,5986.00000000,7.9500
"Blue Label Beef Soup","Cash Register Lottery",Food,0,"Daily Paper, Radio, TV",1,29,5559.00000000,7.9500
"Blue Label Beef Soup","Cash Register Lottery",Food,0,"In-Store Coupon",1,29,9578.00000000,7.9500
"Blue Label Beef Soup","Dollar Cutters",Food,0,"Bulk Mail",1,4,14126.00000000,7.9500
"Blue Label Beef Soup","Price Destroyers",Food,0,"Sunday Paper, Radio",1,4,11505.00000000,5.3000
"Blue Label Beef Soup","Price Savers",Food,0,"Cash Register Handout",1,3,12820.00000000,7.9500
"Blue Label Beef Soup","Sales Days",Food,0,"Daily Paper, Radio, TV",1,3,9771.00000000,7.9500
"Blue Label Beef Soup","Shelf Emptiers",Food,0,"Cash Register Handout",1,4,9229.00000000,7.9500
"Blue Label Beef Soup","Super Duper Savers",Food,0,"Cash Register Handout",1,4,12950.00000000,10.6000
"Blue Label Beef Soup","You Save Days",Food,0,"Bulk Mail",1,4,13181.00000000,7.9500
"Blue Label Canned Beets","'No Promotion",Food,0,"No Media",0,0,0.00000000,337.0400
"Blue Label Canned Beets","Dollar Days",Food,0,"Sunday Paper",1,1,14304.00000000,11.4900
"Blue Label Canned Beets","Double Down Sale",Food,0,"Daily Paper, Radio",1,4,6267.00000000,26.8100
"Blue Label Canned Beets","Double Down Sale",Food,0,"Street Handout",1,3,5919.00000000,15.3200
"Blue Label Canned Beets","Free For All",Food,0,"Sunday Paper, Radio",1,3,12624.00000000,7.6600
"Blue Label Canned Beets","One Day Sale",Food,0,"Daily Paper, Radio, TV",1,3,13175.00000000,11.4900
"Blue Label Canned Beets","Price Savers",Food,0,"Sunday Paper, Radio",1,1,11170.00000000,11.4900
"Blue Label Canned Beets","Price Smashers",Food,0,"Product Attachment",1,3,13823.00000000,11.4900
"Blue Label Canned Beets","Sale Winners",Food,0,"Daily Paper",1,4,8959.00000000,15.3200
"Blue Label Canned Beets","Save-It Sale",Food,0,"Product Attachment",1,3,6025.00000000,15.3200
"Blue Label Canned Beets","Super Savers",Food,0,"Sunday Paper, Radio",1,2,6476.00000000,11.4900
"Blue Label Canned Beets","Two for One",Food,0,"Bulk Mail",1,2,8642.00000000,15.3200
"Blue Label Canned Beets","Weekend Markdown",Food,0,"Street Handout",1,2,5337.00000000,15.3200
"Blue Label Canned Peas","'No Promotion",Food,1,"No Media",0,0,0.00000000,539.5800
"Blue Label Canned Peas","Cash Register Lottery",Food,1,"Daily Paper, Radio",1,29,5986.00000000,7.8200
"Blue Label Canned Peas","Dollar Days",Food,1,"Sunday Paper",1,1,14304.00000000,11.7300
"Blue Label Canned Peas","Green Light Special",Food,1,"In-Store Coupon",1,2,12302.00000000,11.7300
"Blue Label Canned Peas","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,7.8200
"Blue Label Canned Peas","Price Cutters",Food,1,"Product Attachment",1,4,12920.00000000,11.7300
"Blue Label Canned Peas","Shelf Emptiers",Food,1,"Daily Paper, Radio, TV",1,3,10789.00000000,15.6400
"Blue Label Canned Peas","Shelf Emptiers",Food,1,"Sunday Paper, Radio, TV",1,3,8969.00000000,7.8200
"Blue Label Canned Peas","Super Wallet Savers",Food,1,"Cash Register Handout",1,2,14019.00000000,15.6400
"Blue Label Canned Peas","Two Day Sale",Food,1,"Daily Paper",1,3,10365.00000000,15.6400
"Blue Label Canned Peas","Unbeatable Price Savers",Food,1,"Daily Paper, Radio, TV",1,3,13777.00000000,11.7300
"Blue Label Canned Peas","You Save Days",Food,1,"Bulk Mail",1,4,13181.00000000,11.7300
"Blue Label Canned Peas","You Save Days",Food,1,"Sunday Paper",1,4,5127.00000000,15.6400
"Blue Label Canned String Beans","'No Promotion",Food,1,"No Media",0,0,0.00000000,218.9400
"Blue Label Canned String Beans","Big Promo",Food,1,"Sunday Paper",1,2,5112.00000000,13.3500
"Blue Label Canned String Beans","Cash Register Lottery",Food,1,"Daily Paper, Radio",1,29,5986.00000000,13.3500
"Blue Label Canned String Beans","Cash Register Lottery",Food,1,"Daily Paper, Radio, TV",1,29,5559.00000000,5.3400
"Blue Label Canned String Beans","Cash Register Lottery",Food,1,"In-Store Coupon",1,29,9578.00000000,8.0100
"Blue Label Canned String Beans","Green Light Days",Food,1,"Street Handout",1,2,13342.00000000,8.0100
"Blue Label Canned String Beans","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,5.3400
"Blue Label Canned String Beans","Mystery Sale",Food,1,"Sunday Paper, Radio",1,3,9700.00000000,8.0100
"Blue Label Canned String Beans","Price Winners",Food,1,"Cash Register Handout",1,4,10377.00000000,10.6800
"Blue Label Canned String Beans","Sale Winners",Food,1,"Daily Paper",1,4,8959.00000000,10.6800
"Blue Label Canned String Beans","Sales Days",Food,1,"Daily Paper, Radio, TV",1,3,9771.00000000,10.6800
"Blue Label Canned String Beans","Save-It Sale",Food,1,"Product Attachment",1,3,6025.00000000,10.6800
"Blue Label Canned String Beans","Shelf Emptiers",Food,1,"Cash Register Handout",1,4,9229.00000000,5.3400
"Blue Label Canned String Beans","Super Duper Savers",Food,1,"Cash Register Handout",1,4,12950.00000000,5.3400
"Blue Label Canned String Beans","Super Savers",Food,1,"Sunday Paper, Radio",1,2,6499.00000000,8.0100
"Blue Label Canned String Beans","Two Day Sale",Food,1,"Sunday Paper, Radio, TV",1,2,10030.00000000,2.6700
"Blue Label Canned Tomatos","'No Promotion",Food,0,"No Media",0,0,0.00000000,210.6800
"Blue Label Canned Tomatos","Big Promo",Food,0,"Sunday Paper",1,2,5112.00000000,16.0300
"Blue Label Canned Tomatos","Cash Register Lottery",Food,0,"Daily Paper, Radio",1,29,5986.00000000,9.1600
"Blue Label Canned Tomatos","Dimes Off",Food,0,"Bulk Mail",1,3,8497.00000000,2.2900
"Blue Label Canned Tomatos","Dollar Days",Food,0,"Daily Paper, Radio",1,3,13881.00000000,9.1600
"Blue Label Canned Tomatos","Double Your Savings",Food,0,Radio,1,2,9443.00000000,9.1600
"Blue Label Canned Tomatos","Free For All",Food,0,"Product Attachment",1,2,12180.00000000,4.5800
"Blue Label Canned Tomatos","Free For All",Food,0,"Sunday Paper, Radio",1,3,12624.00000000,9.1600
"Blue Label Canned Tomatos","Go For It",Food,0,Radio,1,3,7302.00000000,6.8700
"Blue Label Canned Tomatos","High Roller Savings",Food,0,"Daily Paper",1,4,10184.00000000,13.7400
"Blue Label Canned Tomatos","Price Cutters",Food,0,"Cash Register Handout",1,3,14552.00000000,6.8700
"Blue Label Canned Tomatos","Price Savers",Food,0,"Cash Register Handout",1,3,12820.00000000,6.8700
"Blue Label Canned Tomatos","Sales Days",Food,0,"Street Handout",1,2,13982.00000000,2.2900
"Blue Label Canned Tomatos","Save-It Sale",Food,0,"Product Attachment",1,3,6025.00000000,13.7400
"Blue Label Canned Tomatos","Shelf Emptiers",Food,0,"Daily Paper, Radio, TV",1,3,10789.00000000,9.1600
"Blue Label Canned Tomatos","Shelf Emptiers",Food,0,"Street Handout",1,4,13734.00000000,6.8700
"Blue Label Canned Tomatos","Super Duper Savers",Food,0,"Daily Paper",1,1,10091.00000000,6.8700
"Blue Label Canned Tuna in Oil","'No Promotion",Food,1,"No Media",0,0,0.00000000,182.9000
"Blue Label Canned Tuna in Oil","Green Light Days",Food,1,"Daily Paper",1,2,6627.00000000,3.1000
"Blue Label Canned Tuna in Oil","Money Savers",Food,1,"Cash Register Handout",1,4,5301.00000000,3.1000
"Blue Label Canned Tuna in Oil","Pick Your Savings",Food,1,"Sunday Paper",1,3,6725.00000000,3.1000
"Blue Label Canned Tuna in Oil","Price Savers",Food,1,"In-Store Coupon",1,3,8185.00000000,6.2000
"Blue Label Canned Tuna in Oil","Price Winners",Food,1,"Cash Register Handout",1,4,10377.00000000,6.2000
"Blue Label Canned Tuna in Oil","Sale Winners",Food,1,"Daily Paper",1,4,8959.00000000,3.1000
"Blue Label Canned Tuna in Oil","Savings Galore",Food,1,"Sunday Paper, Radio, TV",1,1,6165.00000000,4.6500
"Blue Label Canned Tuna in Oil","Shelf Emptiers",Food,1,"Daily Paper, Radio, TV",1,3,10789.00000000,4.6500
"Blue Label Canned Tuna in Oil","Unbeatable Price Savers",Food,1,"Daily Paper",1,4,9469.00000000,3.1000
"Blue Label Canned Tuna in Water","'No Promotion",Food,1,"No Media",0,0,0.00000000,217.1400
"Blue Label Canned Tuna in Water","Big Promo",Food,1,"Sunday Paper",1,2,5112.00000000,4.2300
"Blue Label Canned Tuna in Water","Bye Bye Baby",Food,1,TV,1,4,6292.00000000,2.8200
"Blue Label Canned Tuna in Water","Cash Register Lottery",Food,1,"Daily Paper, Radio, TV",1,29,5559.00000000,4.2300
"Blue Label Canned Tuna in Water","Double Down Sale",Food,1,"Daily Paper, Radio",1,4,6267.00000000,2.8200
"Blue Label Canned Tuna in Water","Free For All",Food,1,"Sunday Paper, Radio",1,3,12624.00000000,2.8200
"Blue Label Canned Tuna in Water","Green Light Days",Food,1,"Daily Paper",1,2,6627.00000000,5.6400
"Blue Label Canned Tuna in Water","High Roller Savings",Food,1,"Daily Paper",1,4,10184.00000000,4.2300
"Blue Label Canned Tuna in Water","I Cant Believe It Sale",Food,1,"Product Attachment",1,4,14746.00000000,4.2300
