Placa;Fecha;Distancia Recorrida (Km);Tiempo de Actividad;Velocidad Promedio;Maxima Velocidad;Fuera del rango de velocidad;Frenada Fuerte;Aceleracion Fuerte;Tiempo Ralenti
KJB448;15/07/2018;0;0;0;0;0;0;0;0
KJB482;15/07/2018;0;0;0;0;0;0;0;0
KJB485;15/07/2018;0;0;0;0;0;0;0;0
SSQ517;15/07/2018;233,6;6,016666667;46,2;80,7;0;1;0;0
VJK172;15/07/2018;0;0;0;0;0;0;0;0
VJK173;15/07/2018;0;0;0;0;0;0;0;0
SSQ233;15/07/2018;0;0;0;0;0;0;0;0
WEO953;15/07/2018;0;0;0;0;0;0;0;0
SSQ154;15/07/2018;0;0;0;0;0;0;0;0
SSQ278;15/07/2018;146,6;4,6;44,6;73,7;0;0;0;0
SSQ270;15/07/2018;5,67;0,516666667;36,9;64,8;0;0;0;0
SSP992;15/07/2018;0;0;0;0;0;0;0;0
SXU799;15/07/2018;0;0;0;0;0;0;0;0
SSQ219;15/07/2018;0;0;0;0;0;0;0;0
SXV541;15/07/2018;0;0;0;0;0;0;0;0
